대분류,파일명,컬럼명,유일값 수,범주 집합,같은 대분류 평균 유사도,다른 대분류 평균 유사도,유사도 차이
보건의료,110_의료분쟁 조정분석 현황(2015.6.1.)_.csv,손해배상책임범위,77,"['1. 적극적 손해 \r피신청인의 손해배상책임이 인정되지 않으므로, 손해배상책임의 범위에 관하여는 검토하지 않았다.\r\r2. 위자료 \r피신청인의 의무위반으로 인한 신청인과 가족의 고통 등을 감안', '피신청인이 배상할 망인의 손해는 의료진의 불성실한 진료로 인하여 망인이 입은 정신적 고통에 대한 위자료이다.', '1. 적극적 손해\r가. 피신청인 병원, 전원했던 병원에 지급한 치료비   7,538,080원 \r나. 향후 치료비                                   3,400,000원\r다. 개호비                                        2,000,000원\r\r2. 위자료 \r피신청인의 의료과실로 인한 신청인의 치료시의 고통 및 추가 치료비 증액 등을 감안', '피신청인의 손해배상책임이 인정되지 않으므로, 손해배상책임의 범위에 관하여는 검토하지 않았다.', '1. 적극적 손해\r가. 총 진료비 금 545,380원\r나. 향후 치료비 금 1,350,000원\r\r2. 소극적 손해\r 신청인이 위 의료사고로 인하여 노동능력상실이 발생하지 않는 것으로 사료되는바, 소극적 손해는 산정하지 않는다. \r\r3. 위자료\r 이 사건 의료사고의 경위 및 결과, 피신청인 병원의 과실 정도, 기타 이 사건에 제반에 나타난 여러 사정을 고려하여 위자료를 산정한다.', '1. 적극적 손해 \r가. 치료비: 180만 원\r나. 개호비: 371만 원\r다. 장례비: 500만 원 \r\r2. 소극적 손해\r가. 일실이익: 692만 원\r(농협 거래명세표 및 개인별 수매내역 조회 × 통계청 발표 10a당 논벼 소득률 × 생계비 공제)\r\r3. 책임제한의 정도 50%\r\r4. 위자료 \r망인의 연령, 신청인들과 망인과의 관계, 피신청인 병원 의료진의 과실 등을 고려하여 OOO만 원을 산정하였다.', '1. 적극적 손해\r가. 치료비\r진료비영수증에 의하면 신청인의 압박 골절이 확인된 날부터 퇴원할 때까지의 치료비(2012. 11. 21. ~ 2013. 5. 8.)는 3,533,160원이고, 다만 양 당사자의 진술 및 신청인이 제출한 확인서의 기재에 의하면, 피신청인이 신청인의 진료비채무를 이미 면제하였으므로 손해액에 포함되기 어렵다. \r\r2. 위자료\r설명의무 위반을 이유로 위자료 3,000,000원이 인정될 수 있을 것으로 판단된다. \r\r3. 결론 \r위의 여러 사항들을 참작하면 피신청인의 신청인에 대한 손해배상책임은 금 3,000,000원으로 추산된다.', '1. 적극적 손해\r가. 기왕치료비: 7,899,745원, 향후치료비: 5,045,000원\r\r2. 소극적 손해\r□□ 병원에서의 입원기간 및 실밥을 뽑을 때까지의 기간 \r140만 원 × 3개월 = 420만 원\r\r3. 위자료 \r 장루성형술 이후 주머니를 착용하면서 생활하였고, 이로 인하여 어린이집 교사를 그만두게 된 점, 이후에도 직장에 복귀하지 못한 점 등의 정신적 고통을 인정하여 위자료를 산정하였다.', '1. 적극적 손해\r신청인이 3차 수술로 인하여 □□병원에 지불한 치료비 1,375,100원, 4차 수술로 인하여 □□병원에 지불한 치료비 1,350,000원, 위 3차 수술 및 4차 수술을 위한 입원기간 동안의 개호비 1,922,196원(=75,608원?3일+80,732?8일+80,732?13일) 합계 4,647,296원\r\r2. 위자료\r신청인은 이 사건 의료사고 당시 7세의 남아로, 4차 수술까지 이어지는 치료 과정, 특히 비록 2달의 짧은 기간이었지만 장루를 이용하여 배변을 해결하였어야 하는 과정에서 소년이 겪었을 육체적·정신적 고통을 감안할 필요가 있다.', '피신청인 병원 의료진의 설명의무 위반이 침습 과정에서 요구되는 주의의무 위반과 동일시 할 정도의 것이라고는 보이지 않으므로, 피신청인의 책임 범위는 위자료 배상에 국한되어야 할 것으로 보인다.']",0.031795969839799716,0.04120201591949218,-0.009406046079692462
보건의료,110_의료분쟁 조정분석 현황(2015.6.1.)_.csv,처리결과내용,90,"['합의성립 (조정조서 작성)\r\r당사자들은 감정결과와 조정부의 쟁점 및 위와 같은 사정들에 대한 설명 등 여러 사정들을 신중하게 고려하여 다음과 같은 내용으로 합의하였다.  \r\r피신청인은 신청인들에게 금3,000,000원을 지급하고, 신청인은 이 사건 진료행위에 관하여 향후 어떠한 이의도 제기하지 아니한다.', ' 합의 성립 (조정조서 작성)\r\r당사자들은 감정결과를 확인하고, 조정부로부터 신청인의 여명기간 산정의 어려움, 개호인의 수, 의료 사건의 경우 의료의 특수성 등으로 의료인의 책임을 제한하고 있는 점 등 이 사건 쟁점에 관한 설명을 듣고, 여러 사정들을 신중하게 고려한 뒤 다음과 같은 내용으로 합의하였다. \r\r피신청인은 신청인에게 금292,000,000원을 지급한다. 신청인은 피신청인에게 미지급 진료비 42,000,000원을 지급하고 피신청인 병원에서 퇴원하고, 이 사건 진료행위에 대하여 향후 어떠한 이의도 제기하지 아니한다.', '합의성립 (조정조서 작성)\r\r당사자들은 감정결과와 조정부의 쟁점 및 신청인에게 불가피한 수술인 점에 관한 설명 등 여러 사정들을 신중하게 고려하여 다음과 같은 내용으로 합의하였다.\r\r피신청인은 신청인에게 금 1,700만 원을 지급하고, 신청인은 이 사건 진료행위에 관하여 향후 어떠한 이의도 제기하지 아니한다.', '합의조정 (조정조서 작성)\r\r당사자들은 감정결과와 조정부의 쟁점 및 신청인이 제왕절개술에 동의하였고 폐혈관색전증은 제왕절개술 이외에도 임신 자체만으로도 발생될 수 있는 질환이므로 분만의 방법 선택이 문제라고 주장할 수 없는 점, 폐혈관색전증은 대부분의 환자에서 전구증상 없이 갑자기 나타나므로 조속한 진단 및 치료의 시기를 놓쳤다고 주장하기 쉽지 않은 점, 신청인에 대한 수술후 합병증 특히 폐혈관색전증에 대한 충분한 설명의무의 이행이 부족하였던 점, 수술전 폐혈관색전증의 결과발생을 회피하는 데에 필요한 중요한 검사조치가 부족하였다고 보이는 점 등 여러 사정들을 신중하게 고려하여 다음과 같은 내용으로 합의하였다.\r\r피신청인은 신청인에게 금 40,000,000원을 지급하고, 신청인은 이 사건 진료행위에 관하여 향후 어떠한 이의도 제기하지 아니한다.', '조정결정(조정 성립)\r\r조정부는 조정준비기일에 당사자들에게 감정결과를 설명하였는데, 신청인 중 1인이 의료인이라 관련 자료를 준비해 조정준비기일에 1시간 정도 진술하고, 피신청인 병원 의료진의 과실을 강력히 주장하였고, 피신청인측에서는 무과실이지만 과실이 있다 하더라도 인과관계가 없음을 주장하면서 소액의 위로금만 지급할 수 있다고 진술하여, 조정부는 신청인측에는 인과관계가 단절될 수도 있다는 점을 설명하고 피신청인측에는 분쟁을 소송으로 진행할 경우 예상되는 유무형의 비용이 매우 크다는 점 등을 설명하여 신속하고 원만하게 해소하도록 합의를 권유하였으나 조정기일에도 합의에 도달하지 못하여, 조정부는 다음과 같이 조정결정을 하였고, 신청인들은 동의, 피신청인은 동의간주되어 조정이 성립하였다.\r\r피신청인은 신청인들에게 2012. 11. 10.까지 금 27,000,000 원을 지급한다.\r신청인들은 이 사건과 관련하여 향후 민, 형사 상 이의를 제기하지 아니한다.', '합의 성립 (조정조서 작성)\r당사자 사이에 과실 및 인과관계 측면에서는 크게 다투지 않으나, 손해의 발생 및 그 정도에 대하여 다툼이 있는데 신청인 주장과 같이 시력저하가 발생하였다고 인정하기 곤란한 상황이므로 큰 금액의 위자료를 산정하기는 무리가 있다고 보여, 조정기일에 조정부는 신청인에게는 일실이익을 별도로 인정받기는 어려울 수 있다는 점을 설명하고, 피신청인에게는 위자료 지급이 필요하다는 점을 설명하고 분쟁을 원만히 해소하도록 쌍방 당사자가 원하는 합의금액에 관한 이견을 좁히는 노력을 계속하며 합의를 권유한 결과 아래와 같은 내용으로 합의하였다.\r\r피신청인은 신청인에게 금 7,500,000원을 지급하고, 신청인은 향후 일체 이의를 제기하지 아니한다.', '부조정결정\r\r당사자들이 감정결과를 확인한 다음, 조정부가 양 당사자에게 조정에 관한 의사를 타진하였는바, 피신청인은 진료상 아무런 잘못이 없다고 답변하고 조정준비기일이나 조정기일에 모두 출석하지 아니 하는 등 조정에 응하지 않겠다는 의사를 강하게 표시하였고, 신청인은 조정기일에 출석하여 여러 위원들로부터 망인의 사망 원인에 대한 의학적, 법적 설명을 듣고 피신청인에게 법적 책임을 묻기 어렵다는 점을 이해하고 납득하여 결국 이 사건은 조정하지 아니하는 결정으로 종결하였다.', '조정결정 (조정성립)\r\r당사자들은 감정결과를 확인하고 조정부의 쟁점 및 위와 같은 사정에 관한 설명을 들었는 바 결국 당사자 사이에 합의가 이루어지지 않아 조정부는 다음과 같이 조정결정을 하였고, 쌍방 당사자가 동의하여 조정이 성립하였다. \r\r피신청인은 신청인에게 금 13,000,000원을 지급한다. 신청인은 이 사건 진료행위에 관하여 향후 어떠한 이의도 제기하지 아니한다.', '합의 성립(조정조서 작성)\r\r조정부는 조정기일에 출석한 피신청인에게 결핵성흉막염을 발견하지 못한 피신청인의 과실과 진단의 지연 등을 설명한 후 양측의 여러 사정들을 신중하게 고려할 수 있도록 배려하여, 양당사자는 다음과 같은 내용으로 합의하였다.\r\r피신청인은 신청인들에게 금 10,000,000원을 지급하고, 신청인들은 이 사건과 관련하여 향후 일체의 민·형사상 이의를 제기하지 아니한다.', '합의 성립 (조정조서 작성)\r\r조정준비기일과 조정기일을 각기 진행하는 과정에서 피신청인측은 당시 망인의 상태하에서는 흉관 삽관을 하지 않는 것이 최선이라는 점을 확신하고 있으나, 시술과정에서 출혈이 발생한 점은 일부 인정한다고 하였고, 조정부는 신청인에게는 망인이 고령인 점 및 간부전으로 인하여 지혈이 쉽지 않았던 점 등을 설명하면서 분쟁을 원만히 해소하도록 합의를 권유한 결과, 다음과 같은 내용으로 합의하였다.\r\r피신청인은 신청인에게 금 32,000,000원을 지급하고, 신청인은 향후 일체 이의를 제기하지 아니한다.']",0.031795969839799716,0.04120201591949218,-0.009406046079692462
보건의료,13_국민건강보험공단_건강검진검사항목코드_20240731.csv,건강검진검사항목코드,1953,"['A2110003', 'F9001029', 'D3404058', 'F9001011', 'D3703017', 'M2110001', 'M1112045', 'M2102001', 'G9002003', 'A2108005']",0.031795969839799716,0.04120201591949218,-0.009406046079692462
보건의료,109_국립암센터 호스피스완화의료 전문기관 리스트_20170412.csv,기관명,78,"['고신대학교 복음병원', '화순전남대학교병원', '전`진`상의원', '광주보훈병원', '대구파티마병원', '가톨릭대학교부천성모병원', '지샘병원', '경기도의료원파주병원', '갈바리의원', '새오름가정의원']",0.03179517348982398,0.041264106067636676,-0.009468932577812693
보건의료,100_보건복지부 국립나주병원_진료비 청구 현황_20240630.csv,년월,6,"['2024-05', '2024-06', '2024-01', '2024-03', '2024-04', '2024-02']",0.031761463283554024,0.04120201591949218,-0.009440552635938154
보건의료,103_전라남도_장애인센터현황_20240909.csv,전화번호,158,"['061-901-6701', '061-392-8996', '061-332-2530', '061-324-4222', '061-653-0885', '061-380-4580', '061-682-5999', '061-863-2554', '061-752-8300', '061-245-6152']",0.031693495956238264,0.04154389325377168,-0.009850397297533418
보건의료,31_건강보험심사평가원_요양기관 개설 현황_20231231.csv,시군구명,228,"['광주시', '송파구', '청주시 청원구', '미추홀구', '강릉시', '성동구', '정선군', '중랑구', '노원구', '남해군']",0.03165696876571758,0.022412274610816702,0.009244694154900878
보건의료,22_보건복지부_시군구별 치매현황_20231231.csv,시군구,292,"['송파구', '청주시 청원구', '전체', '정선군', '남해군', '서천군', '상록구', '강남구', '경산시', '순천시']",0.03162554528330907,0.023708533442981513,0.007917011840327556
보건의료,112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,시도,17,"['전남', '경기', '광주', '경북', '경남', '대구', '울산', '부산', '서울', '제주']",0.03127928847251384,0.027912234380674313,0.0033670540918395303
보건의료,98_강원특별자치도_의료시설 현황_20230821.csv,소재지도로명주소,1539,"['강원특별자치도 춘천시 금강로 68-2 (조양동,대원빌딩 4층)', '강원특별자치도 춘천시 중앙로 55 (중앙로2가)', '강원특별자치도 정선군 정선읍 비봉로 53', '강원특별자치도 강릉시 교동광장로 139, 2층 (교동)', '강원특별자치도 횡성군 우천면 수남로 356 2층', '강원특별자치도 강릉시 노가니길 31 (노암동)', '강원특별자치도 평창군 평창읍 백오로 111', '강원특별자치도 원주시 남원로 528-11, 4층 (단구동, 광덕빌딩)', '강원특별자치도 원주시 소초면 구룡사로 5', '강원특별자치도 원주시 소초면 치악로 2790']",0.031119464884287375,0.04107131545744602,-0.009951850573158647
보건의료,117_건강보험심사평가원_병원급이상 진료과목별 시도별 진료비 통계_20231231.csv,진료과목,53,"['응급의학과', '한방소계', '한방신경정신과', '치과교정과', '영상치의학과', '치주과', '보건', '구강병리과', '영상의학과', '통합치의학과']",0.03103066809482154,0.019690649413006318,0.011340018681815223
보건의료,103_전라남도_장애인센터현황_20240909.csv,기관명,166,"['구례군장애인주간보호센터', '담양군장애인생활이동지원센터', '전남함평군장애인편의증진기술지원센터', '보성군장애인직업재활센터(물수건)', '전남장흥군장애인편의증진기술지원센터', '꿈이룸터', '영암군수어통역센터', '곡성군장애인생활이동지원센터', '무지개장애인주간보호센터', '보성군장애인복지관']",0.03100231904614891,0.041202549589754306,-0.010200230543605394
