파일명,컬럼명,공통 특성 그룹,대표 특성
12_한국보건의료인국가시험원_응시자 현황_의사_20240521.csv,일련번호,43,대표
13_국민건강보험공단_건강검진검사항목코드_20240731.csv,건강검진검사항목코드,44,
13_국민건강보험공단_건강검진검사항목코드_20240731.csv,건강검진검사항목코드명,44,대표
13_국민건강보험공단_건강검진검사항목코드_20240731.csv,건강검진유형구분코드,44,
13_국민건강보험공단_건강검진검사항목코드_20240731.csv,건강검진유형상세구분코드,44,
13_국민건강보험공단_건강검진검사항목코드_20240731.csv,건강검진검사항목유형코드,44,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,구분,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2008,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2009,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2010,45,대표
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2011,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2012,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2013,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2014,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2015,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2016,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2017,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2018,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2019,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2020,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2021,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2022,45,
14_해양환경공단_해양쓰레기 조사_지역별_20231231.csv,2023,45,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,조사년도,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,해역,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,연안명칭,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,수온 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,수온 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,염분 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,염분 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,수소이온농도 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,수소이온농도 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,용존산소량 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,용존산소량 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,화학적산소요구량 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,화학적산소요구량 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,암모니아질소 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,암모니아질소 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,아질산성 질소 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,아질산성 질소 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,질산성질소 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,질산성질소 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,용존무기질소 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,용존무기질소 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,총질소 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,총질소 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,용존무기인 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,용존무기인 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,총인 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,총인 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,규산규소 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,규산규소 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,부유물질 표층,46,대표
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,부유물질 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,클로로필 표층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,클로로필 저층,46,
15_해양환경공단_해양환경측정망 정보_연안별 평균 해수수질현황_20211231.csv,투명도 표층,46,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,년도,47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,지점명칭,47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,목적,47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,지목,47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,지역,47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,면적(제곱미터),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,시료깊이(m),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,카드뮴(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,구리(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,비소(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,수은(mg_kg),47,대표
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,납(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,6가크롬(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,아연(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,니켈(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,불소(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,유기인(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,폴리클로리네이티드비페닐(PCBs)(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,시안(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,페놀류(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,벤젠(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,톨루엔(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,에틸벤젠(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,크실렌(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,석유계총탄화수소(TPH)(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,트리클로로에틸렌(TCE)(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,테트라클로로에틸렌(PCE)(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,벤조(a)피렌(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,12디클로로에탄(mg_kg),47,
17_환경부 국립환경과학원_토양오염실태조사 결과_20221231.csv,수소이온농도(pH),47,
18_환경부 국립환경과학원_환경측정기기 형식승인 현황_20231101.csv,분야,48,
18_환경부 국립환경과학원_환경측정기기 형식승인 현황_20231101.csv,일련  번호,48,대표
18_환경부 국립환경과학원_환경측정기기 형식승인 현황_20231101.csv,연도,48,
18_환경부 국립환경과학원_환경측정기기 형식승인 현황_20231101.csv,업체명,48,
18_환경부 국립환경과학원_환경측정기기 형식승인 현황_20231101.csv,제품명,48,
18_환경부 국립환경과학원_환경측정기기 형식승인 현황_20231101.csv,인증(변경)일자,48,
18_환경부 국립환경과학원_환경측정기기 형식승인 현황_20231101.csv,인증서번호,48,
18_환경부 국립환경과학원_환경측정기기 형식승인 현황_20231101.csv,모델명,48,
18_환경부 국립환경과학원_환경측정기기 형식승인 현황_20231101.csv,제작사,48,
18_환경부 국립환경과학원_환경측정기기 형식승인 현황_20231101.csv,제작국,48,
18_환경부 국립환경과학원_환경측정기기 형식승인 현황_20231101.csv,비고(최초인증일자),48,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,시도,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,시도명,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,시군구,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,시군구명,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,읍면동,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,읍면동명,49,대표
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,위도,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,경도,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,평면직각좌표계_X좌표,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,평면직각좌표계_Y좌표,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,지리정보시스템아이디,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,상태,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,행정구역최소X좌표,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,행정구역최소Y좌표,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,행정구역최대X좌표,49,
19_행정안전부_지진재해대응시스템_행정구역정보_20240808.csv,행정구역최대Y좌표,49,
1_한국환경공단_석면조사대상건축물현황(공공건축물)_20231019.csv,석면건축물_일련번호,50,
1_한국환경공단_석면조사대상건축물현황(공공건축물)_20231019.csv,도로명주소,50,
1_한국환경공단_석면조사대상건축물현황(공공건축물)_20231019.csv,건축물명,50,대표
1_한국환경공단_석면조사대상건축물현황(공공건축물)_20231019.csv,건축물_동명,50,
1_한국환경공단_석면조사대상건축물현황(공공건축물)_20231019.csv,건축물구분-대분류,51,대표
1_한국환경공단_석면조사대상건축물현황(공공건축물)_20231019.csv,석면건축물 여부,51,
1_한국환경공단_석면조사대상건축물현황(공공건축물)_20231019.csv,건축물구분-소분류,52,대표
1_한국환경공단_석면조사대상건축물현황(공공건축물)_20231019.csv,석면건축물 여부,52,
1_한국환경공단_석면조사대상건축물현황(공공건축물)_20231019.csv,석면자재 면적,52,
1_한국환경공단_석면조사대상건축물현황(공공건축물)_20231019.csv,조사일자,52,
1_한국환경공단_석면조사대상건축물현황(공공건축물)_20231019.csv,조사기관,52,
1_한국환경공단_석면조사대상건축물현황(공공건축물)_20231019.csv,연면적,53,대표
20_환경부_온실가스종합정보센터_온실가스 배출량 산정방법 정보_20210929.CSV,산정식명,54,
20_환경부_온실가스종합정보센터_온실가스 배출량 산정방법 정보_20210929.CSV,분야별,54,대표
20_환경부_온실가스종합정보센터_온실가스 배출량 산정방법 정보_20210929.CSV,배출가스,54,
20_환경부_온실가스종합정보센터_온실가스 배출량 산정방법 정보_20210929.CSV,산정식방법론,54,
20_환경부_온실가스종합정보센터_온실가스 배출량 산정방법 정보_20210929.CSV,산정식,54,
21_대구광역시_북구_지하수시설_20240726.csv,용도,55,
21_대구광역시_북구_지하수시설_20240726.csv,개발위치,55,
21_대구광역시_북구_지하수시설_20240726.csv,소재지,55,대표
21_대구광역시_북구_지하수시설_20240726.csv,데이터기준일자,55,
22_보건복지부_시군구별 치매현황_20231231.csv,연도,56,
22_보건복지부_시군구별 치매현황_20231231.csv,시도,56,
22_보건복지부_시군구별 치매현황_20231231.csv,시군구,56,
22_보건복지부_시군구별 치매현황_20231231.csv,성별,56,
22_보건복지부_시군구별 치매현황_20231231.csv,연령별,56,
22_보건복지부_시군구별 치매현황_20231231.csv,노인인구수,56,
22_보건복지부_시군구별 치매현황_20231231.csv,치매환자수,56,
22_보건복지부_시군구별 치매현황_20231231.csv,치매환자유병률,56,
22_보건복지부_시군구별 치매현황_20231231.csv,최경도 환자,56,
22_보건복지부_시군구별 치매현황_20231231.csv,경도 환자,56,
22_보건복지부_시군구별 치매현황_20231231.csv,중등도 환자,56,
22_보건복지부_시군구별 치매현황_20231231.csv,중증 환자,56,대표
22_보건복지부_시군구별 치매현황_20231231.csv,경도인지장애 환자유병률,56,
22_보건복지부_시군구별 치매현황_20231231.csv,경도인지장애 환자수,57,
22_보건복지부_시군구별 치매현황_20231231.csv,경도인지장애 환자유병률,57,
96_대구광역시 북구_의료기관 수술실 현황_20240531.csv,수술실 수,57,
98_강원특별자치도_의료시설 현황_20230821.csv,입원실,57,
98_강원특별자치도_의료시설 현황_20230821.csv,병상,57,대표
23_서울특별시 동작구_의류수거함 위치 데이터_20240911.csv,연번,58,대표
23_서울특별시 동작구_의류수거함 위치 데이터_20240911.csv,행정동,58,
23_서울특별시 동작구_의류수거함 위치 데이터_20240911.csv,주소,58,
23_서울특별시 동작구_의류수거함 위치 데이터_20240911.csv,위도,58,
23_서울특별시 동작구_의류수거함 위치 데이터_20240911.csv,경도,58,
23_서울특별시 동작구_의류수거함 위치 데이터_20240911.csv,데이터기준일자,58,
7_서울특별시_양천구_폐건전지폐형광등분리수거함_20241010.csv,번호,58,
24_서울특별시 서대문구_의류수거함 현황_20230301.csv,연번,59,
24_서울특별시 서대문구_의류수거함 현황_20230301.csv,관리번호,59,
24_서울특별시 서대문구_의류수거함 현황_20230301.csv,관리단체,59,
24_서울특별시 서대문구_의류수거함 현황_20230301.csv,행정동,59,
24_서울특별시 서대문구_의류수거함 현황_20230301.csv,설치장소(도로명),59,대표
24_서울특별시 서대문구_의류수거함 현황_20230301.csv,경도,59,
24_서울특별시 서대문구_의류수거함 현황_20230301.csv,위도,59,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,일자,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,생활폐기물_반입량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,삼원환경_반입량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,음식협잡물_반입량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,청라반입량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,재활용잔재물_반입량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,삼산_반입량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,구월_반입량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,쓰레기소각_1호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,쓰레기소각_2호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,음폐수소각_1호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,음폐수소각_2호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,침출수소각_1호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,침출수소각_2호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,일반바닥재_반출량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,비산재_반출량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,지정바닥재_반출량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,고철_반출량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,경유_금일입고량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,경유_금일사용량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,부생연료유_금일입고량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,부생연료유_금일사용량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,시수사용량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,전력_수전량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,전력_발전량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,전력_매전량,60,대표
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,스팀생산량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,청라에너지스팀공급유량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,청라에너지스팀공급열량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,응축수회수유량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,응축수회수열량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,청라에너지판매열량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,로온도_1호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,증기식_공기_예열기온도_1호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,보일러온도_1호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,집진시설온도_1호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,굴뚝온도_1호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,로온도_2호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,증기식_공기_예열기온도_2호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,보일러온도_2호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,집진시설온도_2호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,굴뚝온도_2호기,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,소각시설1호기_산소,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,소각시설1호기_일산화탄소,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,소각시설1호기_질소산화물,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,소각시설1호기_염화수소,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,소각시설1호기_먼지,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,소각시설1호기_유량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,소각시설2호기_산소,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,소각시설2호기_일산화탄소,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,소각시설2호기_질소산화물,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,소각시설2호기_염화수소,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,소각시설2호기_먼지,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,소각시설2호기_유량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,폐수처리관리_산성농도,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,폐수처리관리_일산화탄소D,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,폐수처리관리_방류량,60,
25_인천환경공단_청라사업소_소각시설_운영데이터_20221231.csv,폐수처리관리_재이용량,60,
26_전북특별자치도_대기오염측정망 운영결과_20210930.csv,측정지역,61,
26_전북특별자치도_대기오염측정망 운영결과_20210930.csv,오존(O3),61,
26_전북특별자치도_대기오염측정망 운영결과_20210930.csv,이산화질소(NO2),61,대표
26_전북특별자치도_대기오염측정망 운영결과_20210930.csv,이산화황(SO2),61,
26_전북특별자치도_대기오염측정망 운영결과_20210930.csv,일산화탄소(CO),61,
26_전북특별자치도_대기오염측정망 운영결과_20210930.csv,미세먼지(PM10),61,
26_전북특별자치도_대기오염측정망 운영결과_20210930.csv,미세먼지(PM2_5),61,
26_전북특별자치도_대기오염측정망 운영결과_20210930.csv,측정기준일,61,
27_충청북도_분기별날씨현황_20240630.csv,구분,62,
27_충청북도_분기별날씨현황_20240630.csv,상순(4월),62,
27_충청북도_분기별날씨현황_20240630.csv,중순(4월),62,
27_충청북도_분기별날씨현황_20240630.csv,하순(4월),62,
27_충청북도_분기별날씨현황_20240630.csv,상순(5월),62,
27_충청북도_분기별날씨현황_20240630.csv,중순(5월),62,
27_충청북도_분기별날씨현황_20240630.csv,하순(5월),62,
27_충청북도_분기별날씨현황_20240630.csv,상순(6월),62,
27_충청북도_분기별날씨현황_20240630.csv,중순(6월),62,대표
27_충청북도_분기별날씨현황_20240630.csv,하순(6월),62,
28_한국환경공단_도로 재비산먼지 측정 정보_20240930.csv,측정일자,63,
28_한국환경공단_도로 재비산먼지 측정 정보_20240930.csv,측정시간,63,대표
28_한국환경공단_도로 재비산먼지 측정 정보_20240930.csv,지역,63,
28_한국환경공단_도로 재비산먼지 측정 정보_20240930.csv,지역명,63,
28_한국환경공단_도로 재비산먼지 측정 정보_20240930.csv,도로명,63,
28_한국환경공단_도로 재비산먼지 측정 정보_20240930.csv,시작점,63,
28_한국환경공단_도로 재비산먼지 측정 정보_20240930.csv,종점,63,
28_한국환경공단_도로 재비산먼지 측정 정보_20240930.csv,기온,63,
28_한국환경공단_도로 재비산먼지 측정 정보_20240930.csv,습도,63,
28_한국환경공단_도로 재비산먼지 측정 정보_20240930.csv,재비산먼지 평균농도,63,
28_한국환경공단_도로 재비산먼지 측정 정보_20240930.csv,오염범례,63,
29_한국환경공단_재활용가능자원 가격조사_20240926.csv,시점,64,
29_한국환경공단_재활용가능자원 가격조사_20240926.csv,구분,64,
29_한국환경공단_재활용가능자원 가격조사_20240926.csv,수도권,64,
29_한국환경공단_재활용가능자원 가격조사_20240926.csv,강원,64,대표
29_한국환경공단_재활용가능자원 가격조사_20240926.csv,충북,64,
29_한국환경공단_재활용가능자원 가격조사_20240926.csv,충남,64,
29_한국환경공단_재활용가능자원 가격조사_20240926.csv,전북,64,
29_한국환경공단_재활용가능자원 가격조사_20240926.csv,전남,64,
29_한국환경공단_재활용가능자원 가격조사_20240926.csv,경북,64,
29_한국환경공단_재활용가능자원 가격조사_20240926.csv,경남,64,
29_한국환경공단_재활용가능자원 가격조사_20240926.csv,데이터 기준일,64,
2_전국관광지정보표준데이터.csv,관광지명,65,
2_전국관광지정보표준데이터.csv,관광지구분,65,
2_전국관광지정보표준데이터.csv,소재지도로명주소,65,
2_전국관광지정보표준데이터.csv,소재지지번주소,65,
2_전국관광지정보표준데이터.csv,위도,65,
2_전국관광지정보표준데이터.csv,경도,65,
2_전국관광지정보표준데이터.csv,면적,65,
2_전국관광지정보표준데이터.csv,공공편익시설정보,65,
2_전국관광지정보표준데이터.csv,숙박시설정보,65,
2_전국관광지정보표준데이터.csv,운동및오락시설정보,65,
2_전국관광지정보표준데이터.csv,휴양및문화시설정보,65,대표
2_전국관광지정보표준데이터.csv,접객시설정보,65,
2_전국관광지정보표준데이터.csv,지원시설정보,65,
2_전국관광지정보표준데이터.csv,지정일자,65,
2_전국관광지정보표준데이터.csv,수용인원수,65,
2_전국관광지정보표준데이터.csv,주차가능수,65,
2_전국관광지정보표준데이터.csv,관광지소개,65,
2_전국관광지정보표준데이터.csv,관리기관전화번호,65,
2_전국관광지정보표준데이터.csv,관리기관명,65,
2_전국관광지정보표준데이터.csv,데이터기준일자,65,
2_전국관광지정보표준데이터.csv,제공기관코드,65,
2_전국관광지정보표준데이터.csv,제공기관명,65,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,지사,66,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,선박명,66,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,1월,66,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,2월,66,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,3월,66,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,4월,66,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,5월,66,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,6월,66,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,7월,66,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,8월,66,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,9월,66,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,10월,66,대표
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,11월,66,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,12월,66,
30_해양환경공단_해양부유쓰레기 수거처리 정보_20231231.csv,Unnamed: 14,66,
31_건강보험심사평가원_요양기관 개설 현황_20231231.csv,암호화된요양기호,67,
31_건강보험심사평가원_요양기관 개설 현황_20231231.csv,요양기관명,67,
31_건강보험심사평가원_요양기관 개설 현황_20231231.csv,도로명주소,67,대표
31_건강보험심사평가원_요양기관 개설 현황_20231231.csv,요양종별,68,대표
31_건강보험심사평가원_요양기관 개설 현황_20231231.csv,시도명,68,
31_건강보험심사평가원_요양기관 개설 현황_20231231.csv,시군구명,68,
31_건강보험심사평가원_요양기관 개설 현황_20231231.csv,표시과목명,68,
31_건강보험심사평가원_요양기관 개설 현황_20231231.csv,개설일자,68,
4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,요양기관종별,68,
33_광주광역시 광주보건환경연구원 수질측정망 실태조사_20240903.csv,구분,69,
33_광주광역시 광주보건환경연구원 수질측정망 실태조사_20240903.csv,채수일시,69,
33_광주광역시 광주보건환경연구원 수질측정망 실태조사_20240903.csv,수소이온농도,69,
33_광주광역시 광주보건환경연구원 수질측정망 실태조사_20240903.csv,용존산소,69,
33_광주광역시 광주보건환경연구원 수질측정망 실태조사_20240903.csv,생물화학적산소요구량,69,
33_광주광역시 광주보건환경연구원 수질측정망 실태조사_20240903.csv,화학적산소요구량,69,
33_광주광역시 광주보건환경연구원 수질측정망 실태조사_20240903.csv,부유물질,69,
33_광주광역시 광주보건환경연구원 수질측정망 실태조사_20240903.csv,총인,69,대표
33_광주광역시 광주보건환경연구원 수질측정망 실태조사_20240903.csv,총유기탄소,69,
34_근로복지공단_직영병원 진료수가_20191231.csv,수가코드,70,
34_근로복지공단_직영병원 진료수가_20191231.csv,한글수가명,70,
34_근로복지공단_직영병원 진료수가_20191231.csv,산재단가금액,70,
34_근로복지공단_직영병원 진료수가_20191231.csv,일반단가금액,70,대표
34_근로복지공단_직영병원 진료수가_20191231.csv,건강단가금액,70,
34_근로복지공단_직영병원 진료수가_20191231.csv,보호일반단가금액,70,
34_근로복지공단_직영병원 진료수가_20191231.csv,산재일반단가금액,70,
34_근로복지공단_직영병원 진료수가_20191231.csv,산재후유단가금액,70,
34_근로복지공단_직영병원 진료수가_20191231.csv,감액가능품목여부,70,
34_근로복지공단_직영병원 진료수가_20191231.csv,해당수가입력일자,70,
34_근로복지공단_직영병원 진료수가_20191231.csv,적용시작일자,70,
