관리기관명,소재지주소,설치목적구분,카메라대수,관리기관전화번호,위도,경도,데이터기준일자
세종특별자치시,세종특별자치시 조치원읍 신흥리 6,생활방범,2,044-300-2454,36.598554,127.293771,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 행복12길 9-12,생활방범,2,044-300-2454,36.604657,127.293334,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 충현로 191,생활방범,1,044-300-2454,36.605422,127.294101,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안새동네길 26-14,생활방범,1,044-300-2454,36.615392,127.291298,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 섭골길 37,생활방범,3,044-300-2454,36.614054,127.28919,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 서창리 47-3,생활방범,2,044-300-2454,36.612058,127.295071,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 문화7길 13,생활방범,2,044-300-2454,36.601779,127.287828,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신흥리 88-6,생활방범,4,044-300-2454,36.595485,127.291134,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 으뜸길 177,생활방범,2,044-300-2454,36.603648,127.296071,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신흥리 394,생활방범,4,044-300-2454,36.593214,127.288295,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안리  543,생활방범,2,044-300-2454,36.61647,127.285163,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 죽림리 399,생활방범,2,044-300-2454,36.589514,127.291527,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 행복10길 2,생활방범,3,044-300-2454,36.603664,127.291459,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 원리 166-1,생활방범,2,044-300-2454,36.598009,127.297338,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 번암리 90-4,생활방범,2,044-300-2454,36.586195,127.294677,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 조치원5길 31,생활방범,2,044-300-2454,36.602823,127.299033,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 교리 145,생활방범,1,044-300-2454,36.606808,127.295914,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신흥리 8-9,생활방범,3,044-300-2454,36.597112,127.2945,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 번암리 107-1,생활방범,4,044-300-2454,36.585996,127.296209,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 명리 86,생활방범,2,044-300-2454,36.599966,127.304459,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 남리 60-5,생활방범,4,044-300-2454,36.598302,127.299275,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 상리 117-10,생활방범,3,044-300-2454,36.602595,127.300931,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 원마루길 30,생활방범,4,044-300-2454,36.608954,127.29193,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 충현로 221,생활방범,2,044-300-2454,36.608339,127.293288,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 침산리 280-1,생활방범,3,044-300-2454,36.60125,127.288538,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 새내18길 36-1,생활방범,2,044-300-2454,36.605116,127.299456,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 죽림리 185-1,생활방범,3,044-300-2454,36.590378,127.293619,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 침산리 259-5,생활방범,1,044-300-2454,36.604003,127.293839,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 교리 27-1,생활방범,3,044-300-2454,36.604553,127.298732,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 침산리 60-2,생활방범,2,044-300-2454,36.603408,127.287472,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 상리18-10,생활방범,4,044-300-2454,36.602434,127.303145,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 교리 27-1,생활방범,3,044-300-2454,36.604976,127.298057,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 새내14길 7,생활방범,2,044-300-2454,36.603245,127.297847,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 새내로 108,생활방범,1,044-300-2454,36.601373,127.298598,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 행복4길 18,생활방범,1,044-300-2454,36.60447,127.291885,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 수원지1길 16,생활방범,1,044-300-2454,36.607166,127.299696,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 남리144,생활방범,2,044-300-2454,36.597678,127.302452,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 봉산리 산20-11,생활방범,2,044-300-2454,36.604034,127.27523,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신흥샛터길 29,생활방범,2,044-300-2454,36.596994,127.293559,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 행복길 5,생활방범,3,044-300-2454,36.603257,127.290349,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 죽림리 68-10,생활방범,2,044-300-2454,36.594286,127.295185,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 수원지길 49,생활방범,2,044-300-2454,36.606153,127.300447,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 원리 141-54,생활방범,4,044-300-2454,36.600828,127.296822,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 명리82,생활방범,1,044-300-2454,36.60062,127.301301,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 죽림리 132,생활방범,4,044-300-2454,36.590438,127.292767,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 으뜸길 215,생활방범,2,044-300-2454,36.603798,127.296219,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 으뜸길 215,생활방범,2,044-300-2454,36.603741,127.296243,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 안티길 8,차량방범,3,044-300-2454,36.625404,127.289933,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 새내12길 68,생활방범,4,044-300-2454,36.602847,127.301795,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 평리 115-20,생활방범,3,044-300-2454,36.603575,127.301324,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 새내14길 97,생활방범,4,044-300-2454,36.604215,127.302864,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 수원지3길 17,생활방범,4,044-300-2454,36.605299,127.300761,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 수원지길 67,생활방범,4,044-300-2454,36.605766,127.3013,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 번암리 209-4,생활방범,1,044-300-2454,36.58305,127.291729,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 새내14길 42,생활방범,3,044-300-2454,36.603048,127.30024,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안리 320-6,생활방범,2,044-300-2454,36.618508,127.290094,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 원리 157,생활방범,2,044-300-2454,36.597429,127.297218,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 행복5길 7,생활방범,4,044-300-2454,36.604734,127.29111,2024-05-31
세종특별자치시,충청북도 청주시 오송읍 서평리 693-45,생활방범,4,044-300-2454,36.585836,127.300299,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 문화1길 23,생활방범,3,044-300-2454,36.601489,127.289212,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 원리 13,생활방범,3,044-300-2454,36.602047,127.300509,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 남리 490,생활방범,4,044-300-2454,36.596604,127.299655,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 명리 12-2,생활방범,4,044-300-2454,36.600112,127.301914,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 돌마루5길 24,생활방범,3,044-300-2454,36.607464,127.292357,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안리 493-5,생활방범,3,044-300-2454,36.624373,127.286567,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 명리 52-9,생활방범,1,044-300-2454,36.599871,127.303936,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 행복11길 12,생활방범,1,044-300-2454,36.604491,127.292506,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신흥리 382,생활방범,2,044-300-2454,36.59472,127.284136,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 상리 28-1,생활방범,2,044-300-2454,36.603269,127.303709,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 원리 157,생활방범,2,044-300-2454,36.595628,127.297261,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안리 219-2,생활방범,2,044-300-2454,36.62954,127.287454,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 장안로 56,생활방범,3,044-300-2454,36.596804,127.301328,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 침산리248,생활방범,1,044-300-2454,36.603064,127.288561,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 번암리 160-14,생활방범,3,044-300-2454,36.582998,127.292822,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 남리 62-24,생활방범,2,044-300-2454,36.597428,127.300516,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 남리 63-4,생활방범,4,044-300-2454,36.598444,127.300413,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신흥리 76-4,생활방범,3,044-300-2454,36.595602,127.293506,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 번암리 90-11,생활방범,4,044-300-2454,36.585503,127.294788,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 명리 85,생활방범,2,044-300-2454,36.601706,127.304936,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 새내14길 42,생활방범,3,044-300-2454,36.603061,127.300245,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 건강길 16,생활방범,3,044-300-2454,36.605059,127.296286,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 죽림리 206-10,생활방범,3,044-300-2454,36.590575,127.299,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 죽림리 384,생활방범,3,044-300-2454,36.591065,127.29519,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신흥리 177-1,생활방범,3,044-300-2454,36.592752,127.28645,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 큰말길 13,생활방범,3,044-300-2454,36.596166,127.28969,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신흥리 253-27,생활방범,2,044-300-2454,36.595669,127.28941,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 대동학교길 21-1,생활방범,2,044-300-2454,36.596971,127.291431,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 교리 53,생활방범,2,044-300-2454,36.605429,127.297272,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 서창리 193-3,생활방범,1,044-300-2454,36.606697,127.292936,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 행복9길 8,생활방범,1,044-300-2454,36.603886,127.289859,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 서창리 177-15,생활방범,3,044-300-2454,36.607573,127.289243,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 봉산로 28,생활방범,1,044-300-2454,36.606087,127.287036,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 충현로 202-2,생활방범,1,044-300-2454,36.606347,127.294109,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 침천길 31,생활방범,2,044-300-2454,36.598403,127.296058,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 남리 487,생활방범,3,044-300-2454,36.598375,127.304415,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 봉산리 339,생활방범,3,044-300-2454,36.598805,127.27597,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 원리 154-9,생활방범,3,044-300-2454,36.596437,127.297647,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 원리 154-9,생활방범,3,044-300-2454,36.597317,127.297466,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안리 392-3,생활방범,3,044-300-2454,36.615616,127.288354,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안리 392-3,생활방범,5,044-300-2454,36.61459,127.290387,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 내창1길 40,생활방범,1,044-300-2454,36.60865,127.289506,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안리 359-1,생활방범,1,044-300-2454,36.614995,127.287884,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 충현로 159 (욱일아파트),생활방범,1,044-300-2454,36.603493,127.292663,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안리 501-4,생활방범,1,044-300-2454,36.617272,127.28648,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 돌마루길 17,생활방범,1,044-300-2454,36.605587,127.291438,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 죽림리 244-2,생활방범,3,044-300-2454,36.592886,127.300649,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 장안로 58,생활방범,3,044-300-2454,36.596655,127.301805,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 조치원로 45-11,생활방범,3,044-300-2454,36.602508,127.30217,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안리 496,생활방범,3,044-300-2454,36.622978,127.290389,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 명리 24,생활방범,1,044-300-2454,36.600842,127.303868,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 허만석로 98,생활방범,1,044-300-2454,36.590731,127.300981,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 상리 95-2,생활방범,1,044-300-2454,36.601274,127.302428,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 으뜸길 248 (교동아파트),생활방범,1,044-300-2454,36.602773,127.296509,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안리 404-3,생활방범,3,044-300-2454,36.612891,127.280407,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 침산리 179-1,생활방범,2,044-300-2454,36.598996,127.293718,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신흥리 330-1,생활방범,2,044-300-2454,36.597745,127.289826,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 새내12길 32,생활방범,2,044-300-2454,36.602387,127.299691,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 새주막3길 10,생활방범,3,044-300-2454,36.613166,127.294819,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 봉산로 60,생활방범,3,044-300-2454,36.605907,127.281814,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 장안1길 101 (청송아파트),생활방범,2,044-300-2454,36.596204,127.302668,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 대동학교길 25,생활방범,3,044-300-2454,36.596068,127.294761,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 서창리 91-2,생활방범,3,044-300-2454,36.610604,127.296749,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 침산리 240-4,생활방범,2,044-300-2454,36.598431,127.288342,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 침산리 100-8,생활방범,1,044-300-2454,36.603537,127.294083,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 정리 40,생활방범,3,044-300-2454,36.599518,127.300229,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 침산리 288,생활방범,4,044-300-2454,36.60192,127.289718,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 침산리 문화3길 1,생활방범,3,044-300-2454,36.599453,127.289552,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 문화4길 12,생활방범,4,044-300-2454,36.60021,127.288125,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 서창리 239-10,생활방범,3,044-300-2454,36.607822,127.285572,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신흥고샅길 13,생활방범,3,044-300-2454,36.595128,127.294801,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 죽림리 96-6,생활방범,3,044-300-2454,36.592101,127.29646,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 으뜸길 248,생활방범,3,044-300-2454,36.602138,127.296273,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 으뜸길 248,생활방범,3,044-300-2454,36.602717,127.296101,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안리 378-5,생활방범,3,044-300-2454,36.617364,127.288724,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안리 489-2,생활방범,2,044-300-2454,36.634409,127.288813,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 서창리105-2,생활방범,4,044-300-2454,36.607408,127.296958,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신흥리11-30,생활방범,2,044-300-2454,36.597449,127.293352,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 봉산리 89-4,생활방범,4,044-300-2454,36.600659,127.276175,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 침산리 144-12,생활방범,3,044-300-2454,36.601126,127.294863,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신안리 445-19,생활방범,2,044-300-2454,36.6187,127.28568,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 산책2길 23,생활방범,2,044-300-2454,36.594863,127.300492,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 봉산리 162-3,생활방범,3,044-300-2454,36.606941,127.277957,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 평리 52-5,생활방범,4,044-300-2454,36.604644,127.301943,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 신흥리 123,생활방범,1,044-300-2454,36.592517,127.293545,2024-05-31
세종특별자치시,세종특별자치시 조치원읍 원리 157,생활방범,4,044-300-2454,36.596985,127.296331,2024-05-31
세종특별자치시,세종특별자치시 전의면 읍내리 130-8,생활방범,3,044-300-2454,36.682044,127.196867,2024-05-31
세종특별자치시,세종특별자치시 전의면 읍내리 130-8,생활방범,3,044-300-2454,36.682105,127.197337,2024-05-31
세종특별자치시,세종특별자치시 전의면 읍내리 269-24,생활방범,3,044-300-2454,36.678544,127.203452,2024-05-31
세종특별자치시,세종특별자치시 전의면 읍내리 315-45,생활방범,3,044-300-2454,36.679455,127.197326,2024-05-31
세종특별자치시,세종특별자치시 전의면 신방리 525,생활방범,3,044-300-2454,36.64931,127.186519,2024-05-31
세종특별자치시,세종특별자치시 전의면 읍내리 357,생활방범,3,044-300-2454,36.6788,127.1948,2024-05-31
세종특별자치시,세종특별자치시 전의면 신흥리 190,생활방범,3,044-300-2454,36.6683,127.1918,2024-05-31
세종특별자치시,세종특별자치시 전의면 근성길 60,생활방범,2,044-300-2454,36.674072,127.194034,2024-05-31
세종특별자치시,세종특별자치시 전의면 영당리 505-15,생활방범,2,044-300-2454,36.654245,127.189065,2024-05-31
세종특별자치시,세종특별자치시 전의면 만세길 20-12,생활방범,4,044-300-2454,36.678559,127.204718,2024-05-31
세종특별자치시,세종특별자치시 전의면 읍내리 98-1,생활방범,1,044-300-2454,36.68074,127.197286,2024-05-31
세종특별자치시,세종특별자치시 전의면 운주산로 1204-9,생활방범,4,044-300-2454,36.680881,127.202336,2024-05-31
세종특별자치시,세종특별자치시 전의면 유천리 696-1일원,차량방범,2,044-300-2454,36.681333,127.168882,2024-05-31
세종특별자치시,세종특별자치시 전의면 신정리 582-9,차량방범,3,044-300-2454,36.689997,127.205197,2024-05-31
세종특별자치시,세종특별자치시 전의면 양안이길 21,생활방범,3,044-300-2454,36.679687,127.180462,2024-05-31
세종특별자치시,세종특별자치시 전의면 동교리 117-3,생활방범,3,044-300-2454,36.682533,127.209506,2024-05-31
세종특별자치시,세종특별자치시 전의면 상교동1길 59,생활방범,3,044-300-2454,36.681103,127.214132,2024-05-31
세종특별자치시,세종특별자치시 전의면 오얏고지길 17,생활방범,3,044-300-2454,36.674537,127.206393,2024-05-31
세종특별자치시,세종특별자치시 전의면 동교산수골길 34,생활방범,3,044-300-2454,36.682845,127.206436,2024-05-31
세종특별자치시,세종특별자치시 전의면 내서길 13,생활방범,1,044-300-2454,36.687966,127.191738,2024-05-31
세종특별자치시,세종특별자치시 전의면 영당리 86-1,차량방범,3,044-300-2454,36.654843,127.187283,2024-05-31
세종특별자치시,세종특별자치시 전의면 신방리 95-1,생활방범,3,044-300-2454,36.675981,127.206469,2024-05-31
세종특별자치시,세종특별자치시 전의면 동교리 157-23,생활방범,2,044-300-2454,36.67999,127.208076,2024-05-31
세종특별자치시,세종특별자치시 전의면 읍내리 258-2,생활방범,3,044-300-2454,36.679596,127.201903,2024-05-31
세종특별자치시,세종특별자치시 전의면 읍내리 253-13,생활방범,1,044-300-2454,36.679349,127.203844,2024-05-31
세종특별자치시,세종특별자치시 전의면 양곡리 361-3,생활방범,2,044-300-2454,36.640542,127.177396,2024-05-31
세종특별자치시,세종특별자치시 전의면 다방리 153-1,생활방범,3,044-300-2454,36.603987,127.186347,2024-05-31
세종특별자치시,세종특별자치시 전의면 동교동촌2길 2-4,생활방범,3,044-300-2454,36.681931,127.204434,2024-05-31
세종특별자치시,세종특별자치시 전의면 원성리 8-5,생활방범,4,044-300-2454,36.676142,127.199383,2024-05-31
세종특별자치시,세종특별자치시 전의면 동교동촌2길 2-4,생활방범,4,044-300-2454,36.67176,127.216685,2024-05-31
세종특별자치시,세종특별자치시 전의면 금사리 120-3,생활방범,3,044-300-2454,36.60859,127.172274,2024-05-31
세종특별자치시,세종특별자치시 전의면 읍내리 98-12,생활방범,2,044-300-2454,36.681357,127.196406,2024-05-31
세종특별자치시,세종특별자치시 전의면 읍내리 218-2,생활방범,3,044-300-2454,36.679173,127.205202,2024-05-31
세종특별자치시,세종특별자치시 전의면 동교리 200-1,생활방범,1,044-300-2454,36.679813,127.205792,2024-05-31
세종특별자치시,세종특별자치시 전의면 신정리 615,생활방범,1,044-300-2454,36.7028,127.217595,2024-05-31
세종특별자치시,세종특별자치시 전의면 읍내리 192-1,생활방범,2,044-300-2454,36.680319,127.203887,2024-05-31
세종특별자치시,세종특별자치시 전의면 읍내리 327-4,생활방범,3,044-300-2454,36.679103,127.195819,2024-05-31
세종특별자치시,세종특별자치시 전의면 유천리 843-34,생활방범,3,044-300-2454,36.679509,127.176124,2024-05-31
세종특별자치시,세종특별자치시 전의면 생송1길 31,생활방범,2,044-300-2454,36.662101,127.187951,2024-05-31
세종특별자치시,세종특별자치시 전의면 노곡리 348,생활방범,1,044-300-2454,36.700458,127.234641,2024-05-31
세종특별자치시,세종특별자치시 전의면 북암천길 41,생활방범,3,044-300-2454,36.682364,127.203051,2024-05-31
세종특별자치시,세종특별자치시 전의면 동교리 193-1,생활방범,3,044-300-2454,36.679609,127.207114,2024-05-31
세종특별자치시,세종특별자치시 전의면 신흥리 4-6,생활방범,2,044-300-2454,36.670733,127.195077,2024-05-31
세종특별자치시,세종특별자치시 전의면 금사리 120-4,생활방범,1,044-300-2454,36.609671,127.172146,2024-05-31
세종특별자치시,세종특별자치시 전의면 양곡리 330-4,생활방범,4,044-300-2454,36.639476,127.176275,2024-05-31
세종특별자치시,세종특별자치시 전의면 달전리 381-8,생활방범,2,044-300-2454,36.627062,127.174465,2024-05-31
세종특별자치시,세종특별자치시 전의면 신정리507-3,생활방범,3,044-300-2454,36.690116,127.209528,2024-05-31
세종특별자치시,세종특별자치시 전의면 운주산로 1204-9,생활방범,4,044-300-2454,36.680928,127.203743,2024-05-31
세종특별자치시,세종특별자치시 전의면 장터길 33,생활방범,3,044-300-2454,36.677986,127.206084,2024-05-31
세종특별자치시,세종특별자치시 전의면 왕의물로 407,생활방범,2,044-300-2454,36.71263,127.211386,2024-05-31
세종특별자치시,세종특별자치시 전의면 유천리 696-1 일원,차량방범,1,044-300-2454,36.681604,127.169959,2024-05-31
세종특별자치시,세종특별자치시 전의면 관정리 154-1,차량방범,1,044-300-2454,36.717517,127.211733,2024-05-31
세종특별자치시,세종특별자치시 전의면 다방리 526,차량방범,4,044-300-2454,36.603411,127.167741,2024-05-31
세종특별자치시,세종특별자치시 전동면 송성리 368-3,생활방범,3,044-300-2454,36.649522,127.213778,2024-05-31
세종특별자치시,세종특별자치시 전동면 송정리 240-1,생활방범,4,044-300-2454,36.626038,127.236248,2024-05-31
세종특별자치시,세종특별자치시 전동면 노장리 614-2,생활방범,3,044-300-2454,36.655078,127.26633,2024-05-31
세종특별자치시,세종특별자치시 전동면 청송리 163-2,생활방범,3,044-300-2454,36.664067,127.255361,2024-05-31
세종특별자치시,세종특별자치시 전동면 송곡리 178-1,생활방범,3,044-300-2454,36.6306,127.2659,2024-05-31
세종특별자치시,세종특별자치시 전동면 운주산로 362,생활방범,1,044-300-2454,36.653857,127.266346,2024-05-31
세종특별자치시,세종특별자치시 전동면 하노장4길 9,생활방범,2,044-300-2454,36.65562,127.265046,2024-05-31
세종특별자치시,세종특별자치시 전동면 미곡리 528,생활방범,3,044-300-2454,36.683042,127.217695,2024-05-31
세종특별자치시,세종특별자치시 전동면 송성리 50-1,생활방범,4,044-300-2454,36.662542,127.214183,2024-05-31
세종특별자치시,세종특별자치시 전동면 송정리 50-2,생활방범,3,044-300-2454,36.62764,127.248406,2024-05-31
세종특별자치시,세종특별자치시 전동면 청람리 64-1,생활방범,3,044-300-2454,36.658303,127.233009,2024-05-31
세종특별자치시,세종특별자치시 전동면 상노장길 24-8,생활방범,3,044-300-2454,36.670241,127.275002,2024-05-31
세종특별자치시,세종특별자치시 전동면 보덕리 386-6,차량방범,2,044-300-2454,36.632537,127.273334,2024-05-31
세종특별자치시,세종특별자치시 전동면 청송리 456-5,차량방범,1,044-300-2454,36.665652,127.245703,2024-05-31
세종특별자치시,세종특별자치시 전동면 봉대리 108-2,차량방범,1,044-300-2454,36.682746,127.26492,2024-05-31
세종특별자치시,세종특별자치시 전동면 심중리 30-3,차량방범,3,044-300-2454,36.673378,127.301571,2024-05-31
세종특별자치시,세종특별자치시 전동면 보덕리205-11,생활방범,1,044-300-2454,36.639656,127.268957,2024-05-31
세종특별자치시,세종특별자치시 전동면 노장리 606-1,생활방범,1,044-300-2454,36.655969,127.26887,2024-05-31
세종특별자치시,세종특별자치시 전동면 하노장3길 9,생활방범,1,044-300-2454,36.655847,127.266243,2024-05-31
세종특별자치시,세종특별자치시 전동면 심중리 337-3,생활방범,3,044-300-2454,36.649439,127.271417,2024-05-31
세종특별자치시,세종특별자치시 전동면 석곡리 361-6,생활방범,3,044-300-2454,36.658739,127.256021,2024-05-31
세종특별자치시,세종특별자치시 전동면 미곡리 219-10,생활방범,3,044-300-2454,36.664602,127.219609,2024-05-31
세종특별자치시,세종특별자치시 전동면 능골길 11-1,생활방범,4,044-300-2454,36.630544,127.25636,2024-05-31
세종특별자치시,세종특별자치시 전동면 심중리 351-2,생활방범,3,044-300-2454,36.644078,127.276415,2024-05-31
세종특별자치시,세종특별자치시 전동면 미곡리 118-3,생활방범,3,044-300-2454,36.670578,127.224681,2024-05-31
세종특별자치시,세종특별자치시 전동면 노장리 708-4,생활방범,3,044-300-2454,36.655247,127.264358,2024-05-31
세종특별자치시,세종특별자치시 전동면 노장리 588-7,생활방범,1,044-300-2454,36.655589,127.267214,2024-05-31
세종특별자치시,세종특별자치시 전동면 청송리 556-2,생활방범,3,044-300-2454,36.661699,127.257264,2024-05-31
세종특별자치시,세종특별자치시 전동면 금이로 184,생활방범,2,044-300-2454,36.630762,127.269569,2024-05-31
세종특별자치시,세종특별자치시 전동면 송정리 311,생활방범,2,044-300-2454,36.625065,127.232756,2024-05-31
세종특별자치시,세종특별자치시 전동면 송성길 166,생활방범,2,044-300-2454,36.638001,127.217282,2024-05-31
세종특별자치시,세종특별자치시 전동면 노장리 687-24,생활방범,2,044-300-2454,36.664111,127.274044,2024-05-31
세종특별자치시,세종특별자치시 장군면 금암리 230-9,생활방범,3,044-300-2454,36.4549,127.21208,2024-05-31
세종특별자치시,세종특별자치시 장군면 금암리 622,생활방범,3,044-300-2454,36.45546,127.21169,2024-05-31
