시설명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,전화번호,설치년도,설치목적,데이터기준일자,제공기관코드,제공기관명
연산9동배수펌프장,부산광역시,연제구,부산광역시 연제구 온천천남로 110,부산광역시 연제구 연산동 388-1,35.19075907,129.1006281,051-665-5042,2011.0,내수배제,2024-07-29,3370000,부산광역시 연제구
정보화지하차도배수펌프장,부산광역시,연제구,부산광역시 연제구 연산동 2180,부산광역시 연제구 연산동 2180,35.1831799554,129.1148835075,051-665-5042,2007.0,내수배제,2024-07-29,3370000,부산광역시 연제구
삼봉배수펌프장,충청남도,홍성군,,충청남도 홍성군 광천읍 광천리 378-3,36.4984790253,126.6261406787,,2007.0,배수펌프장은 우기시 가동되어 국민의 생명과 재산을 보호하는 중요한 방재시설물,2024-07-25,4600000,충청남도 홍성군
상촌배수펌프장,충청남도,홍성군,,충청남도 홍성군 갈산면 상촌리 174-58,36.6024967209,126.551229922,,2009.0,배수펌프장은 우기시 가동되어 국민의 생명과 재산을 보호하는 중요한 방재시설물,2024-07-25,4600000,충청남도 홍성군
옥계배수펌프장,충청남도,홍성군,,충청남도 홍성군 장곡면 옥계리 28-15,36.4879204689,126.7436726905,,2017.0,배수펌프장은 우기시 가동되어 국민의 생명과 재산을 보호하는 중요한 방재시설물,2024-07-25,4600000,충청남도 홍성군
덕천빗물배수펌프장,경기도,안양시,경기도 안양시 만안구 안양천서로 190,경기도 안양시 만안구 안양동 250번지,37.3889322516,126.941005319,,2000.0,침수예방,2024-07-01,3830000,경기도 안양시
덕천빗물배수펌프장(전기동),경기도,안양시,경기도 안양시 만안구 안양천서로 190,경기도 안양시 만안구 안양동 250번지,37.3889322516,126.941005319,,2022.0,침수예방,2024-07-01,3830000,경기도 안양시
연현빗물배수펌프장,경기도,안양시,"경기도 안양시 만안구 연현로 128,(석수동)",경기도 안양시 만안구 석수동 358-2번지,37.435656,126.9017481624,,2000.0,침수예방,2024-07-01,3830000,경기도 안양시
박달빗물배수펌프장,경기도,안양시,경기도 안양시 만안구 양화로135번길 88,경기도 안양시 만안구 박달동 838-7번지,37.405076,126.9046522823,,2003.0,침수예방,2024-07-01,3830000,경기도 안양시
석수빗물배수펌프시설,경기도,안양시,,경기도 안양시 만안구 석수동 438-2,37.4304979251,126.898947,,2018.0,침수예방,2024-07-01,3830000,경기도 안양시
비산빗물펌프장,경기도,안양시,,경기도 안양시 동안구 비산동1116번지,37.396132,126.9405601,,2000.0,도시침수방지용,2024-07-01,3830000,경기도 안양시
가평배수펌프장,경기도,가평군,경기도 가평군 가평읍 가평제방길 97,경기도 가평군 가평읍 대곡리 11,37.8240774817,127.517831,,1995.0,도시침수방지,2024-07-25,4160000,경기도 가평군
청평배수펌프장,경기도,가평군,경기도 가평군 청평면 강변로 17,경기도 가평군 청평면 청평리 619-39,37.7347729479,127.414468977,,1997.0,도시침수방지,2024-07-25,4160000,경기도 가평군
도청교 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 침산동 22-109,35.8877346444,128.5991758626,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
성북교 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 침산동 1662-20,35.8911077086,128.5946132917,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
침산교 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 침산동 663-8,35.8992083263,128.5930070097,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
대구역 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 칠성동2가 302-329,35.876195301,128.6002329602,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
원대 지하차도 배수펌프장,대구광역시,북구,,대구광역시 중구 고성동2가 127-1,35.879248,128.580595,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
칠성 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 칠성동2가 302-99,35.8750799232,128.600999635,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
매천 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 매천동 370,35.9039285779,128.5445190685,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
칠곡 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 태전동 940,35.9325261941,128.547992,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
무태 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 서변동 1282-6,35.9139559611,128.6001705199,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
고촌 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 서변동 1254-1,35.9152101174,128.5977955249,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
서변 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 서변동 1801,35.9215195129,128.5994927811,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
태평 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 고성동1가1,35.8777557471,128.5887791768,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
문림 배수장,경상남도,합천군,,경상남도 합천군 율곡면 문림리 380-1,35.56801089,128.1968142,,1989.0,침수방지,2024-07-25,5480000,경상남도 합천군
두사 배수장,경상남도,합천군,,경상남도 합천군 율곡면 두사리 25-3,35.59969954,128.2276504,,2023.0,침수방지,2024-07-25,5480000,경상남도 합천군
북동 배수장,경상남도,합천군,경상남도 합천군 덕곡면 율지포두길 300-11,,35.64147616,128.3522335,,2004.0,침수방지,2024-07-25,5480000,경상남도 합천군
적포 배수장,경상남도,합천군,경상남도 합천군 청덕면 동부로 2117-10,,35.55849348,128.3492862,,2001.0,침수방지,2024-07-25,5480000,경상남도 합천군
양평배수장,전라남도,영광군,,전라남도 영광군 영광읍 양평리 60,35.3130783882,126.512966,061-350-5283,2016.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
외삼학 배수장,경상남도,합천군,,경상남도 합천군 청덕면 삼학리 48-6,35.5784885,128.3558963,,2007.0,침수방지,2024-07-25,5480000,경상남도 합천군
덕연 배수장,경상남도,합천군,,경상남도 합천군 청덕면 미곡리 314,35.57528868,128.3383559,,2007.0,침수방지,2024-07-25,5480000,경상남도 합천군
광암 배수장,경상남도,합천군,경상남도 합천군 청덕면 앙진길 288-38,,35.51359115,128.368194,,2001.0,침수방지,2024-07-25,5480000,경상남도 합천군
대목 간이배수장,경상남도,합천군,,경상남도 합천군 대양면 대목리 433-3,35.52398249,128.1684657,,2004.0,침수방지,2024-07-25,5480000,경상남도 합천군
외촌 간이배수장,경상남도,합천군,,경상남도 합천군 쌍책면 성산리 272,35.57862413,128.2876506,,2010.0,침수방지,2024-07-25,5480000,경상남도 합천군
덕곡 상시배수장,경상남도,합천군,,경상남도 합천군 덕곡면 율지리 314-3,35.61661458,128.3488211,,2012.0,침수방지,2024-07-25,5480000,경상남도 합천군
병배 배수장,경상남도,합천군,,경상남도 합천군 덕곡면 병배리 71,35.61871662,128.3456406,,2014.0,침수방지,2024-07-25,5480000,경상남도 합천군
외토 배수장,경상남도,합천군,,경상남도 합천군 삼가면 외토리 1218-1,35.36911686,128.0894677,,2014.0,침수방지,2024-07-25,5480000,경상남도 합천군
외토2 배수장,경상남도,합천군,,경상남도 합천군 삼가면 외토리 1351-5,35.37069685,128.0815154,,2022.0,침수방지,2024-07-25,5480000,경상남도 합천군
토동 배수장,경상남도,합천군,,경상남도 합천군 삼가면 외토리 580,35.38732414,128.1019047,,2021.0,침수방지,2024-07-25,5480000,경상남도 합천군
용계 간이배수장,경상남도,합천군,,경상남도 합천군 삼가면 학리 1343,35.38721105,128.093003,,2016.0,침수방지,2024-07-25,5480000,경상남도 합천군
세안골뜰간이배수장,경상남도,합천군,,경상남도 합천군 대병면 성리 1373-3,35.51681005,128.0525753,,2020.0,침수방지,2024-07-25,5480000,경상남도 합천군
해곡배수장,경상남도,합천군,경상남도 합천군 용주면 해곡길 52,,35.53424658,128.1221576,,2021.0,침수방지,2024-07-25,5480000,경상남도 합천군
노리배수장,경상남도,합천군,경상남도 합천군 용주면 노리팔산길 52-31,,35.52363775,128.1189342,,2021.0,침수방지,2024-07-25,5480000,경상남도 합천군
장호배수장,전라남도,영광군,,전라남도 영광군 군서면 만금리 658-1,35.254719,126.462887,061-350-5283,1996.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
구수배수장,전라남도,영광군,,전라남도 영광군 백수읍 구수리 852-6,35.3429504125,126.4371843839,061-350-5283,1997.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
창포배수장,전라남도,영광군,,전라남도 영광군 영광읍 송림리 1093-1,35.3069217921,126.4692438365,061-350-5283,1997.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
장산배수장,전라남도,영광군,,전라남도 영광군 백수읍 장산리 910-10,35.3103678098,126.4701279681,061-350-5283,1999.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
칠성동배수장,전라남도,영광군,,전라남도 영광군 영광읍 덕호리 1307,35.3133983296,126.469836845,061-350-5283,1999.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
월계배수장,전라남도,영광군,,전라남도 영광군 법성면 월산리 558-1,35.3319408651,126.503131,061-350-5283,2000.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
구평배수장,전라남도,영광군,,전라남도 영광군 영광읍 와룡리 1170-1,35.3356134164,126.5102646428,061-350-5283,2000.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
신월배수장,전라남도,영광군,,전라남도 영광군 영광읍 양평리 535-4,35.3177231211,126.5033806979,061-350-5283,2001.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
와전배수장,전라남도,영광군,,전라남도 영광군 영광읍 와룡리 1031-3,35.324528346,126.496732,061-350-5283,2001.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
와룡1배수장,전라남도,영광군,,전라남도 영광군 영광읍 와룡리 1094-12,35.3263179048,126.4984933124,061-350-5283,2001.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
진량배수장,전라남도,영광군,,전라남도 영광군 법성면 신장리 895-10,35.3298905132,126.4776018976,061-350-5283,2001.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
부귀동배수장,전라남도,영광군,,전라남도 영광군 법성면 신장리 924-10,35.3292280964,126.4856053583,061-350-5283,2001.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
와룡2배수장,전라남도,영광군,,전라남도 영광군 영광읍 와룡리 1078-1,35.3315257805,126.5047726298,061-350-5283,2002.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
상둔배수장,전라남도,영광군,,전라남도 영광군 백수읍 장산리 649-1,35.3233563001,126.4555300987,061-350-5283,2002.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
월계2배수장,전라남도,영광군,,전라남도 영광군 법성면 월산리 866,35.3350113173,126.5062663755,061-350-5283,2002.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
지안일배수장,전라남도,영광군,전라남도 영광군 법성면 신장길 57,전라남도 영광군 법성면 덕흥리 285-11,35.328439,126.4743522,061-350-5283,2000.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
장산1배수장,전라남도,영광군,,전라남도 영광군 백수읍 장산리 891-8,35.3173948098,126.460376305,061-350-5283,2006.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
야월배수장,전라남도,영광군,,전라남도 영광군 염산면 야월리 272-50,35.236239,126.3235307558,061-350-5283,2019.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
입암배수장,전라남도,영광군,,전라남도 영광군 법성면 입암리 16-5,35.3272929823,126.4577516788,061-350-5283,2001.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
장산2배수장,전라남도,영광군,,전라남도 영광군 영광읍 덕호리 1286-1,35.321581735,126.4587002203,061-350-5283,2006.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
두우배수장,전라남도,영광군,전라남도 영광군 염산면 칠산로9길 28,전라남도 영광군 염산면 두우리 888-97,35.2301612586,126.3005715983,061-350-5283,2015.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
덕흥배수장,전라남도,영광군,,전라남도 영광군 법성면 덕흥리 626-16,35.327711,126.4734055394,061-350-5283,2021.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
진량2배수장,전라남도,영광군,,전라남도 영광군 법성면 신장리 956-1,35.3291546768,126.477231,061-350-5283,2023.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
월계3배수장,전라남도,영광군,,전라남도 영광군 법성면 신장리 10,35.331927,126.5002928194,061-350-5283,2024.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
정관평배수장,전라남도,영광군,,전라남도 영광군 백수읍 길용리 2-36,35.329952522,126.444429766,061-350-5283,2024.0,논경지 침수피해 방지,2024-08-14,4970000,전라남도 영광군
동천1 배수펌프장,부산광역시,남구,부산광역시 남구 전포대로 91번길47,부산광역시 남구 문현동 751,35.144303,129.064241,051-607-4676,2001.0,침수예방,2024-08-13,3310000,부산광역시 남구
동천2 배수펌프장,부산광역시,남구,부산광역시 남구 남동천로 8-2,부산광역시 남구 문현동 810-2,35.137728,129.066667,051-607-4676,2009.0,침수예방,2024-08-13,3310000,부산광역시 남구
동천3 배수펌프장,부산광역시,남구,,부산광역시 남구 문현동 967-4,35.1337080707,129.0669927875,051-607-4676,2021.0,침수예방,2024-08-13,3310000,부산광역시 남구
송선마을 배수펌프장,부산광역시,남구,부산광역시 남구 신선로 514,부산광역시 남구 대연동 627-41,35.129162,129.105155,051-607-4676,2012.0,침수예방,2024-08-13,3310000,부산광역시 남구
용호 배수펌프장,부산광역시,남구,부산광역시 남구 이기대공원로 7,부산광역시 남구 용호동 36-7,35.124561,129.113486,051-607-4676,2012.0,침수예방,2024-08-13,3310000,부산광역시 남구
삼성시장 배수펌프장,부산광역시,남구,,부산광역시 남구 용호동 265-1,35.1235699044,129.1103525955,051-607-4676,2015.0,침수예방,2024-08-13,3310000,부산광역시 남구
용호중학교우수저류지,부산광역시,남구,부산광역시 남구 동명로 185-17,부산광역시 남구 용호동 512,35.11934251,129.1169769,051-607-4676,2014.0,침수예방,2024-08-13,3310000,부산광역시 남구
백세교 우수저류지,부산광역시,남구,,부산광역시 남구 용호동 869,35.113884,129.1163928844,051-607-4676,2016.0,침수예방,2024-08-13,3310000,부산광역시 남구
대남지하차도 배수펌프장,부산광역시,남구,부산광역시 남구 수영로 366번길,,35.138526,129.106292,051-607-4676,1996.0,침수예방,2024-08-13,3310000,부산광역시 남구
문현지하차도 배수펌프장,부산광역시,남구,,부산광역시 남구 문현동 682,35.1414515794,129.0671298329,051-607-4676,1980.0,침수예방,2024-08-13,3310000,부산광역시 남구
구암배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 외산4길 10,전북특별자치도 군산시 구암동 601-119,35.9871991198,126.741201,063-454-3875,2013.0,우수배제,2024-08-13,4671000,전북특별자치도 군산시
중동2배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 해망로 132-12,전북특별자치도 군산시 금암동 292-41,35.987401,126.7228840308,063-454-3875,2015.0,우수배제,2024-08-13,4671000,전북특별자치도 군산시
경포배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 경포천서길 61,전북특별자치도 군산시 경암동 609-117,35.9790833676,126.725801,063-454-3875,1999.0,우수배제,2024-08-13,4671000,전북특별자치도 군산시
내항배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 내항2길 45,전북특별자치도 군산시 장미동 1-72,35.991033943,126.7133696291,063-454-3875,2017.0,우수배제,2024-08-13,4671000,전북특별자치도 군산시
소룡배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 해망로 546-8,전북특별자치도 군산시 소룡동 1524-29,35.9831273348,126.6833955471,063-454-3875,2018.0,우수배제,2024-08-13,4671000,전북특별자치도 군산시
중동1배수펌프장,전북특별자치도,군산시,,전북특별자치도 군산시 금암동 273-17,35.984579712,126.7273048706,063-454-3875,2018.0,우수배제,2024-08-13,4671000,전북특별자치도 군산시
미장1배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 경포천로 88,전북특별자치도 군산시 미장동 484-2,35.9670874883,126.7238789826,063-454-3875,2016.0,우수배제,2024-08-13,4671000,전북특별자치도 군산시
미장2배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 공단대로 146,전북특별자치도 군산시 미장동 542-2,35.959901,126.7255734175,063-454-3875,2016.0,우수배제,2024-08-13,4671000,전북특별자치도 군산시
갈산배수펌프장,경기도,이천시,경기도 이천시 황무로 1081-200 (갈산동),경기도 이천시 갈산동 7-7,37.2920568571,127.4749162818,,2004.0,농경침수방지용,2024-08-05,4070000,경기도 이천시
구시배수펌프장,경기도,이천시,경기도 이천시 대월면 대장로 616-7 (구시리),경기도 이천시 대월면 구시리 26-2,37.2159360247,127.5134268782,,2012.0,농경침수방지용,2024-08-05,4070000,경기도 이천시
노탑배수펌프장,경기도,이천시,경기도 이천시 장호원읍 장여로37번길 4 (노탑리),경기도 이천시 장호원읍 노탑리 834,37.1210282843,127.6309374466,,1998.0,도시침수방지용,2024-08-05,4070000,경기도 이천시
오남배수펌프장,경기도,이천시,경기도 이천시 장호원읍 장터로 80 (장호원리),경기도 이천시 장호원읍 장호원리 80-5,37.1155161458,127.6338203161,,1996.0,도시침수방지용,2024-08-05,4070000,경기도 이천시
제요배수펌프장,경기도,이천시,경기도 이천시 설성면 진상미로 117-300 (제요리),경기도 이천시 설성면 제요리 640-4,37.1013650944,127.5567413382,,2001.0,농경침수방지용,2024-08-05,4070000,경기도 이천시
주미배수펌프장,경기도,이천시,경기도 이천시 호법면 이섭대천로572번길 180-39 (주미리),경기도 이천시 호법면 주미리 100-4,37.2289713042,127.4410107886,,2005.0,농경침수방지용,2024-08-05,4070000,경기도 이천시
단월배수펌프장,경기도,이천시,경기도 이천시 진상미로 2083-372(단월동),경기도 이천시 단월동 224,37.2326969491,127.4456975556,,2019.0,농경침수방지용,2024-08-05,4070000,경기도 이천시
포평배수장,충청남도,금산군,,충청남도 금산군 제원면 저곡리 378-2,36.1165534186,127.5601557959,,2023.0,저곡리 농경지 침수예방을 위한 배수펌프장,2024-08-13,4550000,충청남도 금산군
전민동 청버들 배수펌프장,대전광역시,유성구,,대전광역시 유성구 전민동 108-2,36.4090346629,127.413945,042-611-2329,2017.0,침수방지,2024-08-13,3670000,대전광역시 유성구
신림빗물펌프장,서울특별시,관악구,서울특별시 관악구 신사로 46,,37.4847706,126.9082702652,,,침수방지,2024-08-08,3200000,서울특별시 관악구
신림2빗물펌프장,서울특별시,관악구,서울특별시 관악구 신사로 139,,37.48936355,126.9173004735,,,침수방지,2024-08-08,3200000,서울특별시 관악구
신림5빗물펌프장,서울특별시,관악구,서울특별시 관악구 관천로 126,,37.4894970511,126.9196830177,,,침수방지,2024-08-08,3200000,서울특별시 관악구
내동빗물펌프장,경기도,부천시,,경기도 부천시 오정구 내동 378-1,37.52378228,126.7774535,,2005.0,침수방지,2024-08-01,3860000,경기도 부천시
베르네천 우수저류시설,경기도,부천시,경기도 부천시 오정구 성오로 1,경기도 부천시 오정구 여월동 321,37.51430878,126.8045264,,2015.0,침수방지,2024-08-01,3860000,경기도 부천시
삼정빗물펌프장,경기도,부천시,,경기도 부천시 오정구 삼정동 88-27,37.52325349,126.7693057,,2007.0,침수방지,2024-08-01,3860000,경기도 부천시
소사우수조정지,경기도,부천시,경기도 부천시 소사구 소삼로36번길 16,경기도 부천시 소사구 소사본동 138-4,37.47765816,126.7967783,,2002.0,침수방지,2024-08-01,3860000,경기도 부천시
오정빗물펌프장,경기도,부천시,,경기도 부천시 오정구 오정동 782,37.52902295,126.7964999961,,2016.0,침수방지,2024-08-01,3860000,경기도 부천시
영주지구 우수펌프장,경상북도,영주시,,경상북도 영주시 영주동 470-319,36.81968285,128.6210102,,,호우로 인한 빗물 배수 목적,2024-08-09,5090000,경상북도 영주시
하망지구 우수펌프장,경상북도,영주시,,경상북도 영주시 하망동 324-2,36.82548976,128.6264816,,,호우로 인한 빗물 배수 목적,2024-08-09,5090000,경상북도 영주시
대봉교 지하차도 배수펌프장,대구광역시,남구,,대구광역시 남구 이천동 121-374,35.8537046628,128.6071361,053-664-2882,1993.0,침수방지,2024-08-09,3440000,대구광역시 남구
희망교 지하차도 배수펌프장,대구광역시,남구,,대구광역시 남구 이천동 655-144,35.8499131234,128.6074215674,053-664-2882,1993.0,침수방지,2024-08-09,3440000,대구광역시 남구
중동교 지하차도 배수펌프장,대구광역시,남구,,대구광역시 남구 봉덕동 883-27,35.84079716,128.6061321282,053-664-2882,1993.0,침수방지,2024-08-09,3440000,대구광역시 남구
하신,부산광역시,강서구,부산광역시 강서구 명지오션시티13로 5,부산광역시 강서구 명지동 3300-1,35.08970006,128.8968234,,,침수방지,2024-08-09,3360000,부산광역시 강서구
명지,부산광역시,강서구,부산광역시 강서구 명지오션시티1로 328,부산광역시 강서구 명지동 3308-2,35.0876432,128.9127939,,,침수방지,2024-08-09,3360000,부산광역시 강서구
방근,부산광역시,강서구,부산광역시 강서구 녹산산업북로221번길 17,부산광역시 강서구 송정동 1692,35.0995121,128.8486163,,,침수방지,2024-08-09,3360000,부산광역시 강서구
송정,부산광역시,강서구,부산광역시 강서구 가락대로 227,부산광역시 강서구 송정동 1437-45,35.10449592,128.839761,,,침수방지,2024-08-09,3360000,부산광역시 강서구
신포,부산광역시,강서구,부산광역시 강서구 영강길 20,부산광역시 강서구 명지동 1451-2,35.1076801,128.929457,,,침수방지,2024-08-09,3360000,부산광역시 강서구
대저,부산광역시,강서구,부산광역시 강서구 경전철로 109,부산광역시 강서구 대저2동 1368,35.1891507,128.9592742,,,침수방지,2024-08-09,3360000,부산광역시 강서구
맥도,부산광역시,강서구,부산광역시 강서구 공항로533번길 1,부산광역시 강서구 대저2동 3250,35.1545308,128.9543561,,,침수방지,2024-08-09,3360000,부산광역시 강서구
녹산,부산광역시,강서구,부산광역시 강서구 낙동남로 791,부산광역시 강서구 녹산동 1273-142,35.1202978,128.8999131,,,침수방지,2024-08-09,3360000,부산광역시 강서구
본녹산,부산광역시,강서구,부산광역시 강서구 화전산업대로 232,부산광역시 강서구 녹산동 193-7,35.1096948,128.8892546,,,침수방지,2024-08-09,3360000,부산광역시 강서구
식만,부산광역시,강서구,부산광역시 강서구 식만로 131,부산광역시 강서구 식만동 770-6,35.2061666,128.9070442,,,침수방지,2024-08-09,3360000,부산광역시 강서구
동방,부산광역시,강서구,부산광역시 강서구 유통단지1로 7,부산광역시 강서구 대저2동 3153-4,35.1681951,128.9590276,,,침수방지,2024-08-09,3360000,부산광역시 강서구
성산,부산광역시,강서구,부산광역시 강서구 생곡로 56-1,부산광역시 강서구 녹산동 5-207,35.12527652,128.8991236,,,침수방지,2024-08-09,3360000,부산광역시 강서구
중덕,부산광역시,강서구,부산광역시 강서구 제도로1041번길 206,부산광역시 강서구 강동동 856-5,35.2082617,128.9196538,,,침수방지,2024-08-09,3360000,부산광역시 강서구
상덕,부산광역시,강서구,부산광역시 강서구 상덕로49번길 45-38,부산광역시 강서구 강동동 2066-2,35.19439299,128.906115,,,침수방지,2024-08-09,3360000,부산광역시 강서구
사덕상리,부산광역시,강서구,부산광역시 강서구 대저로274번길 28,부산광역시 강서구 대저1동 2300-4,35.2114803,128.9815251141,,,침수방지,2024-08-09,3360000,부산광역시 강서구
작지,부산광역시,강서구,부산광역시 강서구 공항로393번길 4,부산광역시 강서구 대저2동 5124-2,35.1436126,128.9499484,,,침수방지,2024-08-09,3360000,부산광역시 강서구
성산마을,부산광역시,강서구,부산광역시 강서구 낙동남로682번가길 31,부산광역시 강서구 녹산동 53-1,35.12056459,128.8937174,,,침수방지,2024-08-09,3360000,부산광역시 강서구
범방,부산광역시,강서구,부산광역시 강서구 범방4로 94,부산광역시 강서구 범방동 1890,35.1510128,128.8859512,,,침수방지,2024-08-09,3360000,부산광역시 강서구
명지동진,부산광역시,강서구,부산광역시 강서구 명지국제11로 85,부산광역시 강서구 명지동 3525-1,35.1042217,128.9279024,,,침수방지,2024-08-09,3360000,부산광역시 강서구
사덕,부산광역시,강서구,부산광역시 강서구 공항로 1246,,35.2098508,128.9845591,,,침수방지,2024-08-09,3360000,부산광역시 강서구
신덕,부산광역시,강서구,부산광역시 강서구 체육공원로6번길 28,부산광역시 강서구 대저1동 2785-1,35.2047869951,128.9753728,,,침수방지,2024-08-09,3360000,부산광역시 강서구
덕두,부산광역시,강서구,부산광역시 강서구 공항로811번가길 34,부산광역시 강서구 대저2동 2009-1,35.1782098,128.9565564,,,침수방지,2024-08-09,3360000,부산광역시 강서구
청천 배수장,경상남도,김해시,,경상남도 김해시 진영읍 전리 144-9,35.29844174,128.7392014,055-330-0878,2003.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
효동 배수장,경상남도,김해시,,경상남도 김해시 진영읍 설창리 289-5,35.30287521,128.7739442,055-330-0878,1984.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
본산 양배수장,경상남도,김해시,,경상남도 김해시 한림면 가산리 303-2,35.3291546728,128.7507599535,055-330-0878,1993.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
용성 양배수장,경상남도,김해시,,경상남도 김해시 진영읍 본산리 622-2,35.3208428,128.7433869,055-330-0878,2000.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
고모 배수장,경상남도,김해시,,경상남도 김해시 진례면 담안리 245-1,35.26470968,128.7626559,055-330-0878,2017.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
모정 배수장,경상남도,김해시,,경상남도 김해시 한림면 금곡리 971-12,35.34977783,128.8078384,055-330-0878,1993.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
양지 배수장,경상남도,김해시,,경상남도 김해시 생림면 도요리 590-2,35.2997179719,128.8767666632,055-330-0878,2008.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
매리 배수장,경상남도,김해시,,경상남도 김해시 상동면 매리 1234,35.3178198,128.9552508,055-330-0878,2012.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
대감 배수장,경상남도,김해시,,경상남도 김해시 상동면 매리 산86-3,35.3184420355,128.948177607,055-330-0878,1976.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
새들재 배수장,경상남도,김해시,,경상남도 김해시 상동면 매리 1246,35.31988957,128.961357,055-330-0878,2012.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
여차 배수장,경상남도,김해시,,경상남도 김해시 상동면 여차리 1560,35.36119096,128.8993475,055-330-0878,2012.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
용덕 배수장,경상남도,김해시,,경상남도 김해시 주촌면 천곡리 1230-8,35.22344954,128.8418329,055-330-0878,2006.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
봉암 배수장,경상남도,김해시,,경상남도 김해시 상동면 대감리 1375,35.3159998234,128.9405374,055-330-0878,2021.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
안하2 배수장,경상남도,김해시,,경상남도 김해시 한림면 안하리 769-6,35.30674415,128.8236404,055-330-0878,2021.0,수리시설(양배수) 유지관리,2024-08-08,5350000,경상남도 김해시
안동배수펌프장,경상남도,김해시,,경상남도 김해시 불암동 264-1,35.22021029,128.9223294556,055-330-4867,2009.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
