파일명,컬럼명,null 수,범주값 길이(고정/가변),상이값 수,유일값 수,최빈값(mode),값 중복도 평균,최댓값,최솟값,평균(mean),중앙값(median),1분위수(1Q),3분위수(3Q),IQR,분산(variance),표준편차(standard deviation),범위(range),왜도(skewness),첨도(kurtosis)
110_의료분쟁 조정분석 현황(2015.6.1.)..csv,처리결과내용,0,가변,90,90," 부조정결정당사자들이 감정결과를 확인한 다음, 조정부가 양 당사자에게 조정에 관한 의사를 타진하였는바, 피신청인은 금전지급이나 다른 어떤 조건으로 합의할 의사가 없음을 거듭 밝혔고, 앞서 검토한 바와 같이 피신청인의 손해배상책임이 인정되지 않는 상황에서 적절한 합의방안의 제시가 사실상 불가능하므로, 양 당사자에게 그러한 사정을 설명하고 조정하지 아니하는 결정으로 종결하였다.",1.0,,,,,,,,,,,,
111_근로복지공단_소속병원진료현황통계_연도별 건강진단 및 작업환경 측정 현황_20231231.csv,년도,0,,47,47,1977,1.0,2023.0,1977.0,2000.0,2000.0,1988.5,2011.5,23.0,188.0,13.711309200802088,46.0,0.0,-1.2000000000000002
111_근로복지공단_소속병원진료현황통계_연도별 건강진단 및 작업환경 측정 현황_20231231.csv,일반검진(명),0,,47,47,3399,1.0,247829.0,3399.0,127388.6170212766,145260.0,59718.5,182383.5,122665.0,4816356910.3284,69399.97774011458,244430.0,-0.24510658229456583,-1.1885650392141542
111_근로복지공단_소속병원진료현황통계_연도별 건강진단 및 작업환경 측정 현황_20231231.csv,특수검진(명),0,,47,47,8640,1.0,128637.0,8640.0,81900.91489361702,86342.0,70443.0,103716.0,33273.0,971861525.9056431,31174.693677815714,119997.0,-0.9505681196458446,0.4021227452179712
111_근로복지공단_소속병원진료현황통계_연도별 건강진단 및 작업환경 측정 현황_20231231.csv,채용신검(명),0,,47,47,1817,1.0,78630.0,1817.0,39178.55319148936,35635.0,20532.0,58906.0,38374.0,497891815.9047178,22313.489550151447,76813.0,0.12812584134296867,-1.1882883939043416
111_근로복지공단_소속병원진료현황통계_연도별 건강진단 및 작업환경 측정 현황_20231231.csv,보건관리대행(명),0,,36,36,321.0,1.0,70305.0,321.0,58817.36111111111,64147.0,56658.0,67841.5,11183.5,208311530.35158733,14433.001432536037,69984.0,-2.6234096835853236,7.8853889295942565
111_근로복지공단_소속병원진료현황통계_연도별 건강진단 및 작업환경 측정 현황_20231231.csv,작업환경측정(개소),0,,46,46,12.0,1.0,4228.0,12.0,2684.086956521739,3532.0,1726.25,3771.5,2045.25,2153705.147826087,1467.5507309207703,4216.0,-0.889728348921711,-0.8630716546022832
112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,진료년도,0,,1,1,2023,251.0,2023.0,2023.0,2023.0,2023.0,2023.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0
112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,시도,0,고정,17,17,경기,14.764705882352942,,,,,,,,,,,,
112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,시군구,0,가변,250,250,고성군,1.004,,,,,,,,,,,,
112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,환자수,0,,251,251,9264,1.0,3182688.0,9264.0,407857.09163346613,323506.0,69081.0,627747.5,558666.5,166875751532.83542,408504.2858194213,3173424.0,2.1308851702543703,8.91173363719976
112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,명세서청구건수,0,,251,251,62589,1.0,18499074.0,62589.0,3856040.019920319,3367169.0,935974.5,5904870.0,4968895.5,11480570590857.592,3388299.0704566785,18436485.0,1.1756109617062283,1.6083208779078935
112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,입내원일수,0,,251,251,63607,1.0,20105055.0,63607.0,4320838.438247012,3695387.0,999060.5,6697585.0,5698524.5,14014804873807.693,3743635.2484994708,20041448.0,1.1154578389885401,1.4023829802237429
112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,요양급여비용총액,0,,251,251,3139394280,1.0,2846868994070.0,3139394280.0,341498403318.0478,229249441970.0,49083000815.0,502595258640.0,453512257825.0,1.5768318437002125e+23,397093420204.8949,2843729599790.0,2.462438348708613,9.613519752581784
112_건강보험심사평가원_의료기관 시군구별 진료비 통계_20231231.csv,보험자부담금,0,,251,251,2264677180,1.0,2266023538230.0,2264677180.0,262170141304.8207,169411430380.0,37082084545.0,386763866190.0,349681781645.0,9.748956376846226e+22,312233188127.8194,2263758861050.0,2.6062412136166646,10.648596776671326
113_국민건강보험공단_신규 중증(암)등록환자의 암유형별 등록인원 현황_20221231.csv,시도,0,가변,18,18,강원도,29.0,,,,,,,,,,,,
113_국민건강보험공단_신규 중증(암)등록환자의 암유형별 등록인원 현황_20221231.csv,암유형,0,가변,29,29,간암,18.0,,,,,,,,,,,,
113_국민건강보험공단_신규 중증(암)등록환자의 암유형별 등록인원 현황_20221231.csv,등록인원수,0,,411,411,51,1.27007299270073,357397.0,4.0,2782.1570881226053,277.5,97.25,1162.5,1065.25,296534915.7718206,17220.18919094156,357393.0,17.425205648130472,348.72902657467085
113_근로복지공단_산재보험 지정의료기관 현황정보_20231231.csv,의료기관기호,0,,6104,6104,1000001,1.0,1023368.0,1000001.0,1016330.4818152031,1018527.0,1012516.5,1021272.25,8755.75,37271857.1056827,6105.068149143193,23367.0,-0.9460546019801073,-0.18087699436731874
113_근로복지공단_산재보험 지정의료기관 현황정보_20231231.csv,의료기관명,0,가변,5471,5471,서울정형외과의원,1.115700968744288,,,,,,,,,,,,
113_근로복지공단_산재보험 지정의료기관 현황정보_20231231.csv,우편번호,0,,4327,4327,31156,1.4106771435174486,630850.0,1022.0,29176.582077326344,24500.0,12209.0,44965.25,32756.25,713088391.6999649,26703.71494193205,629828.0,9.862047398512463,193.12495293818907
113_근로복지공단_산재보험 지정의료기관 현황정보_20231231.csv,주소,0,가변,6074,6074,경기 광주시 초월읍 경수길 25 ,1.0049390846229833,,,,,,,,,,,,
113_근로복지공단_산재보험 지정의료기관 현황정보_20231231.csv,전화번호,0,가변,5991,5991,02-2039-8171,1.0046736771824403,,,,,,,,,,,,
114_건강보험심사평가원_의료행위별 성별 입원외래별 건강보험 진료 통계_20231231.csv,진료년도,0,,1,1,2023,26614.0,2023.0,2023.0,2023.0,2023.0,2023.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0
114_건강보험심사평가원_의료행위별 성별 입원외래별 건강보험 진료 통계_20231231.csv,성별,0,고정,2,2,여,13307.0,,,,,,,,,,,,
114_건강보험심사평가원_의료행위별 성별 입원외래별 건강보험 진료 통계_20231231.csv,입원외래구분,0,고정,2,2,입원,13307.0,,,,,,,,,,,,
114_건강보험심사평가원_의료행위별 성별 입원외래별 건강보험 진료 통계_20231231.csv,행위코드,0,고정,9109,9109,10100,2.921725765726205,,,,,,,,,,,,
114_건강보험심사평가원_의료행위별 성별 입원외래별 건강보험 진료 통계_20231231.csv,환자수,0,,9190,9190,1,2.895973884657236,22883904.0,1.0,67117.22029758773,250.0,17.0,4270.0,4253.0,261275029918.05627,511150.6919862833,22883903.0,19.32004967952085,555.1828256014797
114_건강보험심사평가원_의료행위별 성별 입원외래별 건강보험 진료 통계_20231231.csv,명세서청구건수,0,,9710,9710,1,2.740885684860968,208424630.0,1.0,162039.30829638537,300.0,20.0,5325.5,5305.5,5121191264411.627,2263004.919219494,208424629.0,53.77043139201115,4004.4889619653504
114_건강보험심사평가원_의료행위별 성별 입원외래별 건강보험 진료 통계_20231231.csv,의료행위총사용량,0,,14934,14934,1.0,1.7821079416097496,228440652.56,0.35,280352.2610406928,420.005,26.0,7653.7625,7627.7625,10561580585347.994,3249858.548513765,228440652.21,33.91160940115815,1646.9396824017508
114_건강보험심사평가원_의료행위별 성별 입원외래별 건강보험 진료 통계_20231231.csv,의료행위청구금액,0,,25943,25943,0,1.0258643950198512,2668240767063.0,0.0,2841437685.555347,36626675.0,2280844.0,397418537.25,395137693.25,9.639167661189231e+20,31047008972.184795,2668240767063.0,53.368094988606984,3714.9017898377474
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,년월,0,고정,3,3,2024-01,23.0,,,,,,,,,,,,
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,구분1,0,고정,2,2,구입,34.5,,,,,,,,,,,,
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,구분2,0,가변,21,21,실제인원,3.2857142857142856,,,,,,,,,,,,
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,계(총계)(명),0,,65,65,0,1.0615384615384615,218508.0,0.0,28903.115942028984,6090.0,1633.0,16532.0,14899.0,2994597127.604007,54722.91227268526,218508.0,2.430771842031111,5.088530446350187
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,일반(총계)(명),0,,65,65,0,1.0615384615384615,93160.0,0.0,12207.840579710144,2830.0,744.0,6344.0,5600.0,543545222.400682,23314.056326617254,93160.0,2.4498761979122325,5.1657712768490045
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,기초(총계)(명),0,,65,65,0,1.0615384615384615,43017.0,0.0,5732.217391304348,1122.0,213.0,4220.0,4007.0,115888300.84910487,10765.142862456813,43017.0,2.399157614983553,4.945839819771506
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,경감(총계)(명),0,,66,66,0,1.0454545454545454,80180.0,0.0,10648.971014492754,2080.0,589.0,6147.0,5558.0,402883977.7638534,20071.96995224568,80180.0,2.4250934960779205,5.068443677418261
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,의료(총계)(명),0,,56,56,0,1.2321428571428572,2414.0,0.0,314.0869565217391,65.0,19.0,195.0,176.0,364471.02173913043,603.7143544252782,2414.0,2.462072635204706,5.175865656821066
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,1등급(일반)(명),0,,56,56,0,1.2321428571428572,8065.0,0.0,907.9710144927536,53.0,21.0,221.0,200.0,4427793.763853367,2104.232345501173,8065.0,2.463349785663092,4.820498146841598
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,2등급(일반)(명),0,,60,60,0,1.15,13665.0,0.0,1610.608695652174,201.0,68.0,352.0,284.0,12847175.329923268,3584.2956532522912,13665.0,2.439772975836987,4.66365186564656
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,3등급(일반)(명),0,,62,62,0,1.1129032258064515,33547.0,0.0,4148.202898550725,770.0,227.0,1752.0,1525.0,71713454.16410911,8468.379665798477,33547.0,2.5168721076061598,5.380273778949536
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,4등급(일반)(명),0,,64,64,0,1.078125,34316.0,0.0,4844.826086956522,1097.0,106.0,3437.0,3331.0,72269393.23401539,8501.140701930264,34316.0,2.3557822052825523,4.931722883927617
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,5등급(일반)(명),0,,60,60,0,1.15,3404.0,0.0,649.4347826086956,288.0,17.0,754.0,737.0,835915.4846547315,914.2841378120543,3404.0,1.82764722919074,2.4824306738132167
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,인지지원(일반)(명),0,,38,38,0,1.8157894736842106,242.0,0.0,46.79710144927536,21.0,1.0,67.0,66.0,3821.899403239557,61.82151246321589,242.0,1.619311582693514,1.9055220281521228
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,1등급(기초)(명),0,,45,45,0,1.5333333333333334,1598.0,0.0,189.81159420289856,15.0,6.0,56.0,50.0,177606.68456947998,421.4340809301972,1598.0,2.4152636475098115,4.540291333244867
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,2등급(기초)(명),0,,59,59,0,1.1694915254237288,3515.0,0.0,430.1014492753623,68.0,30.0,147.0,117.0,857556.0630861038,926.0432295989771,3515.0,2.417186594378131,4.5123981171314504
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,3등급(기초)(명),0,,62,62,0,1.1129032258064515,12848.0,0.0,1608.1014492753623,299.0,66.0,871.0,805.0,10733496.298380222,3276.201504544588,12848.0,2.4624868055787763,5.01788832141609
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,4등급(기초)(명),0,,63,63,0,1.0952380952380953,22487.0,0.0,3028.1014492753625,613.0,72.0,2542.0,2470.0,30969962.91602728,5565.0662993379765,22487.0,2.3805673934988265,5.013907561916942
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,5등급(기초)(명),0,,56,56,0,1.2321428571428572,2515.0,0.0,451.1304347826087,124.0,10.0,650.0,640.0,410438.4680306907,640.6547182614756,2515.0,1.800785111473397,2.8571673697256363
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,인지지원(기초)(명),0,,37,37,0,1.864864864864865,107.0,0.0,24.971014492753625,9.0,0.0,42.0,42.0,886.469735720375,29.773641626787526,107.0,1.0190426241322412,-0.07047167866618986
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,1등급(감경)(명),0,,55,55,0,1.2545454545454546,5010.0,0.0,573.5797101449275,37.0,18.0,164.0,146.0,1719010.5707587386,1311.110434234561,5010.0,2.4539437999761704,4.742123450497764
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,2등급(감경)(명),0,,58,58,0,1.1896551724137931,10188.0,0.0,1222.7391304347825,164.0,69.0,332.0,263.0,7198934.22506394,2683.082970216154,10188.0,2.4314248477211735,4.615757120622896
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,3등급(감경)(명),0,,63,63,0,1.0952380952380953,29051.0,0.0,3619.231884057971,624.0,188.0,1692.0,1504.0,53788068.18073315,7334.034918156113,29051.0,2.4973167116976027,5.277338364410485
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,4등급(감경)(명),0,,66,66,0,1.0454545454545454,32691.0,0.0,4596.202898550725,1047.0,128.0,3420.0,3292.0,65305299.98763853,8081.169469058209,32691.0,2.34232554823054,4.8999335751507465
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,5등급(감경)(명),0,,57,57,0,1.2105263157894737,3215.0,0.0,605.6376811594203,255.0,20.0,730.0,710.0,730818.8815004266,854.8794543679398,3215.0,1.8240956166646722,2.5361098218705695
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,인지지원(감경)(명),0,,38,38,0,1.8157894736842106,145.0,0.0,31.579710144927535,16.0,2.0,44.0,42.0,1647.1589940323968,40.5852065909784,145.0,1.5537281385885247,1.6234242110285253
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,1등급(의료)(명),0,,16,16,0,4.3125,120.0,0.0,14.144927536231885,1.0,0.0,4.0,4.0,990.1257459505532,31.46626361598328,120.0,2.3904795507523073,4.535759881580098
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,2등급(의료)(명),0,,26,26,0,2.6538461538461537,284.0,0.0,32.89855072463768,3.0,1.0,9.0,8.0,5555.68073316283,74.5364389621803,284.0,2.4386741754125145,4.571978238448168
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,3등급(의료)(명),0,,44,44,0,1.5681818181818181,903.0,0.0,112.04347826086956,23.0,6.0,56.0,50.0,52566.21867007674,229.27324019622688,903.0,2.5448509870796934,5.433070641326075
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,4등급(의료)(명),0,,51,51,0,1.3529411764705883,1017.0,0.0,137.07246376811594,28.0,5.0,99.0,94.0,62379.06820119349,249.75801929306192,1017.0,2.394374751966392,5.082554145797627
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,5등급(의료)(명),0,,33,33,0,2.090909090909091,95.0,0.0,16.942028985507246,7.0,0.0,19.0,19.0,572.437766410912,23.925671702397658,95.0,1.8007799384403127,2.6130899914012735
115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,인지지원(의료)(명),0,,6,6,0,11.5,5.0,0.0,0.9855072463768116,0.0,0.0,2.0,2.0,1.6909633418584846,1.3003704633136222,5.0,1.1433286208902027,0.32608841558374824
116_건강보험심사평가원_전문병원 지정 현황_20210101.csv,구분,0,고정,1,1,4기,101.0,,,,,,,,,,,,
116_건강보험심사평가원_전문병원 지정 현황_20210101.csv,지정분야,0,가변,17,17,관절,5.9411764705882355,,,,,,,,,,,,
116_건강보험심사평가원_전문병원 지정 현황_20210101.csv,의료기관명,0,가변,96,96,우리들병원,1.0520833333333333,,,,,,,,,,,,
116_건강보험심사평가원_전문병원 지정 현황_20210101.csv,소재지,0,가변,55,55,경기 부천시,1.8363636363636364,,,,,,,,,,,,
116_건강보험심사평가원_전문병원 지정 현황_20210101.csv,종별,0,가변,4,4,병원,25.25,,,,,,,,,,,,
117_건강보험심사평가원_병원급이상 진료과목별 시도별 진료비 통계_20231231.csv,진료년도,0,,1,1,2023,780.0,2023.0,2023.0,2023.0,2023.0,2023.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0
117_건강보험심사평가원_병원급이상 진료과목별 시도별 진료비 통계_20231231.csv,시도,0,고정,17,17,경기,45.88235294117647,,,,,,,,,,,,
117_건강보험심사평가원_병원급이상 진료과목별 시도별 진료비 통계_20231231.csv,진료과목,0,가변,53,53,가정의학과,14.716981132075471,,,,,,,,,,,,
117_건강보험심사평가원_병원급이상 진료과목별 시도별 진료비 통계_20231231.csv,환자수,0,,718,718,1,1.0863509749303621,3112366.0,1.0,72586.83974358975,8824.0,659.0,52762.25,52103.25,45302496104.37088,212843.83031784333,3112365.0,8.015576752293669,90.12684238844133
117_건강보험심사평가원_병원급이상 진료과목별 시도별 진료비 통계_20231231.csv,명세서청구건수,0,,734,734,1,1.0626702997275204,15424223.0,1.0,264769.42051282054,23997.5,2047.25,186267.5,184220.25,831358618431.5618,911788.6917655657,15424222.0,10.188852669852169,141.00523567531462
117_건강보험심사평가원_병원급이상 진료과목별 시도별 진료비 통계_20231231.csv,입내원일수,0,,741,741,1,1.0526315789473684,20044258.0,0.0,410243.09487179486,31409.5,2856.0,289587.0,286731.0,1650376829621.7498,1284669.930224005,20044258.0,8.970317488336462,112.86345849697565
117_건강보험심사평가원_병원급이상 진료과목별 시도별 진료비 통계_20231231.csv,요양급여비용총액,0,,780,780,8320,1.0,5322454856400.0,8320.0,67922896151.38461,3612867850.0,232404032.5,36690288142.5,36457884110.0,7.436149379279615e+22,272693039501.92084,5322454848080.0,12.475304170648405,207.13441357816203
117_건강보험심사평가원_병원급이상 진료과목별 시도별 진료비 통계_20231231.csv,보험자부담금,0,,780,780,5020,1.0,4372265575130.0,5020.0,53051013517.46154,2529555015.0,164105715.0,28936614157.5,28772508442.5,4.868379446878461e+22,220644044716.3363,4372265570110.0,12.83854030241802,217.61399381991683
118_건강보험심사평가원_의원급 표시과목별 상병 통계_20231231.csv,진료년도,0,,1,1,2023,22445.0,2023.0,2023.0,2023.0,2023.0,2023.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0
118_건강보험심사평가원_의원급 표시과목별 상병 통계_20231231.csv,표시과목,0,가변,26,26,일반의,863.2692307692307,,,,,,,,,,,,
118_건강보험심사평가원_의원급 표시과목별 상병 통계_20231231.csv,주상병코드,0,고정,1664,1664,I10,13.48858173076923,,,,,,,,,,,,
118_건강보험심사평가원_의원급 표시과목별 상병 통계_20231231.csv,환자수,0,,4168,4168,1,5.385076775431862,17878508.0,1.0,12161.060548006237,24.0,3.0,298.0,295.0,29468777662.390617,171664.7245720291,17878507.0,59.46196971887755,5443.843861116805
118_건강보험심사평가원_의원급 표시과목별 상병 통계_20231231.csv,명세서청구건수,0,,5084,5084,1,4.414830841856806,38381266.0,1.0,29713.25012252172,52.0,6.0,622.0,616.0,194180483218.1033,440659.14630029333,38381265.0,49.11600410090057,3395.948129774301
118_건강보험심사평가원_의원급 표시과목별 상병 통계_20231231.csv,입내원일수,0,,5122,5122,1,4.382077313549395,38187593.0,0.0,29845.198930719536,53.0,6.0,638.0,632.0,193730217017.4741,440147.9490097325,38187593.0,48.86919106727436,3361.4246237562793
118_건강보험심사평가원_의원급 표시과목별 상병 통계_20231231.csv,요양급여비용총액,0,,19768,19768,17320,1.1354208822339134,1998816864470.0,0.0,1329236782.6491423,2059210.0,200630.0,26165040.0,25964410.0,4.836621378758682e+20,21992319974.84277,1998816864470.0,57.54377057490044,4429.161551619442
118_건강보험심사평가원_의원급 표시과목별 상병 통계_20231231.csv,보험자부담금,0,,19893,19893,12220,1.128286331875534,1411832171380.0,0.0,990530902.0209401,1612590.0,152430.0,20352300.0,20199870.0,2.589014770571663e+20,16090415689.383738,1411832171380.0,54.29966052295821,3944.3043880618875
119_국민건강보험공단_당뇨병의료이용률_20221231.CSV,지표연도,0,,1,1,2022,268.0,2022.0,2022.0,2022.0,2022.0,2022.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0
119_국민건강보험공단_당뇨병의료이용률_20221231.CSV,시도,0,가변,18,18,경기도,14.88888888888889,,,,,,,,,,,,
119_국민건강보험공단_당뇨병의료이용률_20221231.CSV,시군구,0,가변,229,229,전체,1.1703056768558953,,,,,,,,,,,,
119_국민건강보험공단_당뇨병의료이용률_20221231.CSV,지표명,0,고정,1,1,당뇨병의료이용률,268.0,,,,,,,,,,,,
119_국민건강보험공단_당뇨병의료이용률_20221231.CSV,분모(명),0,,267,267,364647,1.00374531835206,51893314.0,8672.0,580895.3059701492,196123.5,61458.25,354248.25,292790.0,11115479615247.293,3333988.544558498,51884642.0,14.071508266948284,213.0377930061688
119_국민건강보험공단_당뇨병의료이용률_20221231.CSV,분자(명),0,,266,266,10758,1.0075187969924813,4717180.0,1117.0,52804.253731343284,17582.5,7886.0,28985.75,21099.75,90836464456.81187,301390.88316804124,4716063.0,14.242964377682872,217.56585154403842
119_국민건강보험공단_당뇨병의료이용률_20221231.CSV,지표값(퍼센트),0,,222,222,8.89,1.2072072072072073,16.21,5.34,10.604328358208955,10.01,8.5375,12.905000000000001,4.3675000000000015,6.770685314998043,2.6020540568939077,10.870000000000001,0.2819661897131892,-0.9869876767349792
11_서울의료원 주간 진료 시간표 현황.csv,부서명,0,가변,34,34,응급의학과,4.794117647058823,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,부서코드,0,고정,34,34,MC0045,4.794117647058823,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,의료진명,0,가변,155,155,김민정,1.0516129032258064,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,"진료타입 (선택 진료 : Y, 일반 진료 : N)",0,,0,0,,,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,"월요일 오전 스케줄 (유 : Y, 무 : N)",0,고정,2,2,N,81.5,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,"월요일 오후 스케줄 (유 : Y, 무 : N)",0,고정,2,2,N,81.5,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,"화요일 오전 스케줄 (유 : Y, 무 : N)",0,고정,2,2,N,81.5,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,"화요일 오후 스케줄 (유 : Y, 무 : N)",0,고정,2,2,N,81.5,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,"수요일 오전 스케줄 (유 : Y, 무 : N)",0,고정,2,2,N,81.5,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,"수요일 오후 스케줄 (유 : Y, 무 : N)",0,고정,2,2,N,81.5,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,"목요일 오전 스케줄 (유 : Y, 무 : N)",0,고정,2,2,N,81.5,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,"목요일 오후 스케줄 (유 : Y, 무 : N)",0,고정,2,2,N,81.5,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,"금요일 오전 스케줄 (유 : Y, 무 : N)",0,고정,2,2,N,81.5,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,"금요일 오후 스케줄 (유 : Y, 무 : N)",0,고정,2,2,N,81.5,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,기타 휴진 사유,0,가변,3,3,24시간 진료,2.3333333333333335,,,,,,,,,,,,
11_서울의료원 주간 진료 시간표 현황.csv,의료진 전문분야,0,가변,148,148,General pathology,1.1013513513513513,,,,,,,,,,,,
120_국민건강보험공단_고혈압의료이용률_20221231.CSV,지표연도,0,,1,1,2022,268.0,2022.0,2022.0,2022.0,2022.0,2022.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0
120_국민건강보험공단_고혈압의료이용률_20221231.CSV,시도,0,가변,18,18,경기도,14.88888888888889,,,,,,,,,,,,
120_국민건강보험공단_고혈압의료이용률_20221231.CSV,시군구,0,가변,229,229,전체,1.1703056768558953,,,,,,,,,,,,
120_국민건강보험공단_고혈압의료이용률_20221231.CSV,지표명,0,고정,1,1,고혈압의료이용률,268.0,,,,,,,,,,,,
120_국민건강보험공단_고혈압의료이용률_20221231.CSV,분모(명),0,,267,267,364647,1.00374531835206,51893314.0,8672.0,580895.3059701492,196123.5,61458.25,354248.25,292790.0,11115479615247.293,3333988.544558498,51884642.0,14.071508266948284,213.0377930061688
120_국민건강보험공단_고혈압의료이용률_20221231.CSV,분자(명),0,,266,266,41252,1.0075187969924813,11032578.0,2757.0,123499.00746268657,41561.5,18769.25,68468.25,49699.0,496616185247.14557,704710.0008139132,11029821.0,14.250677114646818,217.77587209408537
120_국민건강보험공단_고혈압의료이용률_20221231.CSV,지표값(퍼센트),0,,242,242,14.98,1.1074380165289257,40.48,13.11,25.09126865671642,23.185,19.900000000000002,30.9775,11.077499999999997,42.32312347811501,6.505622451242848,27.369999999999997,0.4336932851462177,-0.9942092220543457
121_국민건강보험공단_복지용구공급업체 정보검색_20240630.csv,연번,0,,258,258,1,1.0,258.0,1.0,129.5,129.5,65.25,193.75,128.5,5568.5,74.62238270117084,257.0,0.0,-1.1999999999999997
121_국민건강보험공단_복지용구공급업체 정보검색_20240630.csv,업체명,0,가변,255,255,건강홈케어,1.011764705882353,,,,,,,,,,,,
121_국민건강보험공단_복지용구공급업체 정보검색_20240630.csv,제조구분,0,가변,3,3,제조,86.0,,,,,,,,,,,,
121_국민건강보험공단_복지용구공급업체 정보검색_20240630.csv,주소,0,가변,251,251,경기도 남양주시 금강로1845번길 44-0(진접읍) ,1.0278884462151394,,,,,,,,,,,,
122-1_건강보험심사평가원_시군구별 성별 비만 진료 통계 2023.csv,진료년도,0,,1,1,2023,508.0,2023.0,2023.0,2023.0,2023.0,2023.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0
122-1_건강보험심사평가원_시군구별 성별 비만 진료 통계 2023.csv,시도,0,고정,17,17,경기,29.88235294117647,,,,,,,,,,,,
122-1_건강보험심사평가원_시군구별 성별 비만 진료 통계 2023.csv,시군구,0,가변,253,253,고성군,2.007905138339921,,,,,,,,,,,,
122-1_건강보험심사평가원_시군구별 성별 비만 진료 통계 2023.csv,성별,0,고정,2,2,남,254.0,,,,,,,,,,,,
122-1_건강보험심사평가원_시군구별 성별 비만 진료 통계 2023.csv,환자수,0,,127,127,0,4.0,951.0,0.0,44.86220472440945,17.0,0.0,52.25,52.25,9003.07367718087,94.88452812329768,951.0,5.558513748602177,40.19937572980761
122-1_건강보험심사평가원_시군구별 성별 비만 진료 통계 2023.csv,입내원일수,0,,192,192,0,2.6458333333333335,4133.0,0.0,121.44094488188976,29.0,0.0,109.25,109.25,107224.392955319,327.4513596785315,4133.0,6.896658355922933,62.69542664476129
122-1_건강보험심사평가원_시군구별 성별 비만 진료 통계 2023.csv,요양급여비용총액,0,,302,302,0,1.6821192052980132,3741810040.0,0.0,45092361.10236221,674555.0,0.0,9721687.5,9721687.5,4.788215842910251e+16,218819922.37705988,3741810040.0,11.422387321621358,169.66167290100756
