fk_table,fk_column,pk_table,pk_column,fk_unique_count,pk_unique_count,matching_unique_count,non_matching_unique_count,fk_match_percentage,pk_match_percentage
film,last_update,staff,username,1,2,0,1,0.0,0.0
film,last_update,staff,address_id,1,2,0,1,0.0,0.0
film,last_update,staff,first_name,1,2,0,1,0.0,0.0
film,last_update,staff,staff_id,1,2,0,1,0.0,0.0
film,last_update,staff_list,ID,1,2,0,1,0.0,0.0
film,last_update,staff_list,SID,1,2,0,1,0.0,0.0
film,last_update,store,store_id,1,2,0,1,0.0,0.0
film,last_update,store,address_id,1,2,0,1,0.0,0.0
film,last_update,store,manager_staff_id,1,2,0,1,0.0,0.0
film,last_update,inventory,film_id,1,958,0,1,0.0,0.0
film,last_update,payment,customer_id,1,599,0,1,0.0,0.0
film_actor,last_update,customer,customer_id,1,599,0,1,0.0,0.0
film_actor,last_update,customer,address_id,1,599,0,1,0.0,0.0
film_actor,last_update,inventory,inventory_id,1,4581,0,1,0.0,0.0
film_actor,last_update,payment,payment_id,1,16044,0,1,0.0,0.0
film_actor,last_update,staff,store_id,1,2,0,1,0.0,0.0
film_actor,last_update,staff,username,1,2,0,1,0.0,0.0
film_actor,last_update,staff,address_id,1,2,0,1,0.0,0.0
film_actor,last_update,staff,first_name,1,2,0,1,0.0,0.0
film_actor,last_update,staff,staff_id,1,2,0,1,0.0,0.0
film_actor,last_update,staff_list,ID,1,2,0,1,0.0,0.0
film_actor,last_update,staff_list,SID,1,2,0,1,0.0,0.0
film_actor,last_update,store,store_id,1,2,0,1,0.0,0.0
film_actor,last_update,store,address_id,1,2,0,1,0.0,0.0
film_actor,last_update,store,manager_staff_id,1,2,0,1,0.0,0.0
film_actor,last_update,inventory,film_id,1,958,0,1,0.0,0.0
film_actor,last_update,payment,customer_id,1,599,0,1,0.0,0.0
film_category,last_update,customer,customer_id,1,599,0,1,0.0,0.0
film_category,last_update,customer,address_id,1,599,0,1,0.0,0.0
film_category,last_update,inventory,inventory_id,1,4581,0,1,0.0,0.0
film_category,last_update,payment,payment_id,1,16044,0,1,0.0,0.0
film_category,last_update,staff,store_id,1,2,0,1,0.0,0.0
film_category,last_update,staff,username,1,2,0,1,0.0,0.0
film_category,last_update,staff,address_id,1,2,0,1,0.0,0.0
film_category,last_update,staff,first_name,1,2,0,1,0.0,0.0
film_category,last_update,staff,staff_id,1,2,0,1,0.0,0.0
film_category,last_update,staff_list,ID,1,2,0,1,0.0,0.0
film_category,last_update,staff_list,SID,1,2,0,1,0.0,0.0
film_category,last_update,store,store_id,1,2,0,1,0.0,0.0
film_category,last_update,store,address_id,1,2,0,1,0.0,0.0
film_category,last_update,store,manager_staff_id,1,2,0,1,0.0,0.0
film_category,last_update,inventory,film_id,1,958,0,1,0.0,0.0
film_category,last_update,payment,customer_id,1,599,0,1,0.0,0.0
inventory,last_update,customer,customer_id,1,599,0,1,0.0,0.0
inventory,last_update,customer,address_id,1,599,0,1,0.0,0.0
inventory,last_update,inventory,inventory_id,1,4581,0,1,0.0,0.0
inventory,last_update,payment,payment_id,1,16044,0,1,0.0,0.0
inventory,last_update,staff,store_id,1,2,0,1,0.0,0.0
inventory,last_update,staff,username,1,2,0,1,0.0,0.0
inventory,last_update,staff,address_id,1,2,0,1,0.0,0.0
inventory,last_update,staff,first_name,1,2,0,1,0.0,0.0
inventory,last_update,staff,staff_id,1,2,0,1,0.0,0.0
inventory,last_update,staff_list,ID,1,2,0,1,0.0,0.0
inventory,last_update,staff_list,SID,1,2,0,1,0.0,0.0
inventory,last_update,store,store_id,1,2,0,1,0.0,0.0
inventory,last_update,store,address_id,1,2,0,1,0.0,0.0
inventory,last_update,store,manager_staff_id,1,2,0,1,0.0,0.0
inventory,last_update,inventory,film_id,1,958,0,1,0.0,0.0
inventory,last_update,payment,customer_id,1,599,0,1,0.0,0.0
language,last_update,customer,customer_id,1,599,0,1,0.0,0.0
language,last_update,customer,address_id,1,599,0,1,0.0,0.0
language,last_update,inventory,inventory_id,1,4581,0,1,0.0,0.0
language,last_update,payment,payment_id,1,16044,0,1,0.0,0.0
language,last_update,staff,store_id,1,2,0,1,0.0,0.0
language,last_update,staff,username,1,2,0,1,0.0,0.0
language,last_update,staff,address_id,1,2,0,1,0.0,0.0
language,last_update,staff,first_name,1,2,0,1,0.0,0.0
language,last_update,staff,staff_id,1,2,0,1,0.0,0.0
language,last_update,staff_list,ID,1,2,0,1,0.0,0.0
language,last_update,staff_list,SID,1,2,0,1,0.0,0.0
language,last_update,store,store_id,1,2,0,1,0.0,0.0
language,last_update,store,address_id,1,2,0,1,0.0,0.0
language,last_update,store,manager_staff_id,1,2,0,1,0.0,0.0
language,last_update,inventory,film_id,1,958,0,1,0.0,0.0
language,last_update,payment,customer_id,1,599,0,1,0.0,0.0
staff,picture,customer,customer_id,1,599,0,1,0.0,0.0
staff,picture,customer,address_id,1,599,0,1,0.0,0.0
staff,picture,inventory,inventory_id,1,4581,0,1,0.0,0.0
staff,picture,payment,payment_id,1,16044,0,1,0.0,0.0
staff,picture,staff,store_id,1,2,0,1,0.0,0.0
staff,picture,staff,username,1,2,0,1,0.0,0.0
staff,picture,staff,address_id,1,2,0,1,0.0,0.0
staff,picture,staff,first_name,1,2,0,1,0.0,0.0
staff,picture,staff,staff_id,1,2,0,1,0.0,0.0
staff,picture,staff_list,ID,1,2,0,1,0.0,0.0
staff,picture,staff_list,SID,1,2,0,1,0.0,0.0
staff,picture,store,store_id,1,2,0,1,0.0,0.0
staff,picture,store,address_id,1,2,0,1,0.0,0.0
staff,picture,store,manager_staff_id,1,2,0,1,0.0,0.0
staff,picture,inventory,film_id,1,958,0,1,0.0,0.0
staff,picture,payment,customer_id,1,599,0,1,0.0,0.0
staff,active,customer,address_id,1,599,0,1,0.0,0.0
staff,active,staff,username,1,2,0,1,0.0,0.0
staff,active,staff,address_id,1,2,0,1,0.0,0.0
staff,active,staff,first_name,1,2,0,1,0.0,0.0
staff,password,staff,store_id,1,2,0,1,0.0,0.0
staff,password,staff,username,1,2,0,1,0.0,0.0
staff,password,staff,address_id,1,2,0,1,0.0,0.0
staff,password,staff,first_name,1,2,0,1,0.0,0.0
staff,password,staff,staff_id,1,2,0,1,0.0,0.0
staff,password,staff_list,ID,1,2,0,1,0.0,0.0
staff,password,staff_list,SID,1,2,0,1,0.0,0.0
staff,password,store,store_id,1,2,0,1,0.0,0.0
staff,password,store,address_id,1,2,0,1,0.0,0.0
staff,password,store,manager_staff_id,1,2,0,1,0.0,0.0
staff,last_update,customer,customer_id,1,599,0,1,0.0,0.0
staff,last_update,customer,address_id,1,599,0,1,0.0,0.0
staff,last_update,inventory,inventory_id,1,4581,0,1,0.0,0.0
staff,last_update,payment,payment_id,1,16044,0,1,0.0,0.0
staff,last_update,staff,store_id,1,2,0,1,0.0,0.0
staff,last_update,staff,username,1,2,0,1,0.0,0.0
staff,last_update,staff,address_id,1,2,0,1,0.0,0.0
staff,last_update,staff,first_name,1,2,0,1,0.0,0.0
staff,last_update,staff,staff_id,1,2,0,1,0.0,0.0
staff,last_update,staff_list,ID,1,2,0,1,0.0,0.0
staff,last_update,staff_list,SID,1,2,0,1,0.0,0.0
staff,last_update,store,store_id,1,2,0,1,0.0,0.0
staff,last_update,store,address_id,1,2,0,1,0.0,0.0
staff,last_update,store,manager_staff_id,1,2,0,1,0.0,0.0
staff,last_update,inventory,film_id,1,958,0,1,0.0,0.0
staff,last_update,payment,customer_id,1,599,0,1,0.0,0.0
staff_list,zip code,customer,customer_id,1,599,0,1,0.0,0.0
staff_list,zip code,customer,address_id,1,599,0,1,0.0,0.0
staff_list,zip code,inventory,inventory_id,1,4581,0,1,0.0,0.0
staff_list,zip code,payment,payment_id,1,16044,0,1,0.0,0.0
staff_list,zip code,staff,store_id,1,2,0,1,0.0,0.0
staff_list,zip code,staff,username,1,2,0,1,0.0,0.0
staff_list,zip code,staff,address_id,1,2,0,1,0.0,0.0
staff_list,zip code,staff,first_name,1,2,0,1,0.0,0.0
staff_list,zip code,staff,staff_id,1,2,0,1,0.0,0.0
staff_list,zip code,staff_list,ID,1,2,0,1,0.0,0.0
staff_list,zip code,staff_list,SID,1,2,0,1,0.0,0.0
staff_list,zip code,store,store_id,1,2,0,1,0.0,0.0
staff_list,zip code,store,address_id,1,2,0,1,0.0,0.0
staff_list,zip code,store,manager_staff_id,1,2,0,1,0.0,0.0
staff_list,zip code,inventory,film_id,1,958,0,1,0.0,0.0
staff_list,zip code,payment,customer_id,1,599,0,1,0.0,0.0
store,last_update,customer,customer_id,1,599,0,1,0.0,0.0
store,last_update,customer,address_id,1,599,0,1,0.0,0.0
store,last_update,inventory,inventory_id,1,4581,0,1,0.0,0.0
store,last_update,payment,payment_id,1,16044,0,1,0.0,0.0
store,last_update,staff,store_id,1,2,0,1,0.0,0.0
store,last_update,staff,username,1,2,0,1,0.0,0.0
store,last_update,staff,address_id,1,2,0,1,0.0,0.0
store,last_update,staff,first_name,1,2,0,1,0.0,0.0
store,last_update,staff,staff_id,1,2,0,1,0.0,0.0
store,last_update,staff_list,ID,1,2,0,1,0.0,0.0
store,last_update,staff_list,SID,1,2,0,1,0.0,0.0
store,last_update,store,store_id,1,2,0,1,0.0,0.0
store,last_update,store,address_id,1,2,0,1,0.0,0.0
store,last_update,store,manager_staff_id,1,2,0,1,0.0,0.0
store,last_update,inventory,film_id,1,958,0,1,0.0,0.0
store,last_update,payment,customer_id,1,599,0,1,0.0,0.0
film,rental_duration,customer,address_id,5,599,3,2,60.0,0.5008347245409015
actor,last_update,customer,customer_id,2,599,0,2,0.0,0.0
actor,last_update,customer,address_id,2,599,0,2,0.0,0.0
actor,last_update,inventory,inventory_id,2,4581,0,2,0.0,0.0
actor,last_update,payment,payment_id,2,16044,0,2,0.0,0.0
actor,last_update,staff,store_id,2,2,0,2,0.0,0.0
actor,last_update,staff,username,2,2,0,2,0.0,0.0
actor,last_update,staff,address_id,2,2,0,2,0.0,0.0
actor,last_update,staff,first_name,2,2,0,2,0.0,0.0
actor,last_update,staff,staff_id,2,2,0,2,0.0,0.0
actor,last_update,staff_list,ID,2,2,0,2,0.0,0.0
actor,last_update,staff_list,SID,2,2,0,2,0.0,0.0
actor,last_update,store,store_id,2,2,0,2,0.0,0.0
actor,last_update,store,address_id,2,2,0,2,0.0,0.0
actor,last_update,store,manager_staff_id,2,2,0,2,0.0,0.0
actor,last_update,inventory,film_id,2,958,0,2,0.0,0.0
actor,last_update,payment,customer_id,2,599,0,2,0.0,0.0
customer,store_id,customer,address_id,2,599,0,2,0.0,0.0
customer,store_id,staff,username,2,2,0,2,0.0,0.0
customer,store_id,staff,address_id,2,2,0,2,0.0,0.0
customer,store_id,staff,first_name,2,2,0,2,0.0,0.0
customer,active,customer,address_id,2,599,0,2,0.0,0.0
customer,active,staff,address_id,2,2,0,2,0.0,0.0
customer,create_date,customer,customer_id,2,599,0,2,0.0,0.0
customer,create_date,customer,address_id,2,599,0,2,0.0,0.0
customer,create_date,inventory,inventory_id,2,4581,0,2,0.0,0.0
customer,create_date,payment,payment_id,2,16044,0,2,0.0,0.0
customer,create_date,staff,store_id,2,2,0,2,0.0,0.0
customer,create_date,staff,username,2,2,0,2,0.0,0.0
customer,create_date,staff,address_id,2,2,0,2,0.0,0.0
customer,create_date,staff,first_name,2,2,0,2,0.0,0.0
customer,create_date,staff,staff_id,2,2,0,2,0.0,0.0
customer,create_date,staff_list,ID,2,2,0,2,0.0,0.0
customer,create_date,staff_list,SID,2,2,0,2,0.0,0.0
customer,create_date,store,store_id,2,2,0,2,0.0,0.0
customer,create_date,store,address_id,2,2,0,2,0.0,0.0
customer,create_date,store,manager_staff_id,2,2,0,2,0.0,0.0
customer,create_date,inventory,film_id,2,958,0,2,0.0,0.0
customer,create_date,payment,customer_id,2,599,0,2,0.0,0.0
customer_list,notes,customer,customer_id,2,599,0,2,0.0,0.0
customer_list,notes,customer,address_id,2,599,0,2,0.0,0.0
customer_list,notes,inventory,inventory_id,2,4581,0,2,0.0,0.0
customer_list,notes,payment,payment_id,2,16044,0,2,0.0,0.0
customer_list,notes,staff,store_id,2,2,0,2,0.0,0.0
customer_list,notes,staff,username,2,2,0,2,0.0,0.0
customer_list,notes,staff,address_id,2,2,0,2,0.0,0.0
customer_list,notes,staff,first_name,2,2,0,2,0.0,0.0
customer_list,notes,staff,staff_id,2,2,0,2,0.0,0.0
customer_list,notes,staff_list,ID,2,2,0,2,0.0,0.0
customer_list,notes,staff_list,SID,2,2,0,2,0.0,0.0
customer_list,notes,store,store_id,2,2,0,2,0.0,0.0
customer_list,notes,store,address_id,2,2,0,2,0.0,0.0
customer_list,notes,store,manager_staff_id,2,2,0,2,0.0,0.0
customer_list,notes,inventory,film_id,2,958,0,2,0.0,0.0
customer_list,notes,payment,customer_id,2,599,0,2,0.0,0.0
customer_list,SID,customer,address_id,2,599,0,2,0.0,0.0
customer_list,SID,staff,username,2,2,0,2,0.0,0.0
customer_list,SID,staff,address_id,2,2,0,2,0.0,0.0
customer_list,SID,staff,first_name,2,2,0,2,0.0,0.0
inventory,store_id,customer,address_id,2,599,0,2,0.0,0.0
inventory,store_id,staff,username,2,2,0,2,0.0,0.0
inventory,store_id,staff,address_id,2,2,0,2,0.0,0.0
inventory,store_id,staff,first_name,2,2,0,2,0.0,0.0
payment,staff_id,customer,address_id,2,599,0,2,0.0,0.0
payment,staff_id,staff,username,2,2,0,2,0.0,0.0
payment,staff_id,staff,address_id,2,2,0,2,0.0,0.0
payment,staff_id,staff,first_name,2,2,0,2,0.0,0.0
rental,staff_id,customer,address_id,2,599,0,2,0.0,0.0
rental,staff_id,staff,username,2,2,0,2,0.0,0.0
rental,staff_id,staff,address_id,2,2,0,2,0.0,0.0
rental,staff_id,staff,first_name,2,2,0,2,0.0,0.0
rental,last_update,customer,customer_id,2,599,0,2,0.0,0.0
rental,last_update,customer,address_id,2,599,0,2,0.0,0.0
rental,last_update,inventory,inventory_id,2,4581,0,2,0.0,0.0
rental,last_update,payment,payment_id,2,16044,0,2,0.0,0.0
rental,last_update,staff,store_id,2,2,0,2,0.0,0.0
rental,last_update,staff,username,2,2,0,2,0.0,0.0
rental,last_update,staff,address_id,2,2,0,2,0.0,0.0
rental,last_update,staff,first_name,2,2,0,2,0.0,0.0
rental,last_update,staff,staff_id,2,2,0,2,0.0,0.0
rental,last_update,staff_list,ID,2,2,0,2,0.0,0.0
rental,last_update,staff_list,SID,2,2,0,2,0.0,0.0
rental,last_update,store,store_id,2,2,0,2,0.0,0.0
rental,last_update,store,address_id,2,2,0,2,0.0,0.0
rental,last_update,store,manager_staff_id,2,2,0,2,0.0,0.0
rental,last_update,inventory,film_id,2,958,0,2,0.0,0.0
rental,last_update,payment,customer_id,2,599,0,2,0.0,0.0
sales_by_store,store,customer,customer_id,2,599,0,2,0.0,0.0
sales_by_store,store,customer,address_id,2,599,0,2,0.0,0.0
sales_by_store,store,inventory,inventory_id,2,4581,0,2,0.0,0.0
sales_by_store,store,payment,payment_id,2,16044,0,2,0.0,0.0
sales_by_store,store,staff,store_id,2,2,0,2,0.0,0.0
sales_by_store,store,staff,username,2,2,0,2,0.0,0.0
sales_by_store,store,staff,address_id,2,2,0,2,0.0,0.0
sales_by_store,store,staff,first_name,2,2,0,2,0.0,0.0
sales_by_store,store,staff,staff_id,2,2,0,2,0.0,0.0
sales_by_store,store,staff_list,ID,2,2,0,2,0.0,0.0
sales_by_store,store,staff_list,SID,2,2,0,2,0.0,0.0
sales_by_store,store,store,store_id,2,2,0,2,0.0,0.0
sales_by_store,store,store,address_id,2,2,0,2,0.0,0.0
sales_by_store,store,store,manager_staff_id,2,2,0,2,0.0,0.0
sales_by_store,store,inventory,film_id,2,958,0,2,0.0,0.0
sales_by_store,store,payment,customer_id,2,599,0,2,0.0,0.0
sales_by_store,manager,customer,customer_id,2,599,0,2,0.0,0.0
sales_by_store,manager,customer,address_id,2,599,0,2,0.0,0.0
sales_by_store,manager,inventory,inventory_id,2,4581,0,2,0.0,0.0
sales_by_store,manager,payment,payment_id,2,16044,0,2,0.0,0.0
sales_by_store,manager,staff,store_id,2,2,0,2,0.0,0.0
sales_by_store,manager,staff,username,2,2,0,2,0.0,0.0
sales_by_store,manager,staff,address_id,2,2,0,2,0.0,0.0
sales_by_store,manager,staff,first_name,2,2,0,2,0.0,0.0
sales_by_store,manager,staff,staff_id,2,2,0,2,0.0,0.0
sales_by_store,manager,staff_list,ID,2,2,0,2,0.0,0.0
sales_by_store,manager,staff_list,SID,2,2,0,2,0.0,0.0
sales_by_store,manager,store,store_id,2,2,0,2,0.0,0.0
sales_by_store,manager,store,address_id,2,2,0,2,0.0,0.0
sales_by_store,manager,store,manager_staff_id,2,2,0,2,0.0,0.0
sales_by_store,manager,inventory,film_id,2,958,0,2,0.0,0.0
sales_by_store,manager,payment,customer_id,2,599,0,2,0.0,0.0
sales_by_store,total_sales,customer,customer_id,2,599,0,2,0.0,0.0
sales_by_store,total_sales,customer,address_id,2,599,0,2,0.0,0.0
sales_by_store,total_sales,inventory,inventory_id,2,4581,0,2,0.0,0.0
sales_by_store,total_sales,payment,payment_id,2,16044,0,2,0.0,0.0
sales_by_store,total_sales,staff,store_id,2,2,0,2,0.0,0.0
sales_by_store,total_sales,staff,username,2,2,0,2,0.0,0.0
sales_by_store,total_sales,staff,address_id,2,2,0,2,0.0,0.0
sales_by_store,total_sales,staff,first_name,2,2,0,2,0.0,0.0
sales_by_store,total_sales,staff,staff_id,2,2,0,2,0.0,0.0
sales_by_store,total_sales,staff_list,ID,2,2,0,2,0.0,0.0
sales_by_store,total_sales,staff_list,SID,2,2,0,2,0.0,0.0
sales_by_store,total_sales,store,store_id,2,2,0,2,0.0,0.0
sales_by_store,total_sales,store,address_id,2,2,0,2,0.0,0.0
sales_by_store,total_sales,store,manager_staff_id,2,2,0,2,0.0,0.0
sales_by_store,total_sales,inventory,film_id,2,958,0,2,0.0,0.0
sales_by_store,total_sales,payment,customer_id,2,599,0,2,0.0,0.0
staff,staff_id,customer,address_id,2,599,0,2,0.0,0.0
staff,staff_id,staff,username,2,2,0,2,0.0,0.0
staff,staff_id,staff,address_id,2,2,0,2,0.0,0.0
staff,staff_id,staff,first_name,2,2,0,2,0.0,0.0
staff,first_name,customer,customer_id,2,599,0,2,0.0,0.0
staff,first_name,customer,address_id,2,599,0,2,0.0,0.0
staff,first_name,inventory,inventory_id,2,4581,0,2,0.0,0.0
staff,first_name,payment,payment_id,2,16044,0,2,0.0,0.0
staff,first_name,staff,store_id,2,2,0,2,0.0,0.0
staff,first_name,staff,address_id,2,2,0,2,0.0,0.0
staff,first_name,staff,staff_id,2,2,0,2,0.0,0.0
staff,first_name,staff_list,ID,2,2,0,2,0.0,0.0
staff,first_name,staff_list,SID,2,2,0,2,0.0,0.0
staff,first_name,store,store_id,2,2,0,2,0.0,0.0
staff,first_name,store,address_id,2,2,0,2,0.0,0.0
staff,first_name,store,manager_staff_id,2,2,0,2,0.0,0.0
staff,first_name,inventory,film_id,2,958,0,2,0.0,0.0
staff,first_name,payment,customer_id,2,599,0,2,0.0,0.0
staff,last_name,customer,customer_id,2,599,0,2,0.0,0.0
staff,last_name,customer,address_id,2,599,0,2,0.0,0.0
staff,last_name,inventory,inventory_id,2,4581,0,2,0.0,0.0
staff,last_name,payment,payment_id,2,16044,0,2,0.0,0.0
staff,last_name,staff,store_id,2,2,0,2,0.0,0.0
staff,last_name,staff,username,2,2,0,2,0.0,0.0
staff,last_name,staff,address_id,2,2,0,2,0.0,0.0
staff,last_name,staff,first_name,2,2,0,2,0.0,0.0
staff,last_name,staff,staff_id,2,2,0,2,0.0,0.0
staff,last_name,staff_list,ID,2,2,0,2,0.0,0.0
staff,last_name,staff_list,SID,2,2,0,2,0.0,0.0
staff,last_name,store,store_id,2,2,0,2,0.0,0.0
staff,last_name,store,address_id,2,2,0,2,0.0,0.0
staff,last_name,store,manager_staff_id,2,2,0,2,0.0,0.0
staff,last_name,inventory,film_id,2,958,0,2,0.0,0.0
staff,last_name,payment,customer_id,2,599,0,2,0.0,0.0
staff,address_id,customer,address_id,2,599,0,2,0.0,0.0
staff,address_id,staff,store_id,2,2,0,2,0.0,0.0
staff,address_id,staff,username,2,2,0,2,0.0,0.0
staff,address_id,staff,first_name,2,2,0,2,0.0,0.0
staff,address_id,staff,staff_id,2,2,0,2,0.0,0.0
staff,address_id,staff_list,ID,2,2,0,2,0.0,0.0
staff,address_id,staff_list,SID,2,2,0,2,0.0,0.0
staff,address_id,store,store_id,2,2,0,2,0.0,0.0
staff,address_id,store,address_id,2,2,0,2,0.0,0.0
staff,address_id,store,manager_staff_id,2,2,0,2,0.0,0.0
staff,email,customer,customer_id,2,599,0,2,0.0,0.0
staff,email,customer,address_id,2,599,0,2,0.0,0.0
staff,email,inventory,inventory_id,2,4581,0,2,0.0,0.0
staff,email,payment,payment_id,2,16044,0,2,0.0,0.0
staff,email,staff,store_id,2,2,0,2,0.0,0.0
staff,email,staff,username,2,2,0,2,0.0,0.0
staff,email,staff,address_id,2,2,0,2,0.0,0.0
staff,email,staff,first_name,2,2,0,2,0.0,0.0
staff,email,staff,staff_id,2,2,0,2,0.0,0.0
staff,email,staff_list,ID,2,2,0,2,0.0,0.0
staff,email,staff_list,SID,2,2,0,2,0.0,0.0
staff,email,store,store_id,2,2,0,2,0.0,0.0
staff,email,store,address_id,2,2,0,2,0.0,0.0
staff,email,store,manager_staff_id,2,2,0,2,0.0,0.0
staff,email,inventory,film_id,2,958,0,2,0.0,0.0
staff,email,payment,customer_id,2,599,0,2,0.0,0.0
staff,store_id,customer,address_id,2,599,0,2,0.0,0.0
staff,store_id,staff,username,2,2,0,2,0.0,0.0
staff,store_id,staff,address_id,2,2,0,2,0.0,0.0
staff,store_id,staff,first_name,2,2,0,2,0.0,0.0
staff,username,customer,customer_id,2,599,0,2,0.0,0.0
staff,username,customer,address_id,2,599,0,2,0.0,0.0
staff,username,inventory,inventory_id,2,4581,0,2,0.0,0.0
staff,username,payment,payment_id,2,16044,0,2,0.0,0.0
staff,username,staff,store_id,2,2,0,2,0.0,0.0
staff,username,staff,address_id,2,2,0,2,0.0,0.0
staff,username,staff,staff_id,2,2,0,2,0.0,0.0
staff,username,staff_list,ID,2,2,0,2,0.0,0.0
staff,username,staff_list,SID,2,2,0,2,0.0,0.0
staff,username,store,store_id,2,2,0,2,0.0,0.0
staff,username,store,address_id,2,2,0,2,0.0,0.0
staff,username,store,manager_staff_id,2,2,0,2,0.0,0.0
staff,username,inventory,film_id,2,958,0,2,0.0,0.0
staff,username,payment,customer_id,2,599,0,2,0.0,0.0
staff_list,ID,customer,address_id,2,599,0,2,0.0,0.0
staff_list,ID,staff,username,2,2,0,2,0.0,0.0
staff_list,ID,staff,address_id,2,2,0,2,0.0,0.0
staff_list,ID,staff,first_name,2,2,0,2,0.0,0.0
staff_list,name,customer,customer_id,2,599,0,2,0.0,0.0
staff_list,name,customer,address_id,2,599,0,2,0.0,0.0
staff_list,name,inventory,inventory_id,2,4581,0,2,0.0,0.0
staff_list,name,payment,payment_id,2,16044,0,2,0.0,0.0
staff_list,name,staff,store_id,2,2,0,2,0.0,0.0
staff_list,name,staff,username,2,2,0,2,0.0,0.0
staff_list,name,staff,address_id,2,2,0,2,0.0,0.0
staff_list,name,staff,first_name,2,2,0,2,0.0,0.0
staff_list,name,staff,staff_id,2,2,0,2,0.0,0.0
staff_list,name,staff_list,ID,2,2,0,2,0.0,0.0
staff_list,name,staff_list,SID,2,2,0,2,0.0,0.0
staff_list,name,store,store_id,2,2,0,2,0.0,0.0
staff_list,name,store,address_id,2,2,0,2,0.0,0.0
staff_list,name,store,manager_staff_id,2,2,0,2,0.0,0.0
staff_list,name,inventory,film_id,2,958,0,2,0.0,0.0
staff_list,name,payment,customer_id,2,599,0,2,0.0,0.0
staff_list,address,staff,store_id,2,2,0,2,0.0,0.0
staff_list,address,staff,username,2,2,0,2,0.0,0.0
staff_list,address,staff,address_id,2,2,0,2,0.0,0.0
staff_list,address,staff,first_name,2,2,0,2,0.0,0.0
staff_list,address,staff,staff_id,2,2,0,2,0.0,0.0
staff_list,address,staff_list,ID,2,2,0,2,0.0,0.0
staff_list,address,staff_list,SID,2,2,0,2,0.0,0.0
staff_list,address,store,store_id,2,2,0,2,0.0,0.0
staff_list,address,store,address_id,2,2,0,2,0.0,0.0
staff_list,address,store,manager_staff_id,2,2,0,2,0.0,0.0
staff_list,phone,customer,customer_id,2,599,0,2,0.0,0.0
staff_list,phone,customer,address_id,2,599,0,2,0.0,0.0
staff_list,phone,inventory,inventory_id,2,4581,0,2,0.0,0.0
staff_list,phone,payment,payment_id,2,16044,0,2,0.0,0.0
staff_list,phone,staff,store_id,2,2,0,2,0.0,0.0
staff_list,phone,staff,username,2,2,0,2,0.0,0.0
staff_list,phone,staff,address_id,2,2,0,2,0.0,0.0
staff_list,phone,staff,first_name,2,2,0,2,0.0,0.0
staff_list,phone,staff,staff_id,2,2,0,2,0.0,0.0
staff_list,phone,staff_list,ID,2,2,0,2,0.0,0.0
staff_list,phone,staff_list,SID,2,2,0,2,0.0,0.0
staff_list,phone,store,store_id,2,2,0,2,0.0,0.0
staff_list,phone,store,address_id,2,2,0,2,0.0,0.0
staff_list,phone,store,manager_staff_id,2,2,0,2,0.0,0.0
staff_list,phone,inventory,film_id,2,958,0,2,0.0,0.0
staff_list,phone,payment,customer_id,2,599,0,2,0.0,0.0
staff_list,city,customer,customer_id,2,599,0,2,0.0,0.0
staff_list,city,customer,address_id,2,599,0,2,0.0,0.0
staff_list,city,inventory,inventory_id,2,4581,0,2,0.0,0.0
staff_list,city,payment,payment_id,2,16044,0,2,0.0,0.0
staff_list,city,staff,store_id,2,2,0,2,0.0,0.0
staff_list,city,staff,username,2,2,0,2,0.0,0.0
staff_list,city,staff,address_id,2,2,0,2,0.0,0.0
staff_list,city,staff,first_name,2,2,0,2,0.0,0.0
staff_list,city,staff,staff_id,2,2,0,2,0.0,0.0
staff_list,city,staff_list,ID,2,2,0,2,0.0,0.0
staff_list,city,staff_list,SID,2,2,0,2,0.0,0.0
staff_list,city,store,store_id,2,2,0,2,0.0,0.0
staff_list,city,store,address_id,2,2,0,2,0.0,0.0
staff_list,city,store,manager_staff_id,2,2,0,2,0.0,0.0
staff_list,city,inventory,film_id,2,958,0,2,0.0,0.0
staff_list,city,payment,customer_id,2,599,0,2,0.0,0.0
staff_list,country,customer,customer_id,2,599,0,2,0.0,0.0
staff_list,country,customer,address_id,2,599,0,2,0.0,0.0
staff_list,country,inventory,inventory_id,2,4581,0,2,0.0,0.0
staff_list,country,payment,payment_id,2,16044,0,2,0.0,0.0
staff_list,country,staff,store_id,2,2,0,2,0.0,0.0
staff_list,country,staff,username,2,2,0,2,0.0,0.0
staff_list,country,staff,address_id,2,2,0,2,0.0,0.0
staff_list,country,staff,first_name,2,2,0,2,0.0,0.0
staff_list,country,staff,staff_id,2,2,0,2,0.0,0.0
staff_list,country,staff_list,ID,2,2,0,2,0.0,0.0
staff_list,country,staff_list,SID,2,2,0,2,0.0,0.0
staff_list,country,store,store_id,2,2,0,2,0.0,0.0
staff_list,country,store,address_id,2,2,0,2,0.0,0.0
staff_list,country,store,manager_staff_id,2,2,0,2,0.0,0.0
staff_list,country,inventory,film_id,2,958,0,2,0.0,0.0
staff_list,country,payment,customer_id,2,599,0,2,0.0,0.0
staff_list,SID,customer,address_id,2,599,0,2,0.0,0.0
staff_list,SID,staff,username,2,2,0,2,0.0,0.0
staff_list,SID,staff,address_id,2,2,0,2,0.0,0.0
staff_list,SID,staff,first_name,2,2,0,2,0.0,0.0
store,store_id,customer,address_id,2,599,0,2,0.0,0.0
store,store_id,staff,username,2,2,0,2,0.0,0.0
