진료년도,표시과목,주상병코드,환자수,명세서청구건수,입내원일수,요양급여비용총액,보험자부담금
2023,내과,J85,101,149,161,9680730,7158380
2023,내과,J86,20,28,27,1008870,730070
2023,내과,J90,1214,1621,1598,87711300,63981890
2023,내과,J91,80,102,94,6136030,4453430
2023,내과,J92,57,71,68,3677270,2670870
2023,내과,J93,2622,3332,3285,118199260,84096490
2023,내과,J94,792,931,925,42042340,30014940
2023,내과,J95,9,9,9,570560,399860
2023,내과,J96,126,197,196,6747810,4965010
2023,내과,J98,28614,37592,37021,3892402260,2762698120
2023,내과,J99,36,56,56,3027740,2237640
2023,내과,K00,79,82,82,2714040,1933740
2023,내과,K01,480,533,532,15305700,10775100
2023,내과,K02,84,97,97,1874030,1426630
2023,내과,K03,26,29,29,518360,386660
2023,내과,K04,2075,2997,2996,55314630,42909230
2023,내과,K05,11548,16778,16798,296316410,232308320
2023,내과,K06,73,88,88,1510330,1178430
2023,내과,K07,820,1099,1098,26286910,19488510
2023,내과,K08,6787,10123,10117,174677020,126058620
2023,내과,K09,52,59,56,1102760,812160
2023,내과,K10,122,146,145,3471920,2628320
2023,내과,K11,4145,5293,5250,186610060,134927360
2023,내과,K12,47539,67481,67452,1396765010,1049140360
2023,내과,K13,971,1150,1139,21883740,16499540
2023,내과,K14,3115,4144,4125,83328010,64977410
2023,내과,K20,5325,9297,9290,302791620,222380730
2023,내과,K21,2705586,5191587,5191793,186080910300,135167651760
2023,내과,K22,3204,7107,7053,328137630,238736720
2023,내과,K23,29,35,35,3796090,2677090
2023,내과,K25,302580,572936,573173,28809308680,20773496380
2023,내과,K26,84296,137442,137475,7984228270,5672953140
2023,내과,K27,108333,195018,195005,4699490560,3527281060
2023,내과,K28,128,225,225,6462950,4803850
2023,내과,K29,2496242,3987397,3986918,173415540840,124923245840
2023,내과,K30,251690,357491,357786,16641734150,12002497580
2023,내과,K31,46317,65401,65237,9964056280,7080651710
2023,내과,K35,8102,8711,8603,626294580,443502000
2023,내과,K36,1150,1255,1245,89581760,63381360
2023,내과,K37,5244,5632,5533,403240570,284700270
2023,내과,K38,817,963,916,90888850,64051750
2023,내과,K40,1499,1794,1710,53413050,40629940
2023,내과,K41,193,231,225,8352830,6179330
2023,내과,K42,205,222,208,7857770,5719770
2023,내과,K43,341,401,396,14275060,10653740
2023,내과,K44,43,95,96,3916030,2919190
2023,내과,K45,34,36,34,1318010,968710
2023,내과,K46,328,379,371,12951850,9620550
2023,내과,K50,2577,5761,5751,476163590,400016510
2023,내과,K51,7648,27878,27813,1889547670,1609437680
2023,내과,K52,530510,723029,722956,26992847520,19464137620
2023,내과,K55,926,1316,1364,134206680,96389260
2023,내과,K56,9178,12168,12398,717298180,515303380
2023,내과,K57,11980,16885,16986,1783783090,1263387570
2023,내과,K58,826013,1245250,1246449,95207213800,67799318600
2023,내과,K59,822524,1263334,1263091,85964074820,61486477770
2023,내과,K60,393,486,482,18395940,13267740
2023,내과,K61,309,450,460,19071690,14479900
2023,내과,K62,16144,20477,20407,2769885140,1957857920
2023,내과,K63,610299,826016,826523,320755990590,225835789140
2023,내과,K64,25240,34628,34648,1904739150,1376521270
2023,내과,K65,743,912,915,67997270,48773590
2023,내과,K66,185,277,273,19463490,13977190
2023,내과,K67,17,26,25,770730,554830
2023,내과,K70,17762,39103,39101,1907153990,1367449600
2023,내과,K71,17853,33239,33565,1734898820,1243288240
2023,내과,K72,1209,2195,2192,120997680,86680780
2023,내과,K73,74082,163106,163217,7770911210,5597143140
2023,내과,K74,8565,27547,27685,1858834250,1358923790
2023,내과,K75,192604,364917,365049,20897043860,14900931570
2023,내과,K76,423272,656829,656209,54966104460,38901432830
2023,내과,K77,2550,3510,3502,235234980,167302280
2023,내과,K80,50212,92098,91491,6360295650,4544746390
2023,내과,K81,6169,8281,8321,795726480,568718490
2023,내과,K82,54805,66663,66081,9320088920,6565262870
2023,내과,K83,6577,10130,10024,1013105120,724793270
2023,내과,K85,5130,7562,7720,601148770,431000450
2023,내과,K86,16716,26393,25750,2373020110,1690820290
2023,내과,K87,4156,5021,4982,692275710,486686270
2023,내과,K90,254,418,417,31918820,22943920
2023,내과,K91,1253,2736,2733,115149020,84621450
2023,내과,K92,22324,28501,28546,2738894910,1966408010
2023,내과,K93,187,266,265,5394910,4158110
2023,내과,L00,4,7,7,192780,140880
2023,내과,L01,9128,12539,12536,224738130,170259930
2023,내과,L02,42798,66341,66343,1246155120,942501600
2023,내과,L03,106012,155110,155339,3132959910,2357427150
2023,내과,L04,59676,87142,86972,2003278900,1456916130
2023,내과,L05,2265,3233,3233,61079620,44574020
2023,내과,L08,21759,30313,30310,563568530,426130010
2023,내과,L10,61,215,215,8151870,7230970
2023,내과,L11,3,3,3,51850,40350
2023,내과,L12,30,138,149,6809920,5615440
2023,내과,L13,1151,1575,1575,27641400,20640700
2023,내과,L14,42,76,76,1614480,1212780
2023,내과,L20,41745,69169,69140,1521988220,1137673680
2023,내과,L21,17307,27223,27215,462668660,357572860
2023,내과,L22,112,158,158,2627150,2144250
2023,내과,L23,171050,272140,272130,5071563240,3918961580
2023,내과,L24,14215,20682,20677,366951010,284761140
2023,내과,L25,23066,34812,34805,656407050,506213050
2023,내과,L26,27,37,37,1093400,803500
2023,내과,L27,3109,4088,4079,85840270,64085370
2023,내과,L28,9402,13370,13356,295415780,220493280
2023,내과,L29,26301,38467,38444,884719860,669381260
2023,내과,L30,60343,84322,84264,1624875200,1231921350
2023,내과,L40,3343,6124,6112,142271190,108855360
2023,내과,L41,45,66,65,1253380,937680
2023,내과,L42,99,130,130,2921310,2106910
2023,내과,L43,66,125,125,2348600,1821800
2023,내과,L44,15,18,18,772360,553460
2023,내과,L45,3,3,3,334370,236370
2023,내과,L50,340215,532122,531876,13671949290,10083618120
2023,내과,L51,163,334,331,9553470,7091070
2023,내과,L52,191,458,458,26815590,18920190
2023,내과,L53,298,484,481,34277400,24281700
2023,내과,L54,4,6,6,349300,269700
2023,내과,L55,193,269,269,6484990,4660190
2023,내과,L56,98,136,135,3886400,2801800
2023,내과,L57,92,120,120,2416940,1871440
2023,내과,L58,9,11,11,202820,150420
2023,내과,L59,16,21,21,551200,403300
2023,내과,L60,1810,3280,3268,90065030,66903030
2023,내과,L62,8,8,8,144000,101500
2023,내과,L63,1203,2527,2523,70079430,49576360
2023,내과,L64,467,760,759,20720750,16887850
2023,내과,L65,1078,1682,1679,37092500,26675500
2023,내과,L66,241,373,371,6271680,4735180
2023,내과,L67,3,4,4,29700,20900
2023,내과,L68,3,3,3,102880,72080
2023,내과,L70,3894,6920,6919,112866920,79859520
2023,내과,L71,364,646,643,12887920,9445720
2023,내과,L72,1386,2964,2957,118450530,85218830
2023,내과,L73,295,462,462,9039520,6796920
2023,내과,L74,234,267,266,5847600,4387900
2023,내과,L75,48,175,174,4448360,3223910
2023,내과,L80,288,378,375,9112520,6783120
2023,내과,L81,355,398,392,6872170,5168070
2023,내과,L82,86,101,99,1652910,1289310
2023,내과,L83,27,36,36,1537150,1086950
2023,내과,L84,1426,2463,2463,105576040,76003740
2023,내과,L85,3324,5091,5087,92465550,69203250
2023,내과,L86,78,108,108,1626160,1301360
2023,내과,L87,7,9,9,153010,111210
2023,내과,L88,7,13,13,219190,160690
2023,내과,L89,709,3025,3039,131008620,106230940
2023,내과,L90,118,182,179,5776290,4112590
2023,내과,L91,383,740,734,28426970,20000570
2023,내과,L92,104,152,148,6080890,4428190
2023,내과,L93,276,492,485,29045250,21249450
2023,내과,L94,50,100,99,6395260,4621760
2023,내과,L95,447,855,847,53122860,37503360
2023,내과,L97,14,23,23,557930,416330
2023,내과,L98,605,781,774,17299240,12834440
2023,내과,L99,16,17,17,349470,253470
2023,내과,M00,154,383,393,12204350,8991330
2023,내과,M01,441,524,524,10689000,7885500
2023,내과,M02,2671,4280,4279,95315250,72218510
2023,내과,M03,39,75,75,1897760,1404860
2023,내과,M05,40793,234416,234419,21244003210,18486354590
2023,내과,M06,45985,116790,116708,9217878790,6582300140
2023,내과,M07,501,2050,2049,277300140,245503640
2023,내과,M08,177,754,753,81683500,71636600
2023,내과,M10,141678,447362,447349,17976230890,12785711620
2023,내과,M11,259,780,780,18040700,13585700
2023,내과,M12,6021,12890,12888,504864660,361487660
2023,내과,M13,202550,426578,426490,13509433570,10098653880
2023,내과,M14,387,693,693,16012070,12175470
2023,내과,M15,72107,157051,157045,4286368400,3242531320
2023,내과,M16,2289,4819,4812,105369670,83357270
2023,내과,M17,110040,355557,355993,11697010970,8805464640
2023,내과,M18,183,583,582,10885570,8347770
2023,내과,M19,91713,197093,197111,6923587320,5076550210
2023,내과,M20,212,352,346,11334860,8332260
2023,내과,M21,39,93,90,2364090,1760090
2023,내과,M22,117,280,280,6791910,5104610
2023,내과,M23,750,3638,3664,113972170,84302600
2023,내과,M24,3756,10227,10236,331280140,246810910
2023,내과,M25,111231,198649,198600,6647237450,4919501940
2023,내과,M30,96,256,255,10724820,8948020
2023,내과,M31,200,862,860,61617440,52289840
2023,내과,M32,5151,15729,15717,1880483480,1527954380
2023,내과,M33,414,1016,1011,108349710,83984210
2023,내과,M34,511,2353,2350,181268670,159316270
2023,내과,M35,10672,41474,41457,3832893870,3143217970
2023,내과,M36,9,67,67,1567300,1222600
2023,내과,M40,940,2134,2134,121345670,86302470
2023,내과,M41,606,1375,1369,69094970,49684570
2023,내과,M42,16,20,19,515220,409620
2023,내과,M43,955,2852,2844,118572490,89559990
2023,내과,M45,7913,33853,33844,5180582230,4576591370
2023,내과,M46,1685,4663,4660,168805840,122125040
2023,내과,M47,21349,72861,72879,2654090140,2018688520
2023,내과,M48,35704,136514,136712,4219765250,3276247220
2023,내과,M49,1814,5860,5860,127031130,101146430
2023,내과,M50,4794,13785,13841,722786530,526036860
2023,내과,M51,12439,53214,53780,1951812950,1493906800
2023,내과,M53,10120,25804,25850,968336890,719588880
2023,내과,M54,319916,749701,749894,19726102370,15151606660
2023,내과,M60,7105,10252,10237,377967790,273073290
2023,내과,M61,64,94,94,2866890,2076390
2023,내과,M62,39024,61152,61146,1900755040,1401493420
2023,내과,M63,40,51,51,1645440,1200540
2023,내과,M65,12173,25866,25868,926640240,671187010
2023,내과,M66,26,46,46,947470,704170
2023,내과,M67,1166,2007,2001,87383920,62665320
2023,내과,M68,49,62,62,904410,706810
2023,내과,M70,900,1408,1407,37605750,27509050
2023,내과,M71,835,1831,1830,69279500,50409800
2023,내과,M72,3711,7768,7772,194435210,144179080
2023,내과,M73,26,34,34,1111070,809970
2023,내과,M75,35667,97271,97308,3224833110,2409007080
2023,내과,M76,981,2052,2064,74443930,53238390
2023,내과,M77,9228,22767,22778,836263070,599046870
2023,내과,M79,644681,1009605,1009469,21110839010,15945421260
2023,내과,M80,7043,20465,20461,1153252760,839684310
2023,내과,M81,366046,1009051,1008932,59749889700,43048147170
2023,내과,M82,1368,3133,3129,176502730,127595330
2023,내과,M83,2088,3755,3754,117147200,86168600
2023,내과,M84,94,199,201,15299090,12989400
2023,내과,M85,9111,16748,16730,633832340,457948740
2023,내과,M86,38,79,79,2677340,2125740
2023,내과,M87,49,113,112,4185630,2989330
2023,내과,M88,3,15,15,353310,316210
2023,내과,M89,1184,2323,2368,55246490,42979040
2023,내과,M90,5,5,5,266760,187060
2023,내과,M91,5,5,5,77730,61930
2023,내과,M92,48,71,71,1995520,1414520
2023,내과,M93,137,230,230,4047440,2979740
2023,내과,M94,5638,7059,7050,211619490,153949790
2023,내과,M95,36,43,41,1000160,729060
2023,내과,M96,1418,3473,3472,130663380,100747980
2023,내과,M99,771,1680,1691,40059460,31388790
2023,내과,N00,3133,5150,5145,155732550,114629250
2023,내과,N01,195,304,303,10082890,7450490
2023,내과,N02,6021,9365,9265,549782670,392270040
2023,내과,N03,2190,6886,6872,323222680,234370480
2023,내과,N04,1615,4423,4402,236348990,169879390
2023,내과,N05,3131,5204,5192,259615080,185246980
2023,내과,N06,2154,3072,3051,116649330,83324460
2023,내과,N07,3,5,5,594800,422700
2023,내과,N08,556,1237,1230,78507780,62035380
2023,내과,N10,46873,81686,82637,2876350510,2112088600
2023,내과,N11,1642,2944,2943,84823140,63589940
2023,내과,N12,4880,9288,9524,339508600,249630850
2023,내과,N13,2682,4107,3980,312798710,223309930
2023,내과,N14,70,162,162,10726420,7725920
2023,내과,N15,567,870,875,21357780,16226280
2023,내과,N16,61,67,67,2359360,1812260
2023,내과,N17,1806,3022,3117,212063520,153779020
2023,내과,N18,51996,3825035,3829205,751065976830,679544441480
2023,내과,N19,4722,7896,7877,379192590,281413160
2023,내과,N20,12768,16120,16041,1392232180,985744480
2023,내과,N21,6201,7371,7338,581071680,412164870
2023,내과,N22,206,239,238,15238930,10917410
2023,내과,N23,886,1020,1020,92766980,65947380
2023,내과,N25,133,246,246,20373910,16763810
2023,내과,N26,41,71,71,5919010,4402710
2023,내과,N27,45,119,119,8849740,6263640
2023,내과,N28,13751,17841,17578,1660604030,1177229870
2023,내과,N29,659,873,876,63905650,45212680
2023,내과,N30,262571,430324,430291,10533852790,7807983500
2023,내과,N31,42025,83910,83879,1654810180,1330049150
2023,내과,N32,8983,15899,15879,644589630,481429930
2023,내과,N33,51,84,84,2126470,1616870
2023,내과,N34,8131,12592,12590,334127000,246812200
2023,내과,N35,9,31,31,1331050,1045650
2023,내과,N36,35,46,45,1615920,1155220
2023,내과,N37,100,144,176,8604460,6459590
2023,내과,N39,50628,83017,83000,2175275510,1619584690
2023,내과,N40,85659,250960,250555,5050379590,4008910760
2023,내과,N41,1666,3083,3093,80069860,60171260
2023,내과,N42,998,1461,1420,78173740,56663090
2023,내과,N43,43,60,60,2716410,2034310
2023,내과,N44,10,10,10,182810,138010
2023,내과,N45,257,379,377,9417510,6917010
2023,내과,N46,34,357,355,4730340,3336840
2023,내과,N47,1,1,1,24270,17070
2023,내과,N48,907,1337,1352,25931670,20573150
2023,내과,N49,33,47,47,1572310,1137010
2023,내과,N50,293,538,537,14794690,10774390
2023,내과,N51,97,140,136,2266350,1707350
2023,내과,N60,7371,8041,7947,907985380,638557260
2023,내과,N61,490,662,654,40597560,28773660
2023,내과,N62,841,970,959,61676640,44501810
2023,내과,N63,27616,33895,33059,3994742730,2811328940
2023,내과,N64,40655,46578,46332,5803799420,4087798230
2023,내과,N70,158,186,186,14015380,9888280
2023,내과,N71,332,560,557,30560740,21655240
2023,내과,N72,4764,7449,7449,460399540,326883840
2023,내과,N73,2390,3505,3533,242698170,172127290
2023,내과,N74,266,306,306,23591700,16624100
2023,내과,N75,95,184,184,11461220,8058520
2023,내과,N76,9683,14221,14219,670874250,475849850
2023,내과,N77,418,538,537,17434980,12536780
2023,내과,N80,1711,2229,2204,262008770,185410830
2023,내과,N81,95,116,112,5866450,4302280
2023,내과,N82,5,6,6,906310,639910
2023,내과,N83,1095,1303,1240,155052410,109176610
2023,내과,N84,693,909,898,113129390,79446790
2023,내과,N85,285,358,349,41944200,29870600
2023,내과,N86,1546,1773,1772,139475100,98616400
2023,내과,N87,697,1269,1212,116791150,82605550
2023,내과,N88,83,100,94,4259260,3026460
2023,내과,N89,14,15,15,360030,271230
2023,내과,N90,12,12,12,434550,318050
2023,내과,N91,2751,3610,3597,375957150,264128950
2023,내과,N92,2985,3860,3839,392573070,275408520
2023,내과,N93,2441,3228,3209,410061230,288786260
2023,내과,N94,30427,51473,51462,1026247240,725486640
2023,내과,N95,34707,97583,97576,2078426040,1513907770
2023,내과,N96,85,257,257,6433730,5022330
2023,내과,N97,2067,3491,3489,206043750,144775150
2023,내과,N98,11,42,42,824370,594970
2023,내과,N99,7,25,24,416250,304350
2023,내과,O00,56,82,82,3151520,2622320
2023,내과,O01,2,7,7,179290,125790
2023,내과,O02,21,29,28,3212870,2555970
2023,내과,O03,11,23,23,1166590,843490
2023,내과,O04,1,1,1,17320,12220
2023,내과,O05,5,5,5,114040,88940
2023,내과,O06,2,3,3,55750,39150
2023,내과,O08,7,8,8,218690,159590
2023,내과,O10,46,111,111,1847110,1432910
2023,내과,O12,24,39,39,1884660,1544760
2023,내과,O13,137,283,281,8722200,7262800
2023,내과,O14,3,5,5,71640,50340
2023,내과,O15,2,3,3,302990,212290
2023,내과,O16,27,84,82,1538690,1338790
2023,내과,O20,20,30,30,1608130,1295230
2023,내과,O21,89,128,128,4664350,4068150
2023,내과,O22,1,1,1,17320,12220
2023,내과,O23,4,5,5,178240,147740
2023,내과,O24,4718,14557,14549,462406730,407407030
2023,내과,O26,90,240,240,7414290,6563390
2023,내과,O28,9,11,11,313450,282450
2023,내과,O30,2,2,2,143810,100810
2023,내과,O31,1,1,1,74830,67430
2023,내과,O34,22,23,42,2200610,1729930
2023,내과,O36,2,2,2,36390,25590
2023,내과,O41,1,12,12,237620,167220
2023,내과,O42,1,1,1,17320,12220
2023,내과,O47,1,1,1,36950,33350
2023,내과,O62,2,2,2,50550,35450
2023,내과,O71,1,1,1,24050,16850
2023,내과,O74,6,6,6,208000,146100
2023,내과,O75,2,2,2,88110,66810
2023,내과,O82,370,372,372,9667250,8581650
2023,내과,O86,5,6,6,103570,72870
2023,내과,O87,1,2,2,181750,127250
2023,내과,O90,61,126,126,6201870,4415670
2023,내과,O91,140,226,226,4190530,2972930
2023,내과,O92,73,87,87,3831250,2689250
2023,내과,O94,7,7,7,260440,234940
2023,내과,O99,28,42,42,2620830,2247030
2023,내과,P01,2,2,2,52310,36710
2023,내과,P05,18,22,22,1201450,844550
2023,내과,P07,7,15,15,438510,336910
2023,내과,P10,2,2,2,111510,78110
2023,내과,P21,51,136,135,40712360,33690660
2023,내과,P22,3,3,3,176550,129850
2023,내과,P23,98,137,137,2665150,2007150
2023,내과,P24,1,1,1,19760,18860
2023,내과,P25,1,1,1,12380,10880
2023,내과,P27,2,5,5,205060,150360
2023,내과,P28,319,421,417,20412480,14813380
2023,내과,P29,1,1,1,21620,15220
2023,내과,P38,8,18,18,408790,389690
2023,내과,P39,2,4,4,90640,86540
2023,내과,P54,1,1,1,28170,26770
2023,내과,P57,10,10,10,683250,483950
2023,내과,P59,8,12,12,451310,347010
2023,내과,P61,1,1,1,78600,55100
2023,내과,P71,1,1,1,51340,35940
2023,내과,P72,1,1,1,109610,76810
2023,내과,P78,3,3,3,159470,115970
2023,내과,P80,5,5,5,66840,54740
2023,내과,P81,3,3,3,71040,59940
2023,내과,P83,1,2,2,33680,32180
2023,내과,P92,10,10,10,1406000,1336100
2023,내과,Q01,2,11,11,74340,54840
2023,내과,Q02,1,1,1,17320,12220
2023,내과,Q03,1,1,1,225430,157830
2023,내과,Q04,9,15,14,252190,203690
2023,내과,Q05,7,12,11,420760,378260
2023,내과,Q06,1,1,1,17320,12220
2023,내과,Q07,4,5,5,562610,504010
2023,내과,Q10,13,35,35,2135250,1739650
2023,내과,Q14,1,1,1,14610,13110
2023,내과,Q15,1,1,1,16100,14500
2023,내과,Q16,2,2,2,54690,45190
2023,내과,Q17,13,19,18,1388110,1178610
2023,내과,Q18,46,52,50,2779060,1993760
2023,내과,Q20,23,63,63,6855500,6013000
2023,내과,Q21,565,1117,1093,122936890,94105270
2023,내과,Q22,30,102,101,5860020,4940120
2023,내과,Q23,262,1020,1014,77429000,66242800
2023,내과,Q24,85,339,338,15825460,13198080
2023,내과,Q25,95,174,169,14456270,10907210
2023,내과,Q26,10,28,25,1464340,1166240
2023,내과,Q27,29,42,40,1383440,994640
2023,내과,Q28,31,56,54,2983350,2120850
2023,내과,Q30,10,19,19,417380,295180
2023,내과,Q31,34,47,47,1132490,820690
2023,내과,Q32,6,9,9,559950,402350
2023,내과,Q33,4,4,4,250930,175830
2023,내과,Q34,89,117,115,5088970,3642170
2023,내과,Q35,3,3,3,50430,38730
2023,내과,Q36,25,28,27,488120,357620
2023,내과,Q37,1,1,1,12380,8680
2023,내과,Q38,80,86,86,4166840,3632740
2023,내과,Q39,42,65,64,3397410,2438910
2023,내과,Q40,22,28,27,1019940,800640
2023,내과,Q41,2,5,5,112050,78650
2023,내과,Q42,2,2,2,35540,28540
2023,내과,Q43,30,41,39,3236940,2280840
2023,내과,Q44,2941,3547,3504,440208100,310865500
2023,내과,Q45,45,59,55,4185590,3092990
2023,내과,Q50,6,7,7,711070,497970
2023,내과,Q51,17,18,18,3034280,2124880
2023,내과,Q52,2,2,2,248670,175770
2023,내과,Q53,9,9,8,216760,160160
2023,내과,Q54,1,2,1,37110,27510
2023,내과,Q55,6,6,6,102330,78030
2023,내과,Q60,54,121,118,5943090,4189090
2023,내과,Q61,2711,5003,4945,449560060,332572160
2023,내과,Q62,38,53,51,4211670,3034770
2023,내과,Q63,39,55,49,4259230,2996630
2023,내과,Q64,7,10,8,1321150,931250
2023,내과,Q65,7,26,26,1656040,1327440
2023,내과,Q66,8,10,8,306650,219750
2023,내과,Q67,70,77,74,2693320,1921320
2023,내과,Q68,14,31,29,555900,422800
2023,내과,Q69,3,3,3,48030,35430
2023,내과,Q70,2,2,1,24310,20610
2023,내과,Q72,3,3,3,108800,79700
2023,내과,Q73,1,1,1,12380,8680
2023,내과,Q74,4,4,4,63120,48220
2023,내과,Q75,3,4,2,55300,51800
2023,내과,Q76,24,26,26,605000,437800
2023,내과,Q77,10,31,31,1399710,1260010
2023,내과,Q78,11,42,41,3312250,2964450
2023,내과,Q79,25,51,49,2570430,2174530
2023,내과,Q80,5,13,13,423620,310220
2023,내과,Q81,8,28,28,468900,398000
2023,내과,Q82,63,79,75,2052150,1513550
2023,내과,Q83,67,77,75,6524380,4683080
2023,내과,Q84,7,10,10,202260,142260
2023,내과,Q85,110,304,304,15800800,13840600
2023,내과,Q86,4,7,7,187310,140410
2023,내과,Q87,116,437,436,26165040,23258240
2023,내과,Q89,157,220,206,11474560,8113260
2023,내과,Q90,42,267,267,16499060,13104960
2023,내과,Q92,2,3,3,60560,50360
2023,내과,Q93,12,49,49,1113280,959280
2023,내과,Q95,1,2,2,36710,25810
2023,내과,Q96,33,113,113,6487960,5500960
2023,내과,Q98,21,143,143,3400700,2950700
2023,내과,Q99,14,15,15,264630,186530
2023,내과,R00,113322,155165,154669,9367077940,6648669080
2023,내과,R01,421,542,533,65843980,46833280
2023,내과,R02,2,4,4,59390,41790
2023,내과,R03,63016,73951,73892,2016590980,1511459510
2023,내과,R04,7535,9492,9368,382875080,277571280
2023,내과,R05,69764,94009,93794,2709042180,1972806870
2023,내과,R06,35986,47174,46789,3452599290,2477050120
2023,내과,R07,278269,348663,347382,28662385920,20371688170
2023,내과,R09,3660,4885,4864,127255530,93929030
2023,내과,R10,560435,734807,734267,68517412450,48572602420
2023,내과,R11,159674,198808,198793,4770704310,3486644910
2023,내과,R12,12006,16464,16442,621467590,447431190
2023,내과,R13,991,3604,3586,193920780,154788880
2023,내과,R14,6096,8041,8032,336040390,241578340
2023,내과,R15,325,414,404,7082210,5959010
2023,내과,R16,700,845,839,65241620,46512520
2023,내과,R17,4459,5928,5853,410239380,290442210
2023,내과,R18,730,1035,997,93769800,67955100
2023,내과,R19,42277,52205,52130,5281897510,3730431410
2023,내과,R20,2129,2591,2532,80580640,58675940
2023,내과,R21,2746,3530,3513,118969360,86691860
2023,내과,R22,2666,3026,2961,117955720,84534320
2023,내과,R23,1833,2385,2370,113377870,81329270
2023,내과,R25,11181,14923,14832,349894900,258213180
2023,내과,R26,238,276,258,9774740,7408740
2023,내과,R27,33,55,53,1115790,879190
2023,내과,R29,515,849,845,16512780,13111780
2023,내과,R30,3516,4711,4705,182907380,136574380
2023,내과,R31,34188,46196,45783,2046796510,1465407430
2023,내과,R32,3042,5554,5546,95287630,78621430
2023,내과,R33,169,213,212,6621430,4897730
2023,내과,R34,69,83,82,4282640,3211840
2023,내과,R35,7004,11108,11092,255063990,196421350
2023,내과,R36,13,13,13,234220,176520
2023,내과,R39,3084,4503,4493,200449750,148221550
2023,내과,R40,118,157,151,9047640,6506740
2023,내과,R41,5275,11547,11518,216463620,175729920
2023,내과,R42,199464,269010,268499,10005251310,7293878060
2023,내과,R43,370,418,404,10182370,7497670
2023,내과,R44,66,74,70,2695580,1979780
2023,내과,R45,3024,4800,4796,84505450,65569550
2023,내과,R46,326,404,404,5628510,4504710
2023,내과,R47,105,122,116,3291110,2474910
2023,내과,R48,3,3,3,43230,32930
2023,내과,R49,377,414,407,12462980,9208380
2023,내과,R50,94551,120241,120113,3570005060,2674075450
2023,내과,R51,204149,273306,272797,5726357530,4224467640
2023,내과,R52,65979,105753,105726,2450912260,1832371840
2023,내과,R53,9431,12262,12259,503809970,361591870
2023,내과,R54,722,2297,2297,115877550,93381550
2023,내과,R55,9954,12972,12719,930058540,658762180
2023,내과,R56,919,1465,1456,67906530,49718230
2023,내과,R57,447,770,768,22476950,16657650
2023,내과,R58,356,444,442,21367650,15799250
2023,내과,R59,4512,5448,5359,190655270,136001570
2023,내과,R60,72943,113299,113157,5726311800,4140274060
2023,내과,R61,1354,1772,1752,55746480,40188980
2023,내과,R62,250,364,352,7719260,5766060
2023,내과,R63,30419,41262,41228,1951730240,1434669750
2023,내과,R64,122,173,173,3315430,2608630
2023,내과,R65,32,37,37,1598430,1134630
2023,내과,R68,20802,25998,25918,602509100,435507850
2023,내과,R69,106,121,121,3072270,2251370
2023,내과,R70,3,4,4,157700,114200
2023,내과,R71,71,86,81,2798550,1981950
2023,내과,R72,2647,3650,3637,264645350,187298650
2023,내과,R73,196758,285655,285558,10484308630,7699844380
2023,내과,R74,2207,2766,2756,160353610,113694210
2023,내과,R75,1,1,1,17320,12220
2023,내과,R76,536,683,678,42274890,29835390
2023,내과,R77,321,431,418,30011730,21250530
2023,내과,R78,90,123,123,5096320,3871820
2023,내과,R79,4182,5179,5132,335741270,239671270
2023,내과,R80,28717,39234,39024,1329974990,947672520
2023,내과,R81,6825,10385,10384,227006620,179440540
2023,내과,R82,4630,5956,5951,210952780,151330180
2023,내과,R84,155,175,169,5682370,4119970
2023,내과,R85,22,36,29,907670,681870
2023,내과,R86,60,70,68,2434530,1742930
2023,내과,R87,764,1168,1147,99026400,69717900
2023,내과,R89,37,40,40,1683460,1191960
2023,내과,R90,47,63,48,3731050,2644050
2023,내과,R91,10998,13368,12890,704216900,503328100
2023,내과,R92,9052,9985,9836,1032035930,727020250
2023,내과,R93,3890,4691,4518,726458000,511880130
2023,내과,R94,73855,100634,100399,7825517880,5538246850
2023,내과,R96,1,1,1,25810,25810
2023,내과,S00,3358,4867,4868,118480600,89746540
2023,내과,S01,4331,7669,7680,189086750,142836900
2023,내과,S02,339,375,377,29856610,21388380
2023,내과,S03,335,417,414,8324790,6352090
2023,내과,S04,38,92,90,2556230,1931230
2023,내과,S05,168,187,191,11075140,7993970
2023,내과,S06,659,913,1161,71517730,52138960
2023,내과,S07,53,111,110,2708080,2034680
2023,내과,S08,4,4,4,87200,71400
2023,내과,S09,165,210,208,5802480,4366280
2023,내과,S10,92,107,107,2408430,1772430
2023,내과,S11,134,272,272,5982400,4518000
2023,내과,S12,12,25,31,1172160,884330
2023,내과,S13,12926,23574,23701,588658660,440138100
2023,내과,S14,123,463,463,23705150,17430650
2023,내과,S15,21,26,24,1272250,924250
2023,내과,S16,11,21,21,533620,396120
2023,내과,S19,18,20,20,579250,440050
2023,내과,S20,2539,3507,3504,92239630,69665230
2023,내과,S21,331,619,619,15192490,11786090
2023,내과,S22,3612,5885,6653,407541410,299101650
2023,내과,S23,23941,30879,30983,856618620,634449370
2023,내과,S24,51,72,70,3836150,2863850
2023,내과,S25,4,4,4,72640,54440
2023,내과,S26,3,3,3,217620,156220
2023,내과,S27,7,10,10,891620,631820
2023,내과,S28,15,17,17,396270,287270
2023,내과,S29,70,91,91,2300430,1735530
2023,내과,S30,715,1087,1092,28381860,21482670
2023,내과,S31,679,1262,1261,29289690,22727290
2023,내과,S32,540,1030,1340,111738350,81676490
