구,업종명,업소명,인허가일자,영업상태,폐업일자,소재지(도로명),소재지(지번),데이터기준일자
중원구,건강기능식품일반판매업,쎄보르,2022-02-04,영업중,,"경기도 성남시 중원구 광명로 411, 307동 1806호 (금광동, 한양수자인 성남마크뷰)",경기도 성남시 중원구 금광동 2600 한양수자인 성남마크뷰 307동 1806호,2024-04-17
중원구,건강기능식품일반판매업,대신투몰,2022-02-09,영업중,,"경기도 성남시 중원구 광명로 115, 3층 302호 (성남동, 동부주택브리앙뜨)",경기도 성남시 중원구 성남동 2163 동부주택브리앙뜨 ,2024-04-17
중원구,건강기능식품일반판매업,헬스준,2022-02-09,영업중,,"경기도 성남시 중원구 원터로38번길 10-3, 1층 (하대원동)",경기도 성남시 중원구 하대원동 125-16 1층 ,2024-04-17
중원구,건강기능식품일반판매업,야자몰,2022-02-09,영업중,,"경기도 성남시 중원구 산성대로552번길 15, 110동 803호 (은행동, 은행주공아파트)",경기도 성남시 중원구 은행동 550 은행주공아파트 110동 803호,2024-04-17
중원구,건강기능식품일반판매업,(주)풋팅코리아,2022-02-16,영업중,,"경기도 성남시 중원구 성남대로 1132, 모란역 센트럴스퀘어 3층 317호 (성남동)",경기도 성남시 중원구 성남동 3502 모란역 센트럴스퀘어 317호,2024-04-17
중원구,건강기능식품일반판매업,하꼬다꼬,2022-02-18,영업중,,"경기도 성남시 중원구 은행로37번길 8, 2층 201호 (은행동, 다세대주택)",경기도 성남시 중원구 은행동 1329-2 다세대주택 201호,2024-04-17
중원구,건강기능식품일반판매업,바인커머스,2022-02-21,영업중,,"경기도 성남시 중원구 황송로 77, 109동 604호 (금광동, 래미안금광아파트)",경기도 성남시 중원구 금광동 2500 래미안금광아파트 109동 604호,2024-04-17
중원구,건강기능식품일반판매업,글로벌제이몰,2022-02-23,영업중,,"경기도 성남시 중원구 은이로 11, 1층 108호 (은행동)",경기도 성남시 중원구 은행동 2474 1층 108호,2024-04-17
중원구,건강기능식품일반판매업,브이앤비 주식회사,2022-02-24,영업중,,"경기도 성남시 중원구 둔촌대로101번길 27, 엠타워 8층 803(나804호)호 (성남동)",경기도 성남시 중원구 성남동 3489 엠타워 ,2024-04-17
중원구,건강기능식품일반판매업,인셀덤엘라,2022-03-04,영업중,,"경기도 성남시 중원구 금상로 134, 118동 14층 1406호 (상대원동, 선경상대원2차아파트)",경기도 성남시 중원구 상대원동 279-1 선경상대원2차아파트 ,2024-04-17
중원구,건강기능식품일반판매업,유앤아이뷰티,2022-03-11,영업중,,"경기도 성남시 중원구 둔촌대로151번길 30, 1층 (성남동)",경기도 성남시 중원구 성남동 4066 1층 ,2024-04-17
중원구,건강기능식품일반판매업,뷰티로운 힐링샵,2022-03-14,영업중,,"경기도 성남시 중원구 광명로 372, 3층 일부호 (금광동)",경기도 성남시 중원구 금광동 1798 3층 일부호,2024-04-17
중원구,건강기능식품일반판매업,미래건강,2022-03-14,영업중,,"경기도 성남시 중원구 금빛로61번길 23, 1층 일부호 (금광동)",경기도 성남시 중원구 금광동 3153 1층 일부호,2024-04-17
중원구,건강기능식품일반판매업,윤은마켓,2022-03-17,영업중,,"경기도 성남시 중원구 둔촌대로371번길 9-21, 201호 (상대원동)",경기도 성남시 중원구 상대원동 5378 201호,2024-04-17
중원구,건강기능식품일반판매업,니니상점,2022-03-29,영업중,,"경기도 성남시 중원구 둔촌대로113번길 15, 101동 203호 (성남동, 가나리츠아파트)",경기도 성남시 중원구 성남동 4117-1 가나리츠아파트 101동 203호,2024-04-17
중원구,건강기능식품일반판매업,판다데일리,2022-04-04,영업중,,"경기도 성남시 중원구 둔촌대로 300, 1007동 1401호 (하대원동, 아튼빌아파트)",경기도 성남시 중원구 하대원동 249 아튼빌아파트 1007동 1401호,2024-04-17
중원구,건강기능식품일반판매업,김정문알로에 성남지사,2022-04-12,영업중,,"경기도 성남시 중원구 성남대로1130번길 9-1, 2층 일부호 (성남동)",경기도 성남시 중원구 성남동 3508-1 2층 일부호,2024-04-17
중원구,건강기능식품일반판매업,스마트에스와이,2022-04-12,영업중,,"경기도 성남시 중원구 자혜로 52, 5층 502호 (금광동)",경기도 성남시 중원구 금광동 2889 5층 502호,2024-04-17
중원구,건강기능식품일반판매업,맑은식품,2022-04-12,영업중,,"경기도 성남시 중원구 희망로343번길 35-7, 1층 (상대원동)",경기도 성남시 중원구 상대원동 4638 1층 ,2024-04-17
중원구,건강기능식품일반판매업,애터미모란TOP센타,2022-04-25,영업중,,"경기도 성남시 중원구 성남대로 1139, 한일타워 9층 (성남동)",경기도 성남시 중원구 성남동 4170 한일타워 9층 ,2024-04-17
중원구,건강기능식품일반판매업,나이스가이,2022-04-27,영업중,,"경기도 성남시 중원구 원터로69번길 16, 2층 (성남동)",경기도 성남시 중원구 성남동 3052 2층 ,2024-04-17
중원구,건강기능식품일반판매업,세븐일레븐성남공단본점,2022-04-28,영업중,,"경기도 성남시 중원구 둔촌대로457번길 8, 1층 일부호 (상대원동)",경기도 성남시 중원구 상대원동 517-14 1층 일부호,2024-04-17
중원구,건강기능식품일반판매업,더블제이즈,2022-04-28,영업중,,"경기도 성남시 중원구 희망로 415, 107동 1501호 (중앙동, 롯데캐슬)",경기도 성남시 중원구 중앙동 710 롯데캐슬 107동 1501호,2024-04-17
중원구,건강기능식품일반판매업,애터미모란임페리얼센터,2022-05-10,영업중,,"경기도 성남시 중원구 성남대로 1126, 메가프라자 5층 510호 (성남동)",경기도 성남시 중원구 성남동 4123 메가프라자 5층 510호,2024-04-17
중원구,건강기능식품일반판매업,건강백화점,2022-05-17,영업중,,"경기도 성남시 중원구 둔촌대로113번길 10-12, 1층 일부호 (성남동)",경기도 성남시 중원구 성남동 4052 1층 일부호,2024-04-17
중원구,건강기능식품일반판매업,강남박언니,2022-05-17,영업중,,"경기도 성남시 중원구 산성대로 136, 3층 301호 (성남동, 지앤느 모란)",경기도 성남시 중원구 성남동 3135 지앤느 모란 3층 301호,2024-04-17
중원구,건강기능식품일반판매업,지산,2022-05-19,영업중,,"경기도 성남시 중원구 여수울로 51, 211동 206호 (여수동, 산들마을)",경기도 성남시 중원구 여수동 602 산들마을 211동 206호,2024-04-17
중원구,건강기능식품일반판매업,베스트인셀덤,2022-05-19,영업중,,"경기도 성남시 중원구 제일로63번길 22, 2동 5층 502호 (성남동, 신원맨션)",경기도 성남시 중원구 성남동 3374 신원맨션 2동 5층502호,2024-04-17
중원구,건강기능식품일반판매업,그랜드인셀덤,2022-05-20,영업중,,"경기도 성남시 중원구 둔촌대로171번길 6, 108동 902호 (성남동, 금호어울림아파트)",경기도 성남시 중원구 성남동 3126 금호어울림아파트 108동 902호,2024-04-17
중원구,건강기능식품일반판매업,텔레그라프,2022-05-23,영업중,,"경기도 성남시 중원구 산성대로440번길 16, 지층 (금광동)",경기도 성남시 중원구 금광동 4062 지층 ,2024-04-17
중원구,건강기능식품일반판매업,인셀덤(성남점),2022-05-25,영업중,,"경기도 성남시 중원구 산성대로 198, 영건센스빌 12층 1201호 (성남동)",경기도 성남시 중원구 성남동 2164 영건센스빌 12층 1201호,2024-04-17
중원구,건강기능식품일반판매업,세이브영인셀덤,2022-05-25,영업중,,"경기도 성남시 중원구 둔촌대로69번길 8, 모란종합시장 2층 212호 (성남동)",경기도 성남시 중원구 성남동 4214 모란종합시장 2층 212호,2024-04-17
중원구,건강기능식품일반판매업,뽀람뽀람킹스,2022-05-27,영업중,,"경기도 성남시 중원구 둔촌대로127번길 18, 102동 601호 (성남동, 엘케이엠타운)",경기도 성남시 중원구 성남동 4029-1 엘케이엠타운 102동 601호,2024-04-17
중원구,건강기능식품일반판매업,영광,2022-05-27,영업중,,"경기도 성남시 중원구 둔촌대로 85, 은하빌딩 2층 일부호 (성남동)",경기도 성남시 중원구 성남동 4183 은하빌딩 2층 일부호,2024-04-17
중원구,건강기능식품일반판매업,박혜란 상점,2022-06-02,영업중,,"경기도 성남시 중원구 자혜로32번길 13, 2층 일부호 (금광동)",경기도 성남시 중원구 금광동 3249 ,2024-04-17
중원구,건강기능식품일반판매업,김예림,2022-06-03,영업중,,"경기도 성남시 중원구 희망로326번길 24-15, 2층 (상대원동)",경기도 성남시 중원구 상대원동 1843 2층 ,2024-04-17
중원구,건강기능식품일반판매업,더셀러,2022-06-07,영업중,,"경기도 성남시 중원구 광명로 411, 305동 1104호 (금광동, 한양수자인 성남마크뷰)",경기도 성남시 중원구 금광동 2600 한양수자인 성남마크뷰 305동 1104호,2024-04-17
중원구,건강기능식품일반판매업,세븐일레븐성남인더스점,2022-06-08,영업중,,"경기도 성남시 중원구 사기막골로 137, 중앙인더스피아5차 1층 108호 일부호 (상대원동)",경기도 성남시 중원구 상대원동 138-6 중앙인더스피아5차 1층 108호 일부 ,2024-04-17
중원구,건강기능식품일반판매업,성남일지인셀덤,2022-06-14,영업중,,"경기도 성남시 중원구 은행로81번길 11-9, 201호 (은행동, 신광빌라)",경기도 성남시 중원구 은행동 1982 신광빌라 201호,2024-04-17
중원구,건강기능식품일반판매업,스케치,2022-06-23,영업중,,"경기도 성남시 중원구 여수울로15번길 22-4, 지하1층 (여수동)",경기도 성남시 중원구 여수동 490 지하1층 ,2024-04-17
중원구,건강기능식품일반판매업,인셀덤스텔라,2022-06-30,영업중,,"경기도 성남시 중원구 시민로66번길 21, 103동 1003호 (중앙동, 중앙동힐스테이트1차)",경기도 성남시 중원구 중앙동 578 중앙동힐스테이트1차 103동 1003호,2024-04-17
중원구,건강기능식품일반판매업,행복상점,2022-07-27,영업중,,"경기도 성남시 중원구 은행로38번길 21, 1층 (은행동, 동산빌라)",경기도 성남시 중원구 은행동 1903 단독주택 ,2024-04-17
중원구,건강기능식품일반판매업,(주)한비가 성남직매장,2022-08-11,영업중,,"경기도 성남시 중원구 마지로 159, 1,2층 (하대원동)","경기도 성남시 중원구 하대원동 162 1,2층 ",2024-04-17
중원구,건강기능식품일반판매업,카투카라,2022-08-16,영업중,,"경기도 성남시 중원구 도촌남로 67, 306동 802호 (도촌동, 휴먼시아섬마을3단지아파트)",경기도 성남시 중원구 도촌동 702 휴먼시아섬마을3단지아파트 306동 802호,2024-04-17
중원구,건강기능식품일반판매업,인셀덤퀸,2022-01-26,영업중,,"경기도 성남시 중원구 순환로198번길 14, 2층 204호 (상대원동, 산호아파트)",경기도 성남시 중원구 상대원동 산 19-4 산호아파트 2층 204호,2024-04-17
중원구,건강기능식품일반판매업,비엘트레이드,2022-08-31,영업중,,"경기도 성남시 중원구 원터로110번길 4, 901호 (성남동)",경기도 성남시 중원구 성남동 2599 901호,2024-04-17
중원구,건강기능식품일반판매업,웰쓰,2022-09-21,영업중,,"경기도 성남시 중원구 금상로 134, 105동 505호 (상대원동, 선경상대원2차아파트)",경기도 성남시 중원구 상대원동 279-1 선경상대원2차아파트 105동 505호,2024-04-17
중원구,건강기능식품일반판매업,예이아가,2022-09-27,영업중,,"경기도 성남시 중원구 도촌남로 148, 902동 104호 (도촌동, 휴먼시아섬마을9단지아파트)",경기도 성남시 중원구 도촌동 708 휴먼시아섬마을9단지아파트 902동 104호,2024-04-17
중원구,건강기능식품일반판매업,명운몰드인,2022-09-29,영업중,,"경기도 성남시 중원구 박석로5번길 14, 301호 (상대원동, 수&수캐슬)",경기도 성남시 중원구 상대원동 1432-4 수&수캐슬 301호,2024-04-17
중원구,건강기능식품일반판매업,주식회사 바디퓨엘,2022-09-29,영업중,,"경기도 성남시 중원구 둔촌대로64번길 4-14, 1층 일부호 (성남동)",경기도 성남시 중원구 성남동 4897 1층 일부호,2024-04-17
중원구,건강기능식품일반판매업,모아모아인셀덤,2022-10-06,영업중,,"경기도 성남시 중원구 성남대로1130번길 32, 105동 202호 (성남동, LK M타운)",경기도 성남시 중원구 성남동 4029-3 LK M타운 105동 202호,2024-04-17
중원구,건강기능식품일반판매업,디톡스미,2022-10-14,영업중,,"경기도 성남시 중원구 박석로93번길 4-1, 1층 일부호 (상대원동)",경기도 성남시 중원구 상대원동 2308-1 1층 일부호,2024-04-17
중원구,건강기능식품일반판매업,더젠스토어,2022-10-17,영업중,,"경기도 성남시 중원구 금상로82번길 20-3, 1층 일부호 (상대원동)",경기도 성남시 중원구 상대원동 853-7 1층 일부호,2024-04-17
중원구,건강기능식품일반판매업,빅마켓,2022-10-18,영업중,,"경기도 성남시 중원구 둔촌대로 363, 103동 701호 (하대원동, 자이아파트)",경기도 성남시 중원구 하대원동 539 자이아파트 103동 701호,2024-04-17
중원구,건강기능식품일반판매업,에스제이조아쇼핑,2022-10-18,영업중,,"경기도 성남시 중원구 도촌남로 22, 115동 202호 (도촌동, 휴먼시아섬마을1단지아파트)",경기도 성남시 중원구 도촌동 700 휴먼시아섬마을1단지아파트 115동 202호,2024-04-17
중원구,건강기능식품일반판매업,일상생활스토어,2022-10-20,영업중,,"경기도 성남시 중원구 광명로 132, 만오빌딩 4층 일부(25호)호 (성남동)",경기도 성남시 중원구 성남동 2613 만오빌딩 4층 일부(25호) ,2024-04-17
중원구,건강기능식품일반판매업,애터미,2022-10-27,영업중,,"경기도 성남시 중원구 산성대로372번길 23, 4층 (금광동)",경기도 성남시 중원구 금광동 3734 4층 ,2024-04-17
중원구,건강기능식품일반판매업,기분좋은날,2022-11-08,영업중,,"경기도 성남시 중원구 둔촌대로151번길 28, 1층 일부호 (성남동)",경기도 성남시 중원구 성남동 4068 1층 일부 ,2024-04-17
중원구,건강기능식품일반판매업,로아이스,2022-11-09,영업중,,"경기도 성남시 중원구 은이로63번길 8-13, 지층 1호 (은행동, 세교빌라3차)",경기도 성남시 중원구 은행동 887 세교빌라3차 지층 1호 ,2024-04-17
중원구,건강기능식품일반판매업,인셀덤분당대리점,2022-11-16,영업중,,"경기도 성남시 중원구 도촌로26번길 10, 1층 101호 (도촌동)",경기도 성남시 중원구 도촌동 596 1층101호,2024-04-17
중원구,건강기능식품일반판매업,라온라온,2022-11-28,영업중,,"경기도 성남시 중원구 희망로 415, 101동 204호 (중앙동, 롯데캐슬)",경기도 성남시 중원구 중앙동 710 롯데캐슬 101동 204호,2024-04-17
중원구,건강기능식품일반판매업,슈퍼모델,2022-11-29,영업중,,"경기도 성남시 중원구 도촌남로 22, 112동 1103호 (도촌동, 휴먼시아섬마을1단지아파트)",경기도 성남시 중원구 도촌동 700 휴먼시아섬마을1단지아파트 112동 1103호,2024-04-17
중원구,건강기능식품일반판매업,주식회사 미라이,2022-11-30,영업중,,"경기도 성남시 중원구 둔촌대로 388, 크란츠 테크노 1층 122호 (상대원동)",경기도 성남시 중원구 상대원동 5442-1 크란츠 테크노 1층 122호 ,2024-04-17
중원구,건강기능식품일반판매업,캔유스토어,2022-11-30,영업중,,"경기도 성남시 중원구 원터로18번길 19, 103동 311호 (하대원동, 성원초원아파트)",경기도 성남시 중원구 하대원동 115-3 성원초원아파트 103동 311호,2024-04-17
중원구,건강기능식품일반판매업,하늘누리,2022-11-30,영업중,,"경기도 성남시 중원구 시민로 66, 205동 101호 (중앙동, 중앙동 힐스테이트 2차)",경기도 성남시 중원구 중앙동 577 중앙동 힐스테이트 2차 205동 101호,2024-04-17
중원구,건강기능식품일반판매업,루이코스메틱,2022-12-05,영업중,,"경기도 성남시 중원구 둔촌대로113번길 22-14, 3층 301호 (성남동, 부성맨션)",경기도 성남시 중원구 성남동 3587 부성맨션 3층 301호 ,2024-04-17
중원구,건강기능식품일반판매업,열세번째,2022-12-19,영업중,,"경기도 성남시 중원구 둔촌대로 124-3, 7층 일부호 (하대원동)",경기도 성남시 중원구 하대원동 103-18 7층 일부 ,2024-04-17
중원구,건강기능식품일반판매업,성운상사 발리노니코리아,2022-04-07,영업중,,"경기도 성남시 중원구 금상로 8-1, 4층 (상대원동)",경기도 성남시 중원구 상대원동 2980-21 ,2024-04-17
중원구,건강기능식품일반판매업,솔직한당도,2022-03-03,영업중,,"경기도 성남시 중원구 금광로 26, 201동 701호 (금광동, e편한세상금빛그랑메종)",경기도 성남시 중원구 금광동 1003 e편한세상금빛그랑메종 201동 701호,2024-04-17
중원구,건강기능식품일반판매업,램프진,2022-01-27,영업중,,"경기도 성남시 중원구 금광로 11, 106동 2204호 (금광동, e편한세상금빛그랑메종)",경기도 성남시 중원구 금광동 1001 e편한세상금빛그랑메종 106동 2204호,2024-04-17
중원구,건강기능식품일반판매업,빈체로인셀덤,2022-01-18,영업중,,"경기도 성남시 중원구 여수울로 50, 402동 901호 (여수동, 연꽃마을 아파트)",경기도 성남시 중원구 여수동 601 연꽃마을 아파트 402동 901호,2024-04-17
중원구,건강기능식품일반판매업,야신패밀리,2022-08-17,영업중,,"경기도 성남시 중원구 광명로 176, 106동 804호 (중앙동, 신흥역하늘채랜더스원아파트)",경기도 성남시 중원구 중앙동 3001 신흥역하늘채랜더스원아파트 106동 804호,2024-04-17
중원구,건강기능식품일반판매업,비비드하우스,2022-06-27,영업중,,"경기도 성남시 중원구 성남대로1139번길 11, 503호 (성남동, 로그인 한진아파트)",경기도 성남시 중원구 성남동 4859 로그인 한진아파트 503호,2024-04-17
중원구,건강기능식품일반판매업,쥬킴 하우스,2022-01-26,영업중,,"경기도 성남시 중원구 성남대로1139번길 11, 503호 (성남동, 로그인 한진아파트)",경기도 성남시 중원구 성남동 4859 로그인 한진아파트 503호,2024-04-17
중원구,건강기능식품일반판매업,주식회사 153컴퍼니,2022-08-25,영업중,,"경기도 성남시 중원구 광명로 108, 1302호 (성남동, 그린빌아파트)",경기도 성남시 중원구 성남동 2493 그린빌아파트 1302호,2024-04-17
중원구,건강기능식품일반판매업,파니아컴퍼니,2023-01-04,영업중,,"경기도 성남시 중원구 금상로 134, 105동 1008호 (상대원동, 선경상대원2차아파트)",경기도 성남시 중원구 상대원동 279-1 선경상대원2차아파트 105동 1008호,2024-04-17
중원구,건강기능식품일반판매업,라라앤코인터내셔널,2023-01-02,영업중,,"경기도 성남시 중원구 광명로 411, 302동 303호 (금광동, 한양수자인 성남마크뷰)",경기도 성남시 중원구 금광동 2600 한양수자인 성남마크뷰 302동 303호,2024-04-17
중원구,건강기능식품일반판매업,샵엣,2023-01-03,영업중,,"경기도 성남시 중원구 광명로 86-4, 5층 501호 (성남동, S.N블르버드)",경기도 성남시 중원구 성남동 2334 S.N블르버드 501호,2024-04-17
중원구,건강기능식품일반판매업,어퍼마운트,2023-01-03,영업중,,"경기도 성남시 중원구 여수울로 51, 211동 206호 (여수동, 산들마을)",경기도 성남시 중원구 여수동 602 산들마을 211동 206호,2024-04-17
중원구,건강기능식품일반판매업,한솔라이프,2023-01-05,영업중,,"경기도 성남시 중원구 산성대로 594, 5층 (은행동)",경기도 성남시 중원구 은행동 608 5층호,2024-04-17
중원구,건강기능식품일반판매업,복조리건강뷰티세상,2023-01-06,영업중,,"경기도 성남시 중원구 박석로85번길 28, 3층 (상대원동)",경기도 성남시 중원구 상대원동 2492 ,2024-04-17
중원구,건강기능식품일반판매업,킴스글로벌마트,2023-01-10,영업중,,"경기도 성남시 중원구 성남대로997번길 45-4, 4층 401호 (여수동)",경기도 성남시 중원구 여수동 331 4층401호,2024-04-17
중원구,건강기능식품일반판매업,토마토의농비어천가,2023-01-07,영업중,,"경기도 성남시 중원구 여수울로15번길 4-3, 1층 (여수동)",경기도 성남시 중원구 여수동 434 ,2024-04-17
중원구,건강기능식품일반판매업,에이스,2023-01-12,영업중,,"경기도 성남시 중원구 제일로63번길 19, 1층 (성남동)",경기도 성남시 중원구 성남동 3679 ,2024-04-17
중원구,건강기능식품일반판매업,옹기종기,2023-01-16,영업중,,"경기도 성남시 중원구 산성대로 지하 204-5, C동 라열10-1호 (성남동)",경기도 성남시 중원구 성남동 1315 C동 라10-1호,2024-04-17
중원구,건강기능식품일반판매업,에이알,2023-01-16,영업중,,"경기도 성남시 중원구 광명로335번길 24-32, 302호 (금광동, 다세대주택)",경기도 성남시 중원구 금광동 3538 다세대주택 302호,2024-04-17
중원구,건강기능식품일반판매업,완판이네,2023-01-15,영업중,,"경기도 성남시 중원구 원터로75번길 21-9, 201호 (성남동)",경기도 성남시 중원구 성남동 3062 201호,2024-04-17
중원구,건강기능식품일반판매업,초이진스,2023-01-17,영업중,,"경기도 성남시 중원구 제일로35번길 30-10, 102호 (성남동)",경기도 성남시 중원구 성남동 3697 102호,2024-04-17
중원구,건강기능식품일반판매업,모가잇슈,2023-01-19,영업중,,"경기도 성남시 중원구 원터로93번길 25-11, 지하층 일부호 (성남동)",경기도 성남시 중원구 성남동 3000 지하층 일부호,2024-04-17
중원구,건강기능식품일반판매업,유키즈,2023-01-27,영업중,,"경기도 성남시 중원구 은행로 13, 101동 1002호 (은행동, 두산위브)",경기도 성남시 중원구 은행동 1740 두산위브 1002호,2024-04-17
중원구,건강기능식품일반판매업,호주팟,2023-01-30,영업중,,"경기도 성남시 중원구 원터로 6, 2층 (하대원동)",경기도 성남시 중원구 하대원동 146-20 ,2024-04-17
중원구,건강기능식품일반판매업,이제이씨에스(ejcs),2023-02-01,영업중,,"경기도 성남시 중원구 둔촌대로113번길 22-13, 3층 (성남동)",경기도 성남시 중원구 성남동 3579 ,2024-04-17
중원구,건강기능식품일반판매업,혜나몰,2023-02-02,영업중,,"경기도 성남시 중원구 광명로264번길 6-1, 지층 B01호 (중앙동, 다세대주택)",경기도 성남시 중원구 중앙동 2006 다세대주택 B01호,2024-04-17
중원구,건강기능식품일반판매업,유나플렉스,2023-02-03,영업중,,"경기도 성남시 중원구 은행로 13, 101동 1002호 (은행동, 두산위브)",경기도 성남시 중원구 은행동 1740 두산위브 1002호,2024-04-17
중원구,건강기능식품일반판매업,꽃담뷰티,2023-02-06,영업중,,"경기도 성남시 중원구 둔촌대로 84, 2층 209호 (성남동)",경기도 성남시 중원구 성남동 4943 209호,2024-04-17
중원구,건강기능식품일반판매업,코엔바이오,2023-02-07,영업중,,"경기도 성남시 중원구 순환로 178, 103동 102호 (상대원동, 성지아파트)",경기도 성남시 중원구 상대원동 195-5 성지아파트 103동 102호,2024-04-17
중원구,건강기능식품일반판매업,오래오래,2023-02-07,영업중,,"경기도 성남시 중원구 자혜로16번길 9, 101동 302호 (금광동, 삼익금광아파트)",경기도 성남시 중원구 금광동 3950 삼익금광아파트 101동 302호,2024-04-17
중원구,건강기능식품일반판매업,온더샵,2023-02-08,영업중,,"경기도 성남시 중원구 둔촌대로425번길 38, 지층 (상대원동)",경기도 성남시 중원구 상대원동 1353 ,2024-04-17
중원구,건강기능식품일반판매업,기다림유통,2023-02-08,영업중,,"경기도 성남시 중원구 희망로400번길 7-4, 2층 201호 (금광동, 다세대주택)",경기도 성남시 중원구 금광동 124 다세대주택 201호,2024-04-17
중원구,건강기능식품일반판매업,씨제이올리브영(주) 성남은행점,2023-02-13,영업중,,"경기도 성남시 중원구 산성대로 532, 1층 (은행동)",경기도 성남시 중원구 은행동 983 ,2024-04-17
중원구,건강기능식품일반판매업,새로뷰티,2023-02-13,영업중,,"경기도 성남시 중원구 산성대로552번길 15, 123동 1105호 (은행동, 은행주공아파트)",경기도 성남시 중원구 은행동 550 은행주공아파트 123동 1105호,2024-04-17
중원구,건강기능식품일반판매업,야무진,2023-02-13,영업중,,"경기도 성남시 중원구 자혜로57번길 21-13, 4층 401호 (은행동, 동남맨션)",경기도 성남시 중원구 은행동 2281-1 동남맨션 401호,2024-04-17
중원구,건강기능식품일반판매업,(호)쇼핑,2023-02-13,영업중,,"경기도 성남시 중원구 광명로32번길 13, B02호 (성남동, 대명빌리지)",경기도 성남시 중원구 성남동 3377 대명빌리지 B02호,2024-04-17
중원구,건강기능식품일반판매업,기념품의신,2023-02-16,영업중,,"경기도 성남시 중원구 광명로134번길 7-4, 지층 B01호 (성남동)",경기도 성남시 중원구 성남동 2648 B01호,2024-04-17
중원구,건강기능식품일반판매업,센더소니아,2023-02-16,영업중,,"경기도 성남시 중원구 순환로453번길 5, 2층 202호 (은행동, 캐빈빌리지)",경기도 성남시 중원구 은행동 556 캐빈빌리지 202호,2024-04-17
중원구,건강기능식품일반판매업,아에떼(Aete),2023-02-22,영업중,,"경기도 성남시 중원구 은행로81번길 13-5, 지하층 B02호 (은행동)",경기도 성남시 중원구 은행동 1976-1 B02호,2024-04-17
중원구,건강기능식품일반판매업,위드루시,2023-02-22,영업중,,"경기도 성남시 중원구 광명로 176, 107동 1202호 (중앙동, 신흥역하늘채랜더스원아파트)",경기도 성남시 중원구 중앙동 3001 신흥역하늘채랜더스원아파트 107동 1202호,2024-04-17
중원구,건강기능식품일반판매업,두바이컴퍼니,2023-02-23,영업중,,"경기도 성남시 중원구 순환로 188, 마동 506호 (상대원동, 궁전아파트)",경기도 성남시 중원구 상대원동 179 궁전아파트 마동 506호,2024-04-17
중원구,건강기능식품일반판매업,몽땅직구,2023-02-24,영업중,,"경기도 성남시 중원구 둔촌대로 124-3, 7층 일부호 (하대원동)",경기도 성남시 중원구 하대원동 103-18 7층일부호,2024-04-17
중원구,건강기능식품일반판매업,나비네일,2023-02-24,영업중,,"경기도 성남시 중원구 둔촌대로 283, 2층 202호 (하대원동)",경기도 성남시 중원구 하대원동 132-13 202호,2024-04-17
중원구,건강기능식품일반판매업,참해진,2023-02-24,영업중,,"경기도 성남시 중원구 도촌남로 148, 902동 1501호 (도촌동, 휴먼시아섬마을9단지아파트)",경기도 성남시 중원구 도촌동 708 휴먼시아섬마을9단지아파트 902동 1501호,2024-04-17
중원구,건강기능식품일반판매업,콧소리스토어,2023-02-27,영업중,,"경기도 성남시 중원구 도촌남로 22, 105동 903호 (도촌동, 휴먼시아섬마을1단지아파트)",경기도 성남시 중원구 도촌동 700 휴먼시아섬마을1단지아파트 105동 903호,2024-04-17
중원구,건강기능식품일반판매업,(주)유니콘씨티,2023-03-03,영업중,,"경기도 성남시 중원구 둔촌대로 106, 남영빌딩,국제빌딩 2층 일부호 (하대원동)","경기도 성남시 중원구 하대원동 101 남영빌딩,국제빌딩 2층일부호",2024-04-17
중원구,건강기능식품일반판매업,제이,2023-03-03,영업중,,"경기도 성남시 중원구 둔촌대로 363, 101동 804호 (하대원동, 자이아파트)",경기도 성남시 중원구 하대원동 539 자이아파트 101동 804호,2024-04-17
중원구,건강기능식품일반판매업,럭키컴퍼니,2023-03-14,영업중,,"경기도 성남시 중원구 광명로 88, 10층 1010호 (성남동)",경기도 성남시 중원구 성남동 2340 1010호,2024-04-17
중원구,건강기능식품일반판매업,힐링스튜,2023-03-15,영업중,,"경기도 성남시 중원구 산성대로552번길 15, 116동 1206호 (은행동, 은행주공아파트)",경기도 성남시 중원구 은행동 550 은행주공아파트 116동 1206호,2024-04-17
중원구,건강기능식품일반판매업,지구 톡(G9 talk),2023-03-21,영업중,,"경기도 성남시 중원구 희망로317번길 16-10, 2층 201호 (상대원동)",경기도 성남시 중원구 상대원동 5090 2층201호,2024-04-17
중원구,건강기능식품일반판매업,탑셀바이오뱅크 성남고객센타,2023-03-22,영업중,,"경기도 성남시 중원구 성남대로 1142, 4층 전체호 (성남동)",경기도 성남시 중원구 성남동 3496 ,2024-04-17
중원구,건강기능식품일반판매업,코코라빔,2023-04-06,영업중,,"경기도 성남시 중원구 광명로 206, 302동 801호 (중앙동, 신흥역하늘채랜더스원아파트)",경기도 성남시 중원구 중앙동 3007 신흥역하늘채랜더스원아파트 302동 801호,2024-04-17
중원구,건강기능식품일반판매업,아젠다북,2023-04-12,영업중,,"경기도 성남시 중원구 성남대로997번길 49-13, 3층 (여수동)",경기도 성남시 중원구 여수동 210 ,2024-04-17
중원구,건강기능식품일반판매업,안내원,2023-04-18,영업중,,"경기도 성남시 중원구 도촌남로 148, 901동 1102호 (도촌동, 휴먼시아섬마을9단지아파트)",경기도 성남시 중원구 도촌동 708 휴먼시아섬마을9단지아파트 901동 1102호,2024-04-17
