발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X,발생위치Y,경도,위도
2023,2023-03-30 05:00,야,목,1,0,0,0,0,경기,이천시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1001101,1921444,127.5124218,37.29193932
2023,2023-03-30 05:00,야,목,1,4,0,4,0,경기,평택시,차대차,기타,기타,안전운전 의무 불이행,기타,기타,승용차,화물차,944161,1891483,126.8722641,37.02020555
2023,2023-03-30 05:00,야,목,1,0,0,0,0,강원,인제군,차대사람,횡단중,횡단중,신호위반,교차로,교차로부근,승용차,보행자,1065239,2015679,128.2444655,38.13895242
2023,2023-03-30 05:00,야,목,1,6,2,4,0,충북,음성군,차대차,기타,기타,기타,단일로,기타단일로,특수차,화물차,998032,1893787,127.4778693,37.04263287
2023,2023-03-30 06:00,주,목,1,0,0,0,0,전남,고흥군,차량단독,기타,기타,안전운전 의무 불이행,기타,기타,화물차,없음,980298,1624055,127.2851051,34.61048785
2023,2023-03-30 09:00,주,목,1,0,0,0,0,인천,강화군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,자전거,911681,1971730,126.4975873,37.74093719
2023,2023-03-30 12:00,주,목,1,0,0,0,0,전북,남원시,차량단독,전도,전도,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,1011437,1718918,127.6260535,35.46602737
2023,2023-03-30 12:00,주,목,1,0,0,0,0,전남,화순군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,화물차,951888,1673035,126.9724284,35.05121652
2023,2023-03-30 14:00,주,목,1,0,0,0,0,충남,청양군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,944959,1818702,126.8864696,36.36417747
2023,2023-03-30 16:00,주,목,1,0,0,0,0,충북,진천군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,998208,1876466,127.4798896,36.88649337
2023,2023-03-30 19:00,야,목,1,0,0,0,0,경기,양평군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1009287,1944912,127.6050732,37.50342964
2023,2023-03-31 02:00,야,금,1,0,0,0,0,전남,장성군,차량단독,전도,전도,안전운전 의무 불이행,기타,기타,화물차,없음,929700,1698563,126.7269675,35.28008459
2023,2023-03-31 05:00,야,금,1,0,0,0,0,경북,청도군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1106827,1747482,128.6810662,35.71784599
2023,2023-03-31 06:00,주,금,1,1,1,0,0,경북,봉화군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,화물차,1110444,1883717,128.7403638,36.94538171
2023,2023-03-31 10:00,주,금,1,0,0,0,0,부산,남구,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,보행자,1143970,1682106,129.0800413,35.12385917
2023,2023-03-31 11:00,주,금,1,1,0,1,0,광주,광산구,차대차,측면충돌,측면충돌,교차로 통행방법 위반,단일로,기타단일로,화물차,화물차,936941,1690615,126.8071953,35.20890471
2023,2023-03-31 17:00,주,금,1,0,0,0,0,경기,성남시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,건설기계,보행자,968025,1940598,127.1384252,37.46403814
2023,2023-03-31 17:00,주,금,2,1,0,1,0,제주,제주시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로부근,화물차,화물차,898703,1496731,126.4099983,33.45756727
2023,2023-03-31 17:00,주,금,1,0,0,0,0,광주,광산구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,이륜차,승용차,939641,1688047,126.8370455,35.18591633
2023,2023-03-31 18:00,야,금,1,1,0,1,0,전남,화순군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,이륜차,949919,1673030,126.9508385,35.05107562
2023,2023-04-01 00:00,야,토,1,0,0,0,0,부산,남구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1143355,1683454,129.0735278,35.13609761
2023,2023-04-01 11:00,주,토,1,0,0,0,0,충북,보은군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1006535,1837559,127.5730053,36.53573122
2023,2023-04-01 13:00,주,토,1,0,0,0,0,경기,남양주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,981092,1971252,127.285394,37.74069607
2023,2023-04-01 15:00,주,토,2,2,2,0,0,충남,서산시,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,승용차,승용차,917120,1865430,126.5711535,36.78338254
2023,2023-04-01 15:00,주,토,1,0,0,0,0,경북,영천시,차대차,측면충돌,측면충돌,기타,교차로,교차로부근,자전거,승용차,1130337,1774633,128.9453558,35.95973547
2023,2023-04-01 16:00,주,토,1,0,0,0,0,전북,전주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,968494,1762764,127.1510414,35.86092168
2023,2023-04-01 16:00,주,토,1,0,0,0,0,경북,영천시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,화물차,1118493,1778364,128.8146035,35.99487507
2023,2023-04-01 20:00,야,토,1,0,0,0,0,서울,은평구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,947927,1955290,126.910123,37.59554535
2023,2023-04-01 22:00,야,토,1,1,0,1,0,충남,보령시,차대차,추돌,추돌,기타,단일로,기타단일로,승용차,이륜차,919771,1817340,126.6058707,36.35012848
2023,2023-04-01 22:00,야,토,1,0,0,0,0,전남,여수시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1021943,1639492,127.7397387,34.74965071
2023,2023-04-02 00:00,야,일,1,0,0,0,0,서울,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,945490,1941248,126.883561,37.4688423
2023,2023-04-02 02:00,야,일,1,1,1,0,0,경북,경산시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1115953,1764795,128.7844499,35.87287272
2023,2023-04-02 09:00,주,일,1,0,0,0,0,경기,안성시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,980784,1890113,127.2840056,37.00931953
2023,2023-04-02 09:00,주,일,1,0,0,0,0,충남,예산군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,원동기장치자전거,926130,1857094,126.6729263,36.70898848
2023,2023-04-02 10:00,주,일,1,0,0,0,0,충북,옥천군,차대차,추돌,추돌,신호위반,교차로,교차로부근,승용차,이륜차,1003980,1813771,127.5443402,36.32128945
2023,2023-04-02 10:00,주,일,1,0,0,0,0,전북,진안군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,982452,1750396,127.3059098,35.74975906
2023,2023-04-02 17:00,주,일,1,1,1,0,0,경북,경주시,차량단독,공작물충돌,공작물충돌,기타,교차로,교차로부근,승용차,없음,1150510,1755933,129.1654505,35.7883031
2023,2023-04-02 20:00,야,일,1,1,0,0,1,경기,평택시,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,941438,1886611,126.8420327,36.97612427
2023,2023-04-02 20:00,야,일,1,0,0,0,0,경남,진주시,차량단독,전도,전도,안전운전 의무 불이행,교차로,교차로내,화물차,없음,1070357,1692401,128.2731315,35.22452251
2023,2023-04-02 20:00,야,일,1,0,0,0,0,제주,서귀포시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,기타,기타,화물차,보행자,907050,1474068,126.5021386,33.2539384
2023,2023-04-03 01:00,야,월,1,0,0,0,0,전남,순천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1003253,1660490,127.5356224,34.93923455
2023,2023-04-03 05:00,야,월,1,0,0,0,0,경기,양평군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1001692,1942425,127.5191376,37.4810578
2023,2023-04-03 05:00,야,월,1,0,0,0,0,경기,광명시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,보행자,946126,1939299,126.8908955,37.45131284
2023,2023-04-03 08:00,주,월,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,승합차,보행자,1109881,1682308,128.7060335,35.12997992
2023,2023-04-03 13:00,주,월,1,1,0,1,0,경북,경주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,터널안,승용차,화물차,1154204,1750058,129.2051795,35.73478284
2023,2023-04-03 15:00,주,월,1,0,0,0,0,경기,오산시,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,화물차,959261,1904046,127.0413291,37.13422522
2023,2023-04-03 20:00,야,월,1,0,0,0,0,경북,영덕군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,자전거,승용차,1171015,1847386,129.4121833,36.60899944
2023,2023-04-04 02:00,야,화,1,0,0,0,0,경기,고양시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,932727,1965061,126.7370515,37.68262192
2023,2023-04-04 05:00,야,화,1,0,0,0,0,충북,진천군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,기타,기타,승용차,승용차,997932,1879791,127.4767832,36.91646628
2023,2023-04-04 10:00,주,화,1,0,0,0,0,인천,남동구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,자전거,보행자,930653,1940744,126.7158336,37.46330543
2023,2023-04-04 11:00,주,화,1,0,0,0,0,전남,순천시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,1002192,1662268,127.5240084,34.95527055
2023,2023-04-04 14:00,주,화,1,0,0,0,0,경북,고령군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,건설기계,이륜차,1067966,1743097,128.2510954,35.6817622
2023,2023-04-04 17:00,주,화,1,0,0,0,0,경북,경주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,1162627,1755100,129.2993035,35.77886478
2023,2023-04-04 18:00,야,화,1,0,0,0,0,경북,영양군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1138760,1863147,129.0545181,36.75627231
2023,2023-04-05 06:00,주,수,1,0,0,0,0,충북,청주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,자전거,997459,1850683,127.47157,36.65406363
2023,2023-04-05 07:00,주,수,1,1,1,0,0,충남,논산시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,979832,1804534,127.2755528,36.23781077
2023,2023-04-05 07:00,주,수,1,0,0,0,0,대구,수성구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1102080,1759437,128.6301172,35.8261183
2023,2023-04-05 11:00,주,수,1,0,0,0,0,부산,해운대구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,1151901,1686974,129.1679456,35.16657062
2023,2023-04-05 12:00,주,수,1,0,0,0,0,충남,청양군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,929005,1824802,126.7080898,36.41812038
2023,2023-04-05 21:00,야,수,1,1,1,0,0,경남,사천시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1051615,1663748,128.0654056,34.96730264
2023,2023-04-06 05:00,야,목,1,3,2,1,0,경기,여주시,차대차,기타,기타,중앙선 침범,기타,기타,승합차,화물차,1008436,1913614,127.5950883,37.22132188
2023,2023-04-06 10:00,주,목,1,0,0,0,0,강원,강릉시,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,승용차,보행자,1124119,1975437,128.9092765,37.77018413
2023,2023-04-06 20:00,야,목,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,1102274,1696784,128.6243523,35.26128905
2023,2023-04-07 07:00,주,금,1,0,0,0,0,경북,구미시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승합차,자전거,1073159,1793910,128.3131527,36.13947853
2023,2023-04-07 07:00,주,금,1,0,0,0,0,인천,연수구,차대사람,기타,기타,기타,단일로,기타단일로,건설기계,보행자,921848,1935796,126.6168024,37.41800806
2023,2023-04-07 17:00,주,금,1,0,0,0,0,경기,김포시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,원동기장치자전거,922366,1963547,126.6197197,37.66815858
2023,2023-04-07 18:00,야,금,1,2,2,0,0,전남,해남군,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,919796,1601341,126.6273736,34.40272613
2023,2023-04-08 12:00,주,토,1,0,0,0,0,인천,서구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,927400,1944092,126.6787223,37.49323038
2023,2023-04-08 14:00,주,토,1,3,1,2,0,대전,서구,차대사람,보도통행중,보도통행중,중앙선 침범,단일로,기타단일로,승용차,보행자,990546,1817094,127.3946352,36.35120952
2023,2023-04-08 19:00,야,토,1,0,0,0,0,경남,밀양시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,1121252,1711542,128.835127,35.39220684
2023,2023-04-08 20:00,야,토,1,0,0,0,0,경기,가평군,차대차,추돌,추돌,기타,단일로,기타단일로,승합차,농기계,999624,1991459,127.4957219,37.92302024
2023,2023-04-09 05:00,야,일,1,0,0,0,0,부산,남구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,1143561,1683316,129.0757642,35.13482433
2023,2023-04-09 14:00,주,일,1,0,0,0,0,충북,옥천군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1014978,1809044,127.666775,36.27856516
2023,2023-04-09 18:00,야,일,1,2,0,2,0,경기,하남시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,이륜차,973408,1950286,127.1989451,37.55153179
2023,2023-04-09 21:00,야,일,1,0,0,0,0,전남,순천시,차대차,기타,기타,안전운전 의무 불이행,기타,기타,승용차,승용차,990913,1668530,127.4004041,35.01169943
2023,2023-04-09 23:00,야,일,1,0,0,0,0,전남,완도군,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,승용차,없음,914106,1579748,126.5676275,34.207559
2023,2023-04-10 04:00,야,월,2,0,0,0,0,경북,의성군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1104643,1825346,128.6672495,36.41994509
2023,2023-04-10 17:00,주,월,1,0,0,0,0,인천,남동구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,승합차,보행자,932505,1940716,126.7367766,37.46319018
2023,2023-04-10 19:00,야,월,1,0,0,0,0,서울,구로구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승합차,이륜차,941863,1942431,126.8424532,37.47928372
2023,2023-04-10 19:00,야,월,1,0,0,0,0,경북,경산시,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,1115404,1764518,128.7783297,35.87044074
2023,2023-04-11 05:00,야,화,1,0,0,0,0,경기,하남시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,자전거,화물차,973204,1948384,127.196705,37.53438226
2023,2023-04-11 05:00,야,화,1,0,0,0,0,경북,구미시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,1075826,1792104,128.3426191,36.12299295
2023,2023-04-11 18:00,야,화,1,3,0,3,0,경기,평택시,차대차,기타,기타,신호위반,교차로,교차로내,승합차,이륜차,959175,1893040,127.0409595,37.03501327
2023,2023-04-11 21:00,야,화,1,0,0,0,0,경북,김천시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,1044092,1780239,127.9893267,36.01798542
2023,2023-04-12 03:00,야,수,2,0,0,0,0,대구,달서구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1093079,1761376,128.5307093,35.84449346
2023,2023-04-12 08:00,주,수,1,0,0,0,0,충남,예산군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,940299,1853973,126.8317998,36.68185136
2023,2023-04-12 13:00,주,수,1,0,0,0,0,경북,성주군,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1070949,1768947,128.2863512,35.9146001
2023,2023-04-12 13:00,주,수,1,0,0,0,0,대전,서구,차대차,기타,기타,안전운전 의무 불이행,기타,기타,승용차,이륜차,982645,1806179,127.3068217,36.25269594
2023,2023-04-12 17:00,주,수,1,0,0,0,0,울산,울주군,차대차,추돌,추돌,안전거리 미확보,교차로,교차로부근,화물차,이륜차,1166442,1718918,129.334032,35.45215842
2023,2023-04-12 21:00,야,수,1,1,1,0,0,대전,서구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,이륜차,986434,1812008,127.3488956,36.30530791
2023,2023-04-13 02:00,야,목,1,0,0,0,0,강원,속초시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,1094258,2021598,128.5763501,38.18972366
2023,2023-04-13 06:00,주,목,1,0,0,0,0,전북,익산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,950189,1773375,126.9476387,35.95582699
2023,2023-04-13 08:00,주,목,1,0,0,0,0,전남,고흥군,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로내,이륜차,없음,968563,1609284,127.1576559,34.47699102
2023,2023-04-13 17:00,주,목,1,0,0,0,0,광주,북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,945404,1689916,126.9002165,35.20309839
2023,2023-04-13 23:00,야,목,1,0,0,0,0,경기,이천시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,997187,1919436,127.4682706,37.27383561
2023,2023-04-14 00:00,야,금,1,1,1,0,0,부산,남구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,1145068,1682829,129.0922143,35.13021845
2023,2023-04-14 00:00,야,금,1,0,0,0,0,대구,중구,차대사람,기타,기타,기타,단일로,기타단일로,승용차,보행자,1100037,1764608,128.6081516,35.8729427
2023,2023-04-14 04:00,야,금,1,0,0,0,0,부산,북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1137077,1693850,129.0063679,35.23068271
2023,2023-04-14 23:00,야,금,1,0,0,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,939253,1952900,126.8120692,37.5734726
2023,2023-04-15 00:00,야,토,1,0,0,0,0,전남,광양시,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,개인형이동장치(PM),없음,1016511,1661049,127.6808163,34.944146
2023,2023-04-15 03:00,야,토,1,0,0,0,0,서울,강남구,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,961832,1944623,127.0681874,37.50008221
2023,2023-04-15 03:00,야,토,1,1,0,1,0,경기,남양주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,967216,1966264,127.1281284,37.69534657
2023,2023-04-15 10:00,주,토,1,1,1,0,0,전남,해남군,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,화물차,이륜차,916809,1619338,126.5931236,34.56477035
2023,2023-04-15 14:00,주,토,1,10,1,9,0,서울,관악구,차대사람,기타,기타,신호위반,단일로,기타단일로,승용차,보행자,950105,1941806,126.9357105,37.47413243
2023,2023-04-15 14:00,주,토,1,1,1,0,0,경기,포천시,차대차,추돌,추돌,신호위반,교차로,교차로내,이륜차,화물차,979009,2003569,127.2608117,38.03192366
2023,2023-04-15 23:00,야,토,1,0,0,0,0,경북,상주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1070125,1825084,128.2822322,36.42072642
2023,2023-04-15 23:00,야,토,1,1,0,1,0,경남,거제시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,승용차,1103292,1655920,128.6304483,34.89277276
2023,2023-04-16 12:00,주,일,1,0,0,0,0,경남,창원시(통합),차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,1098122,1693880,128.5783677,35.23552364
2023,2023-04-16 16:00,주,일,1,6,4,2,0,경남,밀양시,차대차,추돌,추돌,기타,단일로,기타단일로,승용차,승용차,1117477,1725816,128.795631,35.52133132
2023,2023-04-17 07:00,주,월,1,0,0,0,0,울산,남구,차대사람,횡단중,횡단중,신호위반,기타,기타,승용차,보행자,1166375,1728560,129.3352699,35.53906399
2023,2023-04-17 13:00,주,월,1,2,0,2,0,경기,화성시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,특수차,962551,1909031,127.0781199,37.17929727
2023,2023-04-17 18:00,야,월,1,0,0,0,0,충북,음성군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1008664,1888237,127.597365,36.99256507
2023,2023-04-17 21:00,야,월,1,0,0,0,0,전북,군산시,차대차,기타,기타,안전운전 의무 불이행,기타,기타,승용차,화물차,923895,1766912,126.6567032,35.89586653
2023,2023-04-17 21:00,야,월,1,0,0,0,0,경남,사천시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1055933,1659640,128.1124284,34.93003138
2023,2023-04-17 22:00,야,월,1,0,0,0,0,경북,경산시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,특수차,1117510,1773836,128.8030293,35.9541803
2023,2023-04-18 02:00,야,화,1,0,0,0,0,대구,중구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,1097662,1765066,128.5819031,35.87731114
2023,2023-04-18 02:00,야,화,1,0,0,0,0,경기,동두천시,차량단독,공작물충돌,공작물충돌,기타,교차로,교차로부근,승용차,없음,961064,1986440,127.0572639,37.87695133
2023,2023-04-18 09:00,주,화,1,1,0,1,0,강원,춘천시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,1021082,1986534,127.7397257,37.87838696
2023,2023-04-18 14:00,주,화,2,2,1,1,0,전남,순천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,976686,1680498,127.2441368,35.11938983
2023,2023-04-18 15:00,주,화,1,0,0,0,0,경북,상주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,보행자,1056552,1816040,128.1301789,36.34009222
2023,2023-04-18 23:00,야,화,1,0,0,0,0,전남,순천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,983423,1670539,127.3182719,35.0297202
2023,2023-04-19 00:00,야,수,1,0,0,0,0,서울,용산구,차량단독,공작물충돌,공작물충돌,기타,교차로,교차로부근,자전거,없음,954753,1949434,126.9878057,37.54312517
2023,2023-04-19 02:00,야,수,1,0,0,0,0,세종,세종시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,979224,1834361,127.2679894,36.50669749
2023,2023-04-19 09:00,주,수,1,0,0,0,0,경기,안산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,935005,1926457,126.7662981,37.33485189
2023,2023-04-19 10:00,주,수,1,1,0,1,0,경북,안동시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,농기계,1107324,1853948,128.7011319,36.67744273
2023,2023-04-19 15:00,주,수,1,1,1,0,0,서울,강북구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,958354,1957838,127.0280897,37.61904218
2023,2023-04-19 16:00,주,수,1,0,0,0,0,경기,안성시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,978444,1897045,127.2575047,37.07175579
2023,2023-04-19 22:00,야,수,1,0,0,0,0,경기,고양시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,945446,1961389,126.8815648,37.65037155
2023,2023-04-20 00:00,야,목,1,0,0,0,0,경기,화성시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,944396,1913427,126.8732774,37.21801632
2023,2023-04-20 04:00,야,목,1,0,0,0,0,강원,원주시,차량단독,전복,전복,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1043987,1920561,127.9962119,37.28294056
2023,2023-04-20 09:00,주,목,1,1,0,0,1,경북,경주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,1153988,1748555,129.2025035,35.72127109
2023,2023-04-20 09:00,주,목,1,0,0,0,0,경북,칠곡군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,화물차,이륜차,1079668,1777073,128.3837926,35.98718383
2023,2023-04-20 10:00,주,목,1,1,1,0,0,충북,괴산군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1020340,1851919,127.727606,36.66499201
2023,2023-04-20 13:00,주,목,1,0,0,0,0,전남,화순군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,950125,1667668,126.9534192,35.00273673
2023,2023-04-20 15:00,주,목,1,0,0,0,0,경북,포항시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,1165796,1791148,129.3418737,36.10317741
2023,2023-04-20 17:00,주,목,1,1,0,1,0,충북,청주시,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,이륜차,998936,1849817,127.4880966,36.64625947
2023,2023-04-20 19:00,야,목,1,0,0,0,0,부산,수영구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1147081,1685581,129.1147905,35.15473174
2023,2023-04-20 19:00,야,목,1,0,0,0,0,경남,산청군,차대사람,차도통행중,차도통행중,기타,단일로,기타단일로,승용차,보행자,1044637,1699735,127.9909128,35.29212626
2023,2023-04-20 21:00,야,목,1,0,0,0,0,경기,의정부시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,960190,1969890,127.0482356,37.72774968
2023,2023-04-21 00:00,야,금,1,0,0,0,0,서울,종로구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,955157,1952499,126.9921914,37.57077046
2023,2023-04-21 00:00,야,금,1,1,0,1,0,대전,서구,차대차,측면충돌,측면충돌,중앙선 침범,기타,기타,개인형이동장치(PM),자전거,986343,1814602,127.3478365,36.32869266
2023,2023-04-21 01:00,야,금,1,2,2,0,0,충남,공주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,963152,1831383,127.0886547,36.47936687
2023,2023-04-21 05:00,야,금,1,0,0,0,0,경기,용인시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,건설기계,977357,1925069,127.2444264,37.32433957
