진료년월,서식,인원(청구건수),요양급여총액,본인부담(B),지원금,장애인(C),청구금액(D)
2023-06,건강보험 입원,30,124430810,5712190,0,0,118718620
2023-06,의료급여 외래,16,1715350,14370,0,0,1700980
2023-06,의료급여 입원,17,68584240,989520,0,0,67594720
2023-07,건강보험 외래,100,8850400,1153900,0,0,7696500
2023-07,건강보험 입원,36,176048510,7009800,0,0,169038710
2023-07,의료급여 외래,11,1053060,7500,0,0,1045560
2023-07,의료급여 입원,17,97125470,1299080,0,0,95826390
2023-08,건강보험 외래,85,7685150,1256100,0,0,6429050
2023-08,건강보험 입원,44,188012760,7788940,0,0,180223820
2023-08,의료급여 외래,16,1169820,31920,0,0,1137900
2023-08,의료급여 입원,17,72763410,1073010,0,0,71690400
2023-09,건강보험 외래,100,8303830,1229000,0,0,7074830
2023-09,건강보험 입원,45,207410860,9536000,0,0,197874860
2023-09,의료급여 외래,12,1305650,9430,0,0,1296220
2023-09,의료급여 입원,20,102610460,1492800,0,0,101117660
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
