소매인구분,업소명,업소지번주소,업소도로명주소,업소전화번호,지정일자,영업구분,데이터기준일자
일반소매인,다모인마트 제천여고점,충청북도 제천시 서부동 785번지,충청북도 제천시 내제로 58-17 (서부동),,2018-07-06,정상영업,2024-09-12
일반소매인,이마트24 R제천바이오밸리점,충청북도 제천시 왕암동 992-1,충청북도 제천시 바이오밸리1로 54 (왕암동),,2018-07-06,정상영업,2024-09-12
일반소매인,우리상회,충청북도 제천시 덕산면 선고리 96번지 4호,충청북도 제천시 덕산면 약초로 573,,2018-07-02,정상영업,2024-09-12
일반소매인,CU 제천강저타운점,충청북도 제천시 강제동 770번지,충청북도 제천시 강저로11나길 1 (강제동),,2018-06-27,정상영업,2024-09-12
일반소매인,CU제천동현사랑점,충청북도 제천시 동현동 58번지 18호,충청북도 제천시 의병대로 164 (동현동),,2018-05-24,정상영업,2024-09-12
일반소매인,다모아,충청북도 제천시 장락동 431번지 11호,충청북도 제천시 내토로59길 28. 선린타운 1층 102호 (장락동),,2018-05-15,정상영업,2024-09-12
일반소매인,대동슈퍼,충청북도 제천시 덕산면 도전리 1776번지 22호,충청북도 제천시 덕산면 약초로3길 3,,2018-04-11,정상영업,2024-09-12
일반소매인,지에스(GS)25 제천대영점,충청북도 제천시 신백동 134번지 3호 덕일한마음2차아파트,충청북도 제천시 탑안로4길 16. 덕일한마음2차아파트 상가동 108.109호 (신백동),,2018-04-05,정상영업,2024-09-12
일반소매인,미학유원지가든,충청북도 제천시 봉양읍 구학리 299번지 2호,충청북도 제천시 봉양읍 배론성지길 119,,2018-04-05,정상영업,2024-09-12
일반소매인,로케트배터리. 배터리마트,충청북도 제천시 서부동 767번지,충청북도 제천시 내제로 50 (서부동),043-645-3909,2018-03-22,정상영업,2024-09-12
일반소매인,배드민턴마을,충청북도 제천시 청전동 423번지 11호,충청북도 제천시 청전대로 58 (청전동),,2018-03-16,정상영업,2024-09-12
일반소매인,세원마트,충청북도 제천시 신백동 203번지 55호,충청북도 제천시 관전로1길 53 (신백동),,2018-03-02,정상영업,2024-09-12
일반소매인,오네뜨썬마트,충청북도 제천시 고암동 1093번지 1호 고암 오네뜨 프라임 아파트,충청북도 제천시 신죽하로 83-20. 상가동 101~104호 (고암동. 고암 오네뜨 프라임 아파트),,2018-03-02,정상영업,2024-09-12
일반소매인,휴먼시아마트,충청북도 제천시 영천동 2227번지 휴먼시아1단지아파트,충청북도 제천시 청풍호로7길 18. 휴먼시아1단지아파트 상가동 1층 101~103호 (영천동),,2018-02-09,정상영업,2024-09-12
일반소매인,금용마트,충청북도 제천시 고암동 1129번지 1호 금용아파트,충청북도 제천시 용두천로44길 7. 금용아파트 상가동 지하층 1호 (고암동),,2018-02-02,정상영업,2024-09-12
일반소매인,선경로또,충청북도 제천시 하소동 188번지 1호,충청북도 제천시 용두대로 59 (하소동),,2018-02-01,정상영업,2024-09-12
일반소매인,청구마트,충청북도 제천시 하소동 139번지 청구아파트,충청북도 제천시 용두대로15길 47. 상가동 101~104호 (하소동. 청구아파트),,2018-02-01,정상영업,2024-09-12
일반소매인,의림배관,충청북도 제천시 화산동 433번지,충청북도 제천시 숭의로 50 (화산동),043-653-2233,2018-01-12,정상영업,2024-09-12
일반소매인,CU 제천봉양점,충청북도 제천시 봉양읍 연박리 994번지 1호,충청북도 제천시 봉양읍 북부로 1227,,2018-01-04,정상영업,2024-09-12
일반소매인,세븐일레븐 제천동현점,충청북도 제천시 동현동 234번지,충청북도 제천시 의병대로26길 5 (동현동),,2017-11-30,정상영업,2024-09-12
일반소매인,씨유 제천왕암코아루점,충청북도 제천시 왕암동 811번지,충청북도 제천시 소새로1길 27 (왕암동),,2017-11-16,정상영업,2024-09-12
구내소매인,강저롯데캐슬마트,충청북도 제천시 강제동 844번지 롯데캐슬프리미어,충청북도 제천시 청풍호로10길 53. 상가동 1층 107호.108호 (강제동. 롯데캐슬프리미어),043-652-4800,2017-11-03,정상영업,2024-09-12
일반소매인,세븐일레븐 제천장락스타점,충청북도 제천시 장락동 530번지 5호,충청북도 제천시 장락로 167. 103호 (장락동. 퍼스트스포렉스),,2017-10-26,정상영업,2024-09-12
일반소매인,GS25 제천IC,충청북도 제천시 봉양읍 797번지 1호,충청북도 제천시 봉양읍 북부로 1459,,2017-10-26,정상영업,2024-09-12
일반소매인,씨유 제천문화회관점,충청북도 제천시 화산동 186번지 19호,충청북도 제천시 의병대로18길 52 (화산동),,2017-10-24,정상영업,2024-09-12
일반소매인,세븐일레븐 제천화산점,충청북도 제천시 화산동 689번지,충청북도 제천시 내토로47길 20. 1층 101호 (화산동),,2017-09-28,정상영업,2024-09-12
일반소매인,세븐일레븐 제천실크벨리점,충청북도 제천시 장락동 1050번지,충청북도 제천시 내토로59길 31. 상가동 102호 (장락동. 신안실크밸리),,2017-09-26,정상영업,2024-09-12
일반소매인,씨유 제천백운점,충청북도 제천시 백운면 2번지 2호,충청북도 제천시 백운면 애련로 14. A동 104호,,2017-09-12,정상영업,2024-09-12
일반소매인,우리마트,충청북도 제천시 고암동 1168번지 5호,충청북도 제천시 고암로16길 7 (고암동),,2017-09-12,정상영업,2024-09-12
일반소매인,세븐일레븐 제천영천점,충청북도 제천시 영천동 702번지 1.2 층,충청북도 제천시 내토로 422. 1.2층 (영천동),,2017-09-11,정상영업,2024-09-12
일반소매인,세종편의점,충청북도 제천시 고암동 214번지 11호,충청북도 제천시 송학주천로 46. 4동 (고암동),,2017-09-06,정상영업,2024-09-12
구내소매인,CU제천화산점,충청북도 제천시 화산동 927번지,충청북도 제천시 내토로 508 (화산동),,2017-08-29,정상영업,2024-09-12
일반소매인,세븐일레븐 제천교동두진점,충청북도 제천시 교동 3번지 4호,충청북도 제천시 내토로 685 (교동),,2017-08-28,정상영업,2024-09-12
일반소매인,오나가나휴게소,충청북도 제천시 덕산면 신현리 595번지 4호,충청북도 제천시 덕산면 신현길 2,,2017-07-19,정상영업,2024-09-12
일반소매인,GS25제천화산점,충청북도 제천시 화산동 709번지,충청북도 제천시 내토로 533. 1층 3호 (화산동),,2017-07-03,정상영업,2024-09-12
구내소매인,원마트,충청북도 제천시 강제동 855번지,충청북도 제천시 청풍호로10안길 23-2 (강제동),,2017-07-03,정상영업,2024-09-12
일반소매인,에이스마트,충청북도 제천시 봉양읍 주포리 226번지,충청북도 제천시 봉양읍 제원로2길 5,,2017-06-30,정상영업,2024-09-12
일반소매인,현대마트,충청북도 제천시 청전동 72번지 상가동 108호,충청북도 제천시 용두천로 237. 상가동 108호 (청전동. 현대아파트),,2017-06-30,정상영업,2024-09-12
일반소매인,마린힐카페,충청북도 제천시 수산면 상천리 559번지 7호,충청북도 제천시 수산면 옥순봉로 507,,2017-06-12,정상영업,2024-09-12
일반소매인,세븐일레븐 제천태양점,충청북도 제천시 장락동 642번지 6호 103호,충청북도 제천시 청전대로 187. 103호 (장락동. 백합오피스텔),,2017-06-09,정상영업,2024-09-12
일반소매인,GS25 제천명예,충청북도 제천시 청전동 485번지 20호,충청북도 제천시 명륜로4길 3. 1층 (청전동),,2017-05-26,정상영업,2024-09-12
일반소매인,또와쇼핑타운,충청북도 제천시 교동 98번지 2호,충청북도 제천시 명륜로 130 (교동),,2017-05-25,정상영업,2024-09-12
구내소매인,GS25제천에이스,충청북도 제천시 신백동 253번지 9호,충청북도 제천시 신백로 27. 1층 (신백동),,2017-05-24,정상영업,2024-09-12
일반소매인,세븐일레븐 제천강저원룸점,충청북도 제천시 강제동 854번지 103호,충청북도 제천시 청풍호로10길 54. 103호 (강제동),,2017-05-22,정상영업,2024-09-12
일반소매인,GS25제천장락타운,충청북도 제천시 장락동 591번지 15호,충청북도 제천시 신죽하로 83-11 (장락동),,2017-05-15,정상영업,2024-09-12
일반소매인,우리스토어,충청북도 제천시 왕암동 1069번지 102호,충청북도 제천시 제2바이오밸리로7가길 1. 102호 (왕암동),,2017-05-08,정상영업,2024-09-12
일반소매인,제천상회,충청북도 제천시 고암동 611번지 3호,충청북도 제천시 내토로69길 23 (고암동),,2017-05-12,정상영업,2024-09-12
일반소매인,한국관슈퍼,충청북도 제천시 한수면 송계리 766번지,충청북도 제천시 한수면 미륵송계로 1580,043-653-9512,2017-05-01,정상영업,2024-09-12
일반소매인,씨유 제천서울병원점,충청북도 제천시 서부동 246번지,충청북도 제천시 의병대로7길 13 (서부동),,2017-04-18,정상영업,2024-09-12
일반소매인,씨유제천하소사랑점,충청북도 제천시 하소동 175번지 25호,충청북도 제천시 하소로 18 (하소동),,2017-03-16,정상영업,2024-09-12
일반소매인,Rollo유통,충청북도 제천시 장락동 851번지 101호,충청북도 제천시 청전대로 230. 101호 (장락동. 부강타운),,2017-03-15,정상영업,2024-09-12
일반소매인,한버들식당,충청북도 제천시 청풍면 대류리 395번지,충청북도 제천시 청풍면 청풍명월로 919,,2017-03-06,정상영업,2024-09-12
일반소매인,짱마트나들가게,충청북도 제천시 영천동 2171번지,충청북도 제천시 청풍호로9길 3 (영천동),,2017-03-03,정상영업,2024-09-12
일반소매인,명성모두티켓,충청북도 제천시 청전동 192번지 2호,충청북도 제천시 청전대로 79 (청전동),,2017-03-02,정상영업,2024-09-12
일반소매인,씨유 제천남당대로점,충청북도 제천시 동현동 357번지 1호,충청북도 제천시 내토로 597 (동현동),,2017-03-02,정상영업,2024-09-12
일반소매인,수산1리구판장,충청북도 제천시 덕산면 수산리 634번지,충청북도 제천시 덕산면 후청골길 31,,2017-02-22,정상영업,2024-09-12
일반소매인,굿모닝마트,충청북도 제천시 신백동 203번지 123호,충청북도 제천시 신백로8길 15 (신백동),,2017-02-22,정상영업,2024-09-12
일반소매인,세븐일레븐제천남천대로점,충청북도 제천시 남천동 988번지,충청북도 제천시 의병대로 112 (남천동),,2017-02-15,정상영업,2024-09-12
일반소매인,우송주유소,충청북도 제천시 대랑동 52번지 8호,충청북도 제천시 단양로 2933 (대랑동),043-647-5189,2017-02-14,정상영업,2024-09-12
일반소매인,GS25제천바이오타운,충청북도 제천시 왕암동 799번지,충청북도 제천시 소새로1길 13. 1층 (왕암동),,2017-02-13,정상영업,2024-09-12
일반소매인,세븐일레븐 제천명동점,충청북도 제천시 명동 168-6,충청북도 제천시 숭문로 28 (명동),,2017-01-18,정상영업,2024-09-12
일반소매인,이마트24제천영천점,충청북도 제천시 영천동 259,충청북도 제천시 내토로 411-1. 1층 (영천동),,2016-12-23,정상영업,2024-09-12
일반소매인,킴스마트,충청북도 제천시 명동 10-8,충청북도 제천시 의림대로11길 34 (명동),,2016-11-29,정상영업,2024-09-12
일반소매인,CU제천강제파크점,충청북도 제천시 강제동 885번지,충청북도 제천시 청풍호로10안길 4. 1층 (강제동),,2016-11-03,정상영업,2024-09-12
일반소매인,미당마을구판장,충청북도 제천시 미당리 461-4,충청북도 제천시 봉양읍 용두대로36길 155,,2016-11-02,정상영업,2024-09-12
일반소매인,대지식품,충청북도 제천시 의림동 216번지 45호,충청북도 제천시 내제로16길 14-1 (의림동),,2016-11-02,정상영업,2024-09-12
일반소매인,GS25 제천코아루,충청북도 제천시 하소동 165번지 59호,충청북도 제천시 원뜰로 34. 1층 102호 (하소동),,2016-10-27,정상영업,2024-09-12
일반소매인,건영상사,충청북도 제천시 신월동 216,충청북도 제천시 대학로1길 19 (신월동),,2016-10-12,정상영업,2024-09-12
구내소매인,지마트,충청북도 제천시 하소동 165번지 25호,충청북도 제천시 용두대로7길 22 (하소동),043-643-7626,2016-09-19,정상영업,2024-09-12
구내소매인,그린코아루마트,충청북도 제천시 하소동 198번지 제천 그린코아루 아파트,충청북도 제천시 용두대로7길 25. 상가동 B101. B102호 (하소동. 제천 그린코아루 아파트),043-648-3188,2016-09-01,정상영업,2024-09-12
일반소매인,로시아(포시즌)스토어,충청북도 제천시 월굴리 134-42,충청북도 제천시 금성면 청풍호로 1316,,2016-08-25,정상영업,2024-09-12
일반소매인,위드미 제천스타힐스점,충청북도 제천시 화산동 899번지,충청북도 제천시 의림대로2길 65 (화산동),,2016-08-18,정상영업,2024-09-12
일반소매인,홈마트 신제천유통,충청북도 제천시 하소동 61번지 1호,충청북도 제천시 용두대로 149 (하소동),,2016-08-01,정상영업,2024-09-12
일반소매인,씨유 제천신월타운점,충청북도 제천시 신월동 1308,충청북도 제천시 대학로 239 (신월동),,2016-07-14,정상영업,2024-09-12
일반소매인,㈜오버클래스 청풍매점,충청북도 제천시 교리 147,충청북도 제천시 청풍면 청풍호로50길 6,,2016-05-18,정상영업,2024-09-12
일반소매인,비봉스매점,충청북도 제천시 도곡리 99-3,충청북도 제천시 청풍면 청풍명월로 879-12,,2016-05-10,정상영업,2024-09-12
일반소매인,월악산 영봉매점,충청북도 제천시 송계리 129,충청북도 제천시 한수면 미륵송계로 1360,,2016-04-28,정상영업,2024-09-12
일반소매인,성원상회,충청북도 제천시 월악리 365,충청북도 제천시 덕산면 월악산로 730,,2016-04-28,정상영업,2024-09-12
구내소매인,고속마트,충청북도 제천시 화산동 207번지 1호,충청북도 제천시 내토로28길 1 (화산동),,2016-04-08,정상영업,2024-09-12
일반소매인,하카전자담배제천점,충청북도 제천시 중앙로2가 22-11,충청북도 제천시 명륜로 88. 1층 (중앙로2가),,2016-03-30,정상영업,2024-09-12
일반소매인,선녀와 나무꾼,충청북도 제천시 신리 216,충청북도 제천시 청풍면 청풍명월로 171,,2016-03-11,정상영업,2024-09-12
일반소매인,하나마트,충청북도 제천시 송계리 282-38,충청북도 제천시 한수면 미륵송계로6길 20-1,043-653-1020,2016-02-15,정상영업,2024-09-12
일반소매인,다온상사,충청북도 제천시 서부동 38 1층,충청북도 제천시 풍양로 16. 1층 (서부동),043-644-8440,2016-02-04,정상영업,2024-09-12
일반소매인,주공희영마트,충청북도 제천시 장락동 1031,충청북도 제천시 죽하로 26. 101.102호 (장락동. 주공1단지아파트),,2016-01-19,정상영업,2024-09-12
일반소매인,미크린종합상사,충청북도 제천시 명동 57-1,충청북도 제천시 의림대로 89 (명동),,2015-12-04,정상영업,2024-09-12
일반소매인,씨유 제천산업단지점,충청북도 제천시 왕암동 912,충청북도 제천시 바이오밸리3로 77-5. 1층 (왕암동),,2015-11-27,정상영업,2024-09-12
일반소매인,옥순봉쉼터,충청북도 제천시 상천리 470-3,충청북도 제천시 수산면 옥순봉로 399,,2015-11-27,정상영업,2024-09-12
일반소매인,롯데캐슬마트,충청북도 제천시 장락동 1046,충청북도 제천시 신죽하로 83-24. 상가동 105.106호 (장락동. 롯데캐슬),,2015-11-10,정상영업,2024-09-12
일반소매인,동원장식지업사,충청북도 제천시 중앙로2가 80-1,충청북도 제천시 명륜로16길 1 (중앙로2가),043-646-3157,2015-10-08,정상영업,2024-09-12
일반소매인,씨유 제천미소점,충청북도 제천시 고암동 1254번지 보미 파란채,충청북도 제천시 용두천로46길 12 (고암동. 보미 파란채),,2015-08-13,정상영업,2024-09-12
구내소매인,GS25 역전점,충청북도 제천시 화산동 208번지 14호,충청북도 제천시 의림대로 4 (화산동),,2015-08-10,정상영업,2024-09-12
일반소매인,월광소나타마트,충청북도 제천시 송계리 1223-2,충청북도 제천시 한수면 미륵송계로3길 6-17,043-651-2086,2015-07-28,정상영업,2024-09-12
일반소매인,갤러리가있는 송학마트,충청북도 제천시 시곡리 1479,충청북도 제천시 송학면 시곡포전로 37,,2015-07-17,정상영업,2024-09-12
일반소매인,하카전자담배,충청북도 제천시 장락동 843,충청북도 제천시 청전대로 204 (장락동),,2015-07-16,정상영업,2024-09-12
일반소매인,코끼리 슈퍼,충청북도 제천시 영천동 288,충청북도 제천시 용두천로 11-7 (영천동),,2015-07-08,정상영업,2024-09-12
일반소매인,장터마트,충청북도 제천시 강제동 903번지 강저코아루파크,충청북도 제천시 청풍호로10길 31. 상가동 101호 (강제동. 강저코아루파크),,2015-06-30,정상영업,2024-09-12
일반소매인,자드락마트,충청북도 제천시 능강리 197,충청북도 제천시 수산면 옥순봉로12길 3,043-651-5517,2015-06-18,정상영업,2024-09-12
일반소매인,씨유 제천강저대로점,충청북도 제천시 강제동 547번지 3호,충청북도 제천시 청풍호로 149 (강제동),,2015-04-28,정상영업,2024-09-12
일반소매인,나인벨리휴게소,충청북도 제천시 구학리 233-10,충청북도 제천시 봉양읍 제원로 442-1,,2015-04-24,정상영업,2024-09-12
일반소매인,이마트24 제천장락점,충청북도 제천시 장락동 590-1 106호,충청북도 제천시 신죽하로 85. 106호 (장락동),,2015-03-27,정상영업,2024-09-12
일반소매인,세븐일레븐 제천의림센터점,충청북도 제천시 의림동 36번지 11호,충청북도 제천시 독순로11길 21 (의림동),,2015-03-24,정상영업,2024-09-12
일반소매인,제일지업사,충청북도 제천시 동현동 55-13,충청북도 제천시 의병대로 151 (동현동),,2015-03-10,정상영업,2024-09-12
일반소매인,이(e)편한마트,충청북도 제천시 장락동 678,충청북도 제천시 장락로 62. 상가동 104~107호 (장락동. e편한세상아파트),,2015-03-06,정상영업,2024-09-12
일반소매인,씨유 제천의림로점,충청북도 제천시 중앙로2가 67-17,충청북도 제천시 의림대로 193 (중앙로2가),,2015-01-29,정상영업,2024-09-12
일반소매인,의림마트,충청북도 제천시 모산동 52-6,충청북도 제천시 세명로 1. 1층 (모산동. 모산빌딩),043-643-8890,2015-01-27,정상영업,2024-09-12
일반소매인,(주)써브,충청북도 제천시 청전동 4,충청북도 제천시 청전대로15길 70. 101호 (청전동. 청전주공아파트 상가),043-643-9939,2014-12-29,정상영업,2024-09-12
일반소매인,오토젯네일 제천센터,충청북도 제천시 청전동 50-11,충청북도 제천시 의림대로 254 (청전동),,2014-12-18,정상영업,2024-09-12
일반소매인,GS25 제천영천점,충청북도 제천시 영천동 2223,충청북도 제천시 청풍호로7길 12 (영천동),,2014-12-16,정상영업,2024-09-12
일반소매인,은성낚시공원,충청북도 제천시 삼거리 1135-16,충청북도 제천시 봉양읍 논골로 242,043-648-8330,2014-12-05,정상영업,2024-09-12
일반소매인,하이스트 마트,충청북도 제천시 명동 174-2,충청북도 제천시 의병대로14길 24 (명동),,2014-11-27,정상영업,2024-09-12
일반소매인,(주)에스와이에스리테일 제천점,충청북도 제천시 청전동 135-2,충청북도 제천시 의림대로 215 (청전동),043-653-1114,2014-11-26,정상영업,2024-09-12
일반소매인,덕동미니수퍼,충청북도 제천시 덕동리 40-4,충청북도 제천시 백운면 덕동로 3,,2014-11-24,정상영업,2024-09-12
구내소매인,백운슈퍼,충청북도 제천시 평동리 233-12,충청북도 제천시 백운면 천등박달로 1339,043-652-6663,2014-11-21,정상영업,2024-09-12
일반소매인,진아화장품,충청북도 제천시 화산동 237번지 30호,충청북도 제천시 내토로30길 5 (화산동),043-644-3892,2014-11-19,정상영업,2024-09-12
일반소매인,에코전자담배제천점,충청북도 제천시 의림동 7번지 44호,충청북도 제천시 칠성로10안길 1 (의림동),043-653-8007,2014-11-17,정상영업,2024-09-12
일반소매인,온누리편의점,충청북도 제천시 화산동 196번지 9호,충청북도 제천시 의림대로10길 1 (화산동),,2014-10-06,정상영업,2024-09-12
일반소매인,세븐일레븐제천하소중앙점,충청북도 제천시 하소동 56번지 1호 하소동재래시장상가,충청북도 제천시 하소로 74. 하소동재래시장상가 A동 120호 (하소동),,2014-08-12,정상영업,2024-09-12
일반소매인,세븐일레븐제천중앙로점,충청북도 제천시 중앙로2가 21-21,충청북도 제천시 의림대로17길 2 (중앙로2가),,2014-08-04,정상영업,2024-09-12
일반소매인,씨유 제천대로점,충청북도 제천시 고암동 504번지 8호,충청북도 제천시 내토로 922 (고암동),,2014-07-23,정상영업,2024-09-12
일반소매인,지에스(GS)25 장락골드점,충청북도 제천시 장락동 545,충청북도 제천시 죽하로 69 (장락동),,2014-07-22,정상영업,2024-09-12
일반소매인,일신하이퍼,충청북도 제천시 서부동 401,충청북도 제천시 의병대로 42 (서부동),043-643-5846,2014-07-14,정상영업,2024-09-12
일반소매인,이마트24 제천청전제일점,충청북도 제천시 청전동 14-24,충청북도 제천시 의림대로36길 7 (청전동),,2014-06-24,정상영업,2024-09-12
일반소매인,모닝베네스트(주)제천지점,충청북도 제천시 한수면 송계리 188,충청북도 제천시 한수면 미륵송계로 1564,,2014-05-07,정상영업,2024-09-12
구내소매인,남제천마트,충청북도 제천시 금성면 구룡리 466-48,충청북도 제천시 금성면 청풍호로 1026,043-652-0045,2014-04-07,정상영업,2024-09-12
일반소매인,도화리 구판장,충청북도 제천시 송학면 도화리 389,충청북도 제천시 송학면 도화로 233,,2014-03-07,정상영업,2024-09-12
일반소매인,대풍마트,충청북도 제천시 덕산면 도전리,충청북도 제천시 덕산면 약초로 42-1,043-648-5642,2014-01-28,정상영업,2024-09-12
일반소매인,첸첸편의슈퍼,충청북도 제천시 시곡리 544-13,충청북도 제천시 송학면 송학로 462,,2013-12-31,정상영업,2024-09-12
일반소매인,지산휴게소식당,충청북도 제천시 원박리 896,충청북도 제천시 봉양읍 북부로 918,043-644-0352,2013-11-29,정상영업,2024-09-12
구내소매인,하나로쇼핑타운명동점,충청북도 제천시 의림동 50번지 1호 머니플빌딩,충청북도 제천시 풍양로9길 5. 머니플빌딩 (의림동),043-648-3300,2013-10-28,정상영업,2024-09-12
일반소매인,캠핑장마트,충청북도 제천시 송계리 1172-13,충청북도 제천시 한수면 미륵송계로 1603-1,043-651-1740,2013-10-21,정상영업,2024-09-12
일반소매인,씨유제천청풍로점,충청북도 제천시 강제동 829번지,충청북도 제천시 청풍호로 96  (강제동),,2013-10-04,정상영업,2024-09-12
일반소매인,스카이운학,충청북도 제천시 백운면 운학리 313번지 1호,충청북도 제천시 백운면 운학3길 18,043-642-4860,2013-07-26,정상영업,2024-09-12
일반소매인,원덕동슈퍼,충청북도 제천시 덕동리 267-5,충청북도 제천시 백운면 덕동로 500-2,043-651-8047,2013-07-02,정상영업,2024-09-12
일반소매인,토토24시편의점장락점,충청북도 제천시 장락동 851번지 2호,충청북도 제천시 청전대로 242 (장락동),043-646-2273,2013-06-27,정상영업,2024-09-12
일반소매인,운이네 농산물,충청북도 제천시 도곡리 113-3,충청북도 제천시 청풍면 청풍명월로 879-62,,2013-05-09,정상영업,2024-09-12
일반소매인,세븐일레븐 제천입석점,충청북도 제천시 입석리 332-1,충청북도 제천시 송학면 입석중앙로4길 35-1,,2013-04-30,정상영업,2024-09-12
일반소매인,새천년농약사,충청북도 제천시 수산리 598-31,충청북도 제천시 수산면 월악로26길 52,043-648-6042,2013-04-12,정상영업,2024-09-12
일반소매인,씨유제천하소점,충청북도 제천시 하소동 361번지,충청북도 제천시 하소로1안길 2 (하소동),,2013-04-10,정상영업,2024-09-12
일반소매인,새한슈퍼,충청북도 제천시 장락동 702번지 113호,충청북도 제천시 아세아2길 9 (장락동),,2013-03-29,정상영업,2024-09-12
일반소매인,굿마트의림지점,충청북도 제천시 모산동 192-8,충청북도 제천시 의림대로 564 (모산동),,2013-03-28,정상영업,2024-09-12
일반소매인,세븐일레븐 제천장락점,충청북도 제천시 장락동 624-13,충청북도 제천시 죽하로 35 (장락동),,2013-03-28,정상영업,2024-09-12
일반소매인,알마트제천점,충청북도 제천시 의림동 35번지 3호,충청북도 제천시 숭문로 98 (의림동),,2013-03-15,정상영업,2024-09-12
일반소매인,현대마트,충청북도 제천시 하소동 110번지 하소현대아파트,충청북도 제천시 용두대로15길 38. 1층 102호 (하소동. 하소현대아파트),043-646-7705,2012-11-22,정상영업,2024-09-12
일반소매인,씨유 제천 백운점,충청북도 제천시 백운면 원월리 293번지 14호,충청북도 제천시 백운면 북부로 229,043-645-6879,2012-10-05,정상영업,2024-09-12
일반소매인,모란슈퍼,충청북도 제천시 청전동 123번지 7호,충청북도 제천시 칠성로13나길 1 (청전동),043-642-5919,2012-08-17,정상영업,2024-09-12
일반소매인,성화슈퍼,충청북도 제천시 중앙로2가 25번지 3호 성화슈퍼,충청북도 제천시 의림대로15길 8 (중앙로2가),043-646-1070,2012-06-26,정상영업,2024-09-12
구내소매인,씨유 제천역점,충청북도 제천시 화산동 208번지 1호,충청북도 제천시 내토로 446 (화산동),043-647-5532,2012-06-11,정상영업,2024-09-12
일반소매인,우정슈퍼,충청북도 제천시 송학면 입석리643-4번지,충청북도 제천시 송학면 입석로 69,043-644-8444,2012-03-13,정상영업,2024-09-12
일반소매인,CU 제천세명대드림,충청북도 제천시 송학면 도화리 877번지 10호,충청북도 제천시 송학면 도화로 7,043-643-3922,2011-12-07,정상영업,2024-09-12
일반소매인,모모사진관,충청북도 제천시 중앙로2가 81번지 9호 2통 2반,충청북도 제천시 용두천로 141 (중앙로2가),043-647-5284,2011-11-16,정상영업,2024-09-12
일반소매인,씨유 제천시청점,충청북도 제천시 천남동 132번지,충청북도 제천시 내토로 287 (천남동),,2011-10-26,정상영업,2024-09-12
일반소매인,오티휴게소,충청북도 제천시 수산면 오티리 618번지 7호,충청북도 제천시 수산면 청풍호로 3035,043-647-4042,2011-09-28,정상영업,2024-09-12
일반소매인,휴먼2차마트,충청북도 제천시 강제동 729번지 강저주택2단지 102호~103호,충청북도 제천시 청풍호로7길 110  (강제동.강저주택2단지 102호~103호),,2011-09-08,정상영업,2024-09-12
일반소매인,싱싱과일마트,충청북도 제천시 청전동 436번지 3호 46통 3반,충청북도 제천시 청전대로 69  (청전동),043-645-2572,2011-08-25,정상영업,2024-09-12
일반소매인,정인슈퍼마켓,충청북도 제천시 명동 245번지 7호 5통 2반,충청북도 제천시 내제로4길 2  (명동),043-646-8720,2011-08-18,정상영업,2024-09-12
일반소매인,중앙마트,충청북도 제천시 한수면 송계리 725번지 6호,충청북도 제천시 한수면 미륵송계로6길 2,043-653-1030,2011-08-12,정상영업,2024-09-12
일반소매인,삼거리슈퍼,충청북도 제천시 백운면 방학리 588번지 3호 3통,충청북도 제천시 백운면 구학산로 225,043-652-5144,2011-07-20,정상영업,2024-09-12
일반소매인,제타,충청북도 제천시 남천동 915번지,충청북도 제천시 의병대로 130  (남천동),070-7108-3073,2011-07-18,정상영업,2024-09-12
일반소매인,씨유 제천세명명문점,충청북도 제천시 모산동 57번지 7호 2통 4반,충청북도 제천시 세명로 12 (모산동),043-648-8252,2011-06-29,정상영업,2024-09-12
일반소매인,씨유 월악산점,충청북도 제천시 한수면 송계리 731번지,충청북도 제천시 한수면 미륵송계로 1609,043-651-2003,2011-06-27,정상영업,2024-09-12
일반소매인,전자담배코리아,충청북도 제천시 청전동 43번지 4호,충청북도 제천시 의림대로 281  (청전동),,2011-06-22,정상영업,2024-09-12
일반소매인,희망슈퍼,충청북도 제천시 화산동 370번지 10통 4반,충청북도 제천시 내토로37길 22  (화산동),043-644-5570,2011-05-26,정상영업,2024-09-12
일반소매인,두진하이퍼,충청북도 제천시 교동 1번지 1호 두진아파트상가,충청북도 제천시 독순로23길 19  (교동.두진아파트상가),043-645-6770,2011-05-23,정상영업,2024-09-12
일반소매인,GS25제천하소점,충청북도 제천시 하소동 67번지 9호,충청북도 제천시 용두대로17길 24  (하소동),,2011-05-03,정상영업,2024-09-12
일반소매인,십자봉슈퍼민박,충청북도 제천시 백운면 덕동리 286번지 1호,충청북도 제천시 백운면 덕동로 529,043-651-6886,2011-05-03,정상영업,2024-09-12
일반소매인,지에스(GS)25 제천예지학사점,충청북도 제천시 신월동 세명대학교 제17동 (신월학사동), ,,2011-04-04,정상영업,2024-09-12
일반소매인,씨유 제천의림대로점,충청북도 제천시 의림동 265번지 1호,충청북도 제천시 독순로 4 (의림동),043-652-8511,2011-03-29,정상영업,2024-09-12
일반소매인,이마트24  제천장락행운점,충청북도 제천시 장락동 865번지,충청북도 제천시 용두천로32길 2 (장락동),043-652-2554,2011-03-16,정상영업,2024-09-12
일반소매인,동서유통,충청북도 제천시 하소동 168번지 2호,충청북도 제천시 용두대로9길 15  (하소동),043-644-4020,2011-03-07,정상영업,2024-09-12
