구간 번호,관리청,도로 분류,대표지역,도로(노선)명,총길이(km),기점 위도(WGS84(4326)),기점 경도(WGS84(4326)),종점 위도(WGS84(4326)),종점 경도(WGS84(4326)),정북기준 도로방향 각도(x1),정북기준 도로방향 각도(y1),정북기준 도로방향 각도(기점 기준십진수 방위각)
11440-2,서울특별시(마포구),시도,서울특별시 마포구,모래내로,0.24,37.5660655,126.914043,37.5667649,126.9201432,-0.0061002,-0.0006994,186.5405157
28177-1,인천광역시(미추홀구),시도,인천광역시 미추홀구 ,경원대로,0.4,37.46428172,126.690067,37.46814965,126.6905925,-0.000525452,-0.003867929,262.2638213
28177-2,인천광역시(미추홀구),시도,인천광역시 미추홀구 ,숙골로,0.5,37.46766777,126.6654164,37.46492486,126.6679728,-0.002556409,0.002742903,132.9844737
28177-3,인천광역시(미추홀구),시도,인천광역시 미추홀구 ,아암대로,0.5,37.45055604,126.6306237,37.44193498,126.634071,-0.00344726,0.008621056,111.7947516
28185-3,인천광역시(연수구),구도,인천광역시 연수구,원인재로,0.37,37.417076,126.689234,37.422114,126.686215,0.003019,-0.005038,300.9319692
28185-6,인천광역시(연수구),구도,인천광역시 연수구,먼우금로,0.5,37.402799,126.673235,37.403103,126.667329,0.005906,-0.000304,357.0534103
28720-3,인천광역시(옹진군),군도,인천광역시 옹진군,군도31호선,0.5,37.96390005,124.6769292,37.9630762,124.6733516,0.003577644,0.000823846,12.96778837
28720-4,인천광역시(옹진군),군도,인천광역시 옹진군,군도31호선,0.9,37.97426122,124.7069125,37.97364669,124.7020734,0.004839054,0.000614526,7.237419128
28200-5,인천광역시(남동구),시도,인천광역시 남동구,무네미로,1.1,37.45249313,126.7474151,37.44640229,126.7446709,0.002744267,0.006090845,65.74576137
28200-6,인천광역시(남동구),시도,인천광역시 남동구,비류대로,1,37.42099375,126.7346364,37.41899477,126.7486781,-0.014041653,0.001998981,171.8977671
51770-1,강원특별자치도(정선군),농어촌도로,강원도 정선군,농어촌도로203호선,1.2,37.20145964,128.8825699,37.20882113,128.8803225,0.00224741,-0.007361487,286.9770624
51770-1,강원특별자치도(정선군),지방도,강원도 정선군,구국도(고갯길),2,37.20644158,128.9057341,37.20507609,128.9105276,-0.004793508,0.001365492,164.0997248
28720-5,인천광역시(옹진군),군도,인천광역시 옹진군,군도32호선,1.5,37.97597025,124.6694335,37.97021023,124.6213933,0.048040291,0.005760025,6.837118239
28720-6,인천광역시(옹진군),군도,인천광역시 옹진군,군도32호선,0.7,37.97814051,124.6925851,37.97396451,124.6927631,-0.000177997,0.004176,92.44068849
28720-7,인천광역시(옹진군),군도,인천광역시 옹진군,군도41호선,0.8,37.82402698,124.6919373,37.81831504,124.6809381,0.010999249,0.005711946,27.44300201
42000-71,강원특별자치도(도로관리사업소 원주본소),위임국도,강원도 홍천군 ,국도56호선,0.8,37.757245,127.983136,37.758767,127.989664,-0.006528,-0.001522,193.1240334
28720-11,인천광역시(옹진군),군도,인천광역시 옹진군,군도51호선,0.9,37.23444052,126.133675,37.23839572,126.1280232,0.005651864,-0.003955202,325.0154833
28720-12,인천광역시(옹진군),군도,인천광역시 옹진군,군도51호선,0.4,37.22688201,126.1478549,37.22688795,126.1479219,-6.70E-05,-5.94E-06,185.067975
28720-13,인천광역시(옹진군),군도,인천광역시 옹진군,군도51호선,0.2,37.22784347,126.1440899,37.22861256,126.1430906,0.000999284,-0.000769089,322.4166908
28720-15,인천광역시(옹진군),군도,인천광역시 옹진군,군도52호선,0.4,37.22559201,126.1127456,37.23098706,126.1116115,0.001134056,-0.005395042,281.8709352
28720-16,인천광역시(옹진군),군도,인천광역시 옹진군,군도52호선,0.9,37.21834288,126.1167958,37.21359994,126.1170993,-0.000303578,0.004742944,93.66228602
28720-17,인천광역시(옹진군),군도,인천광역시 옹진군,군도51호선,0.2,37.22868935,126.1426943,37.22771316,126.144231,-0.00153671,0.000976195,147.5742347
43110-1,충청북도(청주시),도시계획도로,충청북도 청주시,대로 1-6,0.13,36.67411623,127.4826769,36.67454084,127.4846972,-0.002020279,-0.000424614,191.8694232
41110-2,경기도(수원시),지방도,경기도 수원시,팔달구 동수원고가도로,1.15,37.282329,127.029396,37.272374,127.028777,0.000619,0.009955,86.44194019
28720-18,인천광역시(옹진군),군도,인천광역시 옹진군,군도61호선,0.5,37.24891272,126.3163572,37.2473308,126.3166088,-0.000251626,0.001581918,99.03798633
28720-20,인천광역시(옹진군),군도,인천광역시 옹진군,군도61호선,0.3,37.25206631,126.3252812,37.25535333,126.3278953,-0.002614155,-0.003287025,231.5049461
11560-3,서울특별시(영등포구),구도,서울특별시 영등포구,도영로22길,0.2,37.510105,126.901846,37.511969,126.900655,0.001191,-0.001864,302.5764824
11590-1,서울특별시(동작구),구도,서울특별시 동작구,매봉로6길,0.4,37.50812316,126.9515991,37.50981306,126.9544959,-0.002896728,-0.001689898,210.2585047
11590-15,서울특별시(동작구),구도,서울특별시 동작구,양녕로,0.35,37.50140065,126.945393,37.49928377,126.9440023,0.001390696,0.002116886,56.69694051
11650-1,서울특별시(서초구),구도,서울특별시 서초구,삼풍아파트 앞 고갯길,0.1,37.500944,127.015404,37.497358,127.01856,-0.003156,0.003586,131.3506585
26230-9,부산광역시(부산진구),지방도,부산광역시 부산진구,연수로,0.21,35.17314,129.07227,35.1718,129.07329,-0.00102,0.00134,127.2781742
70100-97,한국도로공사(한국도로공사),고속국도,광주광역시 북구,25호선,3,35.20109486,126.9297864,35.1824794,126.9171047,0.012681736,0.018615459,55.73544776
11650-4,서울특별시(서초구),시도,서울특별시 서초구,서초대로,1,37.487594,126.993427,37.4853604,126.9800171,0.0134099,0.0022336,9.456571359
26200-2,부산광역시(영도구),지방도,부산광역시 영도구,봉래언덕길,0.3,35.09404123,129.0475511,35.09293081,129.0501613,-0.00261017,0.001110416,156.9541641
26200-5,부산광역시(영도구),지방도,부산광역시 영도구,청학동로,0.85,35.09427131,129.0644829,35.08894007,129.0595722,0.004910727,0.005331238,47.35111226
26200-8,부산광역시(영도구),지방도,부산광역시 영도구,와치로,0.35,35.07337335,129.0731164,35.07262918,129.0745997,-0.001483245,0.000744166,153.3564058
26230-6,부산광역시(부산진구),지방도,부산광역시 부산진구,연수로,0.23,35.17431,129.07503,35.1768,129.07614,-0.00111,-0.00249,245.9734934
26290-4,부산광역시(남구),지방도,부산광역시 남구,신선대산복로,0.4,35.1212086,129.098685,35.1032196,129.1156602,-0.0169752,0.017989,133.3391529
26320-2,부산광역시(북구),지방도,부산광역시 북구,산성로,1,35.24101959,129.0252384,35.24987593,129.04177,-0.016531545,-0.008856335,208.1789943
42000-26,강원특별자치도(도로관리사업소 강릉지소),지방도,강원도 인제군 ,국지도56호선,1,38.22115354,128.4021963,38.2184614,128.4126617,-0.010465453,0.002692135,165.573997
41110-4,경기도(수원시),도시계획도로,경기도 수원시,팔달구 도청팔달산로,0.5,37.273533,127.009798,37.27645243,127.0091218,0.0006762,-0.00291943,283.0409192
26410-2,부산광역시(금정구),지방도,부산광역시 금정구,범어로,4.5,35.275761,129.084951,35.277647,129.08992,-0.004969,-0.001886,200.7844196
29155-1,광주광역시(남구),일반국도,광주광역시 남구,대촌고가 건덕터널 구간,0.9,35.08588831,126.8737851,35.07861292,126.8532089,0.020576165,0.007275392,19.47275457
41480-1,경기도(파주시),국지도,경기도 파주시,78호선,0.5,37.781647,126.8100713,37.79029537,126.8121154,-0.002044118,-0.008648368,256.7016887
29170-27,광주광역시(북구),지방도,광주광역시 북구,석곡로,1.4,35.21445714,126.9490691,35.16212499,126.9622966,-0.013227458,0.052332154,104.1849634
41130-12,경기도(성남시),시도,경기도 성남시,희망로,0.1,37.42114517,127.1585273,37.42236186,127.159186,-0.0006587,-0.00121669,241.5694671
29155-5,광주광역시(남구),지방도,광주광역시 남구,용산터널,0.5,35.12162201,126.9178804,35.11754949,126.9189009,-0.001020454,0.004072525,104.0669927
41480-1,경기도(파주시),국지도,경기도 파주시,국지도56호선,2,37.80996913,126.8439611,37.81290596,126.846147,-0.002185934,-0.002936829,233.3390426
41480-1,경기도(파주시),지방도,경기도 파주시,지방도363호선,1,37.79683864,126.7550669,37.79903402,126.7540042,0.001062751,-0.002195378,295.830969
41130-13,경기도(성남시),시도,경기도 성남시,희망로,0.33,37.42212261,127.1582857,37.4215796,127.1609488,-0.0026631,0.00054301,168.4752896
26260-3,부산광역시(동래구),지방도,부산광역시 동래구,쇠미로,0.28,35.2113664,129.0666441,35.20970486,129.0645656,0.002078493,0.001661538,38.63868188
29200-5,광주광역시(광산구),지방도,광주광역시 광산구,월계동 공간코디 부근,0.2,35.211098,126.842908,35.211913,126.842852,5.60E-05,-0.000815,273.9307097
30000-1,대전광역시(건설관리본부),지방도,대전광역시 서구,계백로,0.85,36.312413,127.368559,36.311501,127.368308,0.000251,0.000912,74.61206795
30000-3,대전광역시(건설관리본부),지방도,대전광역시 서구,계백로,0.8,36.301389,127.329803,36.30188,127.338735,-0.008932,-0.000491,183.1464333
30000-5,대전광역시(건설관리본부),지방도,대전광역시 유성구,계백로,1.7,36.278653,127.29583,36.276306,127.293375,0.002455,0.002347,43.71159909
30000-12,대전광역시(건설관리본부),지방도,대전광역시 유성구,월드컵대로,0.6,36.348447,127.335235,36.348477,127.344841,-0.009606,-3.00E-05,180.1789369
41480-1,경기도(파주시),지방도,경기도 파주시,지방도358호선,0.2,37.70706519,126.739823,37.70691961,126.7439389,-0.004115832,0.000145577,177.9742928
30000-14,대전광역시(건설관리본부),지방도,대전광역시 유성구,동서대로,0.57,36.332191,127.337069,36.332269,127.328979,0.00809,-7.80E-05,359.447598
30000-16,대전광역시(건설관리본부),지방도,대전광역시 유성구,한밭대로,0.7,36.3625092,127.3411048,36.3609799,127.3453261,-0.0042213,0.0015293,160.085472
30000-17,대전광역시(건설관리본부),지방도,대전광역시 서구,한밭대로,0.57,36.357659,127.382895,36.357702,127.376104,0.006791,-4.30E-05,359.6372131
30000-20,대전광역시(건설관리본부),지방도,대전광역시 유성구,대덕대로,0.2,36.406689,127.372633,36.407872,127.376383,-0.00375,-0.001183,197.5087485
30000-22,대전광역시(건설관리본부),지방도,대전광역시 서구,갑천도시고속도로,0.5,36.370347,127.376696,36.371098,127.382951,-0.006255,-0.000751,186.8463854
30000-26,대전광역시(건설관리본부),지방도,대전광역시 중구,동서대로,0.2,36.327429,127.400657,36.327727,127.401849,-0.001192,-0.000298,194.0362435
43150-3,충청북도(제천시),군도,충청북도 제천시,군도9호선,4.3,37.18771017,128.1316049,37.14988645,128.1243752,0.007229686,0.037823729,79.17891975
30000-28,대전광역시(건설관리본부),지방도,대전광역시 중구,당디로,0.2,36.309283,127.393301,36.307123,127.394155,-0.000854,0.00216,111.5723742
30000-30,대전광역시(건설관리본부),지방도,대전광역시 중구,충무로,0.5,36.318257,127.420006,36.317104,127.425347,-0.005341,0.001153,167.8180905
30000-31,대전광역시(건설관리본부),지방도,대전광역시 유성구,구즉세종로,0.25,36.443673,127.383938,36.443008,127.391105,-0.007167,0.000665,174.6989101
31170-2,울산광역시(동구),시도,울산광역시 동구,방어진순환도로,1.9,35.53800739,129.4186998,35.52800693,129.4067617,0.011938116,0.01000046,39.95262592
31200-1,울산광역시(북구),지방도,울산광역시 북구,구국도31호선,2,35.578215,129.37849,35.580331,129.396565,-0.018075,-0.002116,186.6770971
31200-3,울산광역시(북구),지방도,울산광역시 북구,구국도31호선,2,35.586684,129.408907,35.59131331,129.4267215,-0.017814481,-0.004629311,194.5668222
31200-4,울산광역시(북구),지방도,울산광역시 북구,구도2호선,2,35.652046,129.359155,35.660608,129.368321,-0.009166,-0.008562,223.0486648
31200-5,울산광역시(북구),지방도,울산광역시 북구,구도2호선,2,35.660608,129.368321,35.666785,129.374981,-0.00666,-0.006177,222.8452276
41480-1,경기도(파주시),지방도,경기도 파주시,지방도371호선,0.13,37.92380868,126.9510256,37.92433412,126.9493385,0.001687073,-0.000525433,342.700972
41480-1,경기도(파주시),지방도,경기도 파주시,지방도371호선,0.14,37.93458829,126.9467478,37.93589327,126.9462167,0.000531102,-0.001304982,292.145342
42130-11,강원특별자치도(원주시),지방도,강원도 원주시,농어촌205호선,1.3,37.39582,127.919658,37.39961,127.929746,-0.010088,-0.00379,200.5908929
27000-12,대구광역시(본청),지방도,대구광역시 북구,서변로,1.2,35.91092744,128.586398,35.91539286,128.5969032,-0.010505254,-0.004465417,203.0286548
30110-10,대전광역시(동구),지방도,대전광역시 동구,새울로,0.46,36.32193344,127.4622669,36.31882982,127.4623342,-6.72E-05,0.003103621,91.24080352
30230-2,대전광역시(대덕구),지방도,대전광역시 대덕구,대청호수로,1.8,36.449465,127.458241,36.440278,127.465361,-0.00712,0.009187,127.7759765
31710-10,울산광역시(울주군),지방도,울산광역시 울주군,군도2호선,1.8,35.659069,129.073051,35.671005,129.085085,-0.012034,-0.011936,224.7657507
41110-12,경기도(수원시),시도,경기도 수원시,권선구 세류~터미널고가도로,1.9,37.25490768,127.009418,37.24810566,127.0258809,-0.016462847,0.006802023,157.5508488
41110-23,경기도(수원시),시도,경기도 수원시,장안구 이목서거리~밤꽃사거리,1.4,37.31629709,126.9822558,37.30591822,126.9726098,0.009646,0.01037887,47.09597493
41480-1,경기도(파주시),시도,경기도 파주시,시도33호선,1.5,37.81247156,126.8666165,37.82452752,126.8690727,-0.00245626,-0.012055967,258.4842756
41370-1,경기도(오산시),시도,경기도 오산시,서부우회도로(금암터널),1.6,37.15575986,127.0424744,37.17030512,127.0418493,0.000625195,-0.014545256,272.4612161
42730-2,강원특별자치도(횡성군),군도,강원도 횡성군 ,군도14호선,1.6,37.33479498,128.0650151,37.33350823,128.0662932,-0.001278045,0.001286757,134.805392
43110-3,충청북도(청주시),일반국도,충청북도 청주시,국도17호선,0.26,36.69562149,127.4751695,36.69794425,127.4736965,0.001472952,-0.002322761,302.3803513
41130-17,경기도(성남시),시도,경기도 성남시,탄천로,0.3,37.440791,127.12011,37.437373,127.120371,-0.000261,0.003418,94.36665715
41130-19,경기도(성남시),시도,경기도 성남시,분당내곡로,1,37.437066,127.077277,37.446734,127.077042,0.000235,-0.009668,271.3924139
41130-22,경기도(성남시),시도,경기도 성남시,국지도 57호선,0.6,37.389774,127.066424,37.388089,127.073136,-0.006712,0.001685,165.9075311
41130-25,경기도(성남시),시도,경기도 성남시,서현로,1.9,37.373566,127.145646,37.361422,127.149481,-0.003835,0.012144,107.5257942
41170-5,경기도(안양시),지방도,경기도 안양시,명학육교앞(안양로),0.5,37.38325767,126.9364441,37.38339763,126.9351247,0.001319456,-0.00013996,353.9450482
41170-2,경기도(안양시),지방도,경기도 안양시,박달교,0.04,37.40167873,126.8993044,37.40165089,126.8985452,0.000759158,2.78E-05,2.100483449
41170-6,경기도(안양시),지방도,경기도 안양시,평촌 지하차도,0.7,37.38498869,126.9725883,37.39047871,126.9737957,-0.001207383,-0.005490025,257.5967822
41480-1,경기도(파주시),지방도,경기도 파주시,지방도357호선,0.2,37.71253129,126.7128704,37.71563359,126.7137038,-0.000833457,-0.003102305,254.9621541
11410-6,서울특별시(서대문구),시도,서울특별시 서대문구,증가로,0.9,37.57511423,126.9266907,37.56875932,126.9320342,-0.005343497,0.006354916,130.058623
60400-25,국토관리청(익산청),일반국도,전라북도 장수군,19호선,3,35.776878,127.605021,35.75468,127.596468,0.008553,0.022198,68.92807751
60400-26,국토관리청(익산청),일반국도,전라북도 장수군,19호선,4,35.551271,127.494336,35.536906,127.532143,-0.037807,0.014365,159.1954073
60400-30,국토관리청(익산청),일반국도,전라북도 남원시,24호선,4,35.449828,127.4728,35.446693,127.50591,-0.03311,0.003135,174.5911097
41170-8,경기도(안양시),지방도,경기도 안양시,호계 지하차도 ,0.9,37.37350574,126.9575418,37.36667693,126.9582452,-0.000703394,0.006828817,95.88094072
41170-9,경기도(안양시),지방도,경기도 안양시,범계 지하차도,0.1,37.38629502,126.9507495,37.39081267,126.9458803,0.004869275,-0.004517649,317.145246
41170-14,경기도(안양시),시도,경기도 안양시,박달우회도로(한일 유앤아이아파트 앞),2.4,37.40475326,126.9042766,37.40308179,126.8960887,0.008187881,0.00167147,11.53780279
60400-32,국토관리청(익산청),일반국도,전라북도 장수군,26호선,3,35.726418,127.63515,35.723862,127.660049,-0.024899,0.002556,174.1388482
60400-34,국토관리청(익산청),일반국도,전라북도 무주군,30호선,5,35.963629,127.846596,35.949006,127.895879,-0.049283,0.014623,163.473593
60400-43,국토관리청(익산청),일반국도,전라북도 장수군,13호선,11,35.619338,127.490249,35.588355,127.426162,0.064087,0.030983,25.80154624
11410-4,서울특별시(서대문구),시도,서울특별시 서대문구,성산로,0.6,37.56460798,126.9290881,37.56460833,126.9291648,-7.67E-05,-3.54E-07,180.2645797
60400-46,국토관리청(익산청),일반국도,전라북도 무주군,37호선,1,36.019024,127.580971,36.010445,127.582666,-0.001695,0.008579,101.1762982
60400-47,국토관리청(익산청),일반국도,전라북도 무주군,37호선,7,35.93301,127.751543,35.903455,127.786598,-0.035055,0.029555,139.8656384
60500-1,국토관리청(부산청),일반국도,경상북도 김천시,3호선,1,36.096364,128.133895,36.094199,128.123332,0.010563,0.002165,11.58296595
60500-2,국토관리청(부산청),일반국도,경상북도 김천시,3호선,2,35.872834,127.938489,35.873433,127.927736,0.010753,-0.000599,356.8116118
60500-4,국토관리청(부산청),일반국도,경상북도 고령군,26호선,1,35.745792,128.354601,35.748419,128.365147,-0.010546,-0.002627,193.9876563
60500-5,국토관리청(부산청),일반국도,경상북도 김천시,30호선,1,35.899767,127.985406,35.899792,127.990619,-0.005213,-2.50E-05,180.2747714
47190-2,경상북도(구미시),지방도,경상북도 구미시,지방도 514호선,0.8,36.11094798,128.3943885,36.11101116,128.4008316,-0.006443007,-6.32E-05,180.5618763
47190-5,경상북도(구미시),지방도,경상북도 구미시,지방도 927호선,0.7,36.19384381,128.3626089,36.19679784,128.3699277,-0.00731879,-0.002954023,201.9800766
60500-8,국토관리청(부산청),일반국도,경상남도 함양군,3호선,2,35.658884,127.818847,35.643786,127.80815,0.010697,0.015098,54.68225894
43110-4,충청북도(청주시),도시계획도로,충청북도 청주시,대로 1-5,0.49,36.64717894,127.4826044,36.64635777,127.4805907,0.002013717,0.000821172,22.18510653
41390-37,경기도(시흥시),시도,경기도 시흥시,하중교,0.4,37.40541337,126.7937606,37.40525117,126.7877087,0.006051888,0.000162198,1.535225748
29170-31,광주광역시(북구),지방도,광주광역시 북구,무등로,4,35.15952052,126.9448948,35.15722171,126.9735805,-0.028685722,0.002298808,175.4182392
60500-22,국토관리청(부산청),일반국도,경상북도 영천시,4호선,3,35.924485,129.01227,35.903265,129.031865,-0.019595,0.02122,132.7200418
60500-25,국토관리청(부산청),일반국도,경상북도 경주시,20호선,6,35.76824,129.052874,35.809787,129.069128,-0.016254,-0.041547,248.6335896
60500-26,국토관리청(부산청),일반국도,경상북도 경주시,20호선,9,35.940148,129.258619,35.969618,129.350797,-0.092178,-0.02947,197.7294692
60500-27,국토관리청(부산청),일반국도,경상북도 영천시,28호선,2,36.015946,129.010334,36.011621,129.031594,-0.02126,0.004325,168.5010245
41480-1,경기도(파주시),지방도,경기도 파주시,지방도371호선,0.17,37.92547156,126.9470116,37.92651666,126.9460915,0.000920022,-0.0010451,311.3580894
41480-1,경기도(파주시),지방도,경기도 파주시,지방도363호선,1.4,37.82665642,126.7381207,37.83853449,126.7339636,0.004157037,-0.011878071,289.2888072
29170-45,광주광역시(북구),지방도,광주광역시 북구,양일로,0.4,35.20008054,126.8901194,35.20157166,126.8941957,-0.004076333,-0.001491124,200.092543
26200-6,부산광역시(영도구),지방도,부산광역시 영도구,일산봉로,0.9,35.09029717,129.065564,35.08666576,129.0648839,0.000680161,0.003631402,79.39142752
60500-36,국토관리청(부산청),일반국도,경상북도 청송군,35호선,2,36.188247,128.904486,36.171814,128.910413,-0.005927,0.016433,109.833192
60500-40,국토관리청(부산청),일반국도,경상북도 상주시,3호선,2,36.519639,128.164145,36.503893,128.172043,-0.007898,0.015746,116.63778
60500-41,국토관리청(부산청),일반국도,경상북도 영주시,5호선,4,36.900682,128.448639,36.899661,128.466401,-0.017762,0.001021,176.7101291
60500-42,국토관리청(부산청),일반국도,경상북도 영주시,5호선,4,36.778097,128.647768,36.761973,128.687145,-0.039377,0.016124,157.7319988
60500-50,국토관리청(부산청),일반국도,경상북도 안동시,34호선,7,36.54916,128.661533,36.542066,128.728307,-0.066774,0.007094,173.9357033
60500-51,국토관리청(부산청),일반국도,경상북도 봉화군,35호선,4,36.869573,128.913228,36.860792,128.889137,0.024091,0.008781,20.02644226
60500-52,국토관리청(부산청),일반국도,경상북도 안동시,35호선,3,36.304412,128.913778,36.292668,128.903626,0.010152,0.011744,49.15850646
41480-1,경기도(파주시),시도,경기도 파주시,시도57호선,1.1,37.80842736,126.8490326,37.82044893,126.848309,0.000723663,-0.012021567,273.44488
41110-5,경기도(수원시),도시계획도로,경기도 수원시,팔달구 수원문화원~팔달보건소,0.2,37.27149645,127.0119117,37.27297871,127.0115032,0.0004085,-0.00148226,285.4078168
60500-54,국토관리청(부산청),일반국도,경상북도 봉화군,36호선,2,36.911184,128.82314,36.915902,128.842861,-0.019721,-0.004718,193.45441
60500-61,국토관리청(부산청),일반국도,경상북도 상주시,25호선,1,36.446375,127.928821,36.444298,127.939375,-0.010554,0.002077,168.8666124
60500-63,국토관리청(부산청),일반국도,경상북도 봉화군,31호선,3,36.877943,129.003319,36.864832,129.009043,-0.005724,0.013111,113.5851178
60500-68,국토관리청(부산청),일반국도,경상북도 문경시,59호선,3,36.810558,128.318764,36.787557,128.319594,-0.00083,0.023001,92.06664369
43000-85,충청북도(본청),지방도,충청북도 괴산군,592,2,36.73583329,127.6585523,36.74333039,127.6765654,-0.018013133,-0.007497092,202.5971483
43740-5,충청북도(영동군),군도,충청북도 영동군,군도20호선,2,36.23967428,128.0121463,36.25424108,128.0063351,0.005811203,-0.014566806,291.7487656
41480-1,경기도(파주시),시도,경기도 파주시,시도11호선,0.2,37.84513656,126.7712538,37.84426023,126.7742129,-0.00295909,0.000876324,163.5035206
60500-69,국토관리청(부산청),일반국도,경상북도 성주군,59호선,1,35.804861,128.151422,35.80076,128.144402,0.00702,0.004101,30.29296133
60500-70,국토관리청(부산청),일반국도,경상북도 영양군,88호선,21,36.762452,129.177852,36.754913,129.333512,-0.15566,0.007539,177.22719
60100-18,국토관리청(서울청),일반국도,경기도 화성시,82호선,5,37.149006,126.921931,37.107682,126.924991,-0.00306,0.041324,94.23496479
60100-20,국토관리청(서울청),일반국도,경기도 양평군,6호선,6,37.482726,127.54459,37.50154,127.602939,-0.058349,-0.018814,197.8713516
60100-26,국토관리청(서울청),일반국도,경기도 가평군,37호선,9,37.599576,127.486637,37.551168,127.460633,0.026004,0.048408,61.75602221
60100-29,국토관리청(서울청),일반국도,경기도 가평군,46호선,2,37.782499,127.46526,37.792998,127.474311,-0.009051,-0.010499,229.235963
60100-32,국토관리청(서울청),일반국도,경기도 가평군,47호선,2,37.86499,127.291791,37.847809,127.280554,0.011237,0.017181,56.81385172
60100-35,국토관리청(서울청),일반국도,강원특별자치도 화천군 ,75호선,3,38.039875,127.452886,38.023564,127.443002,0.009884,0.016311,58.78533421
41480-1,경기도(파주시),지방도,경기도 파주시,지방도358호선,0.2,37.70405913,126.691393,37.70211933,126.6895086,0.001884389,0.001939801,45.83015217
42130-14,강원특별자치도(원주시),지방도,강원도 원주시,운곡로,0.1,37.332362,127.832844,37.334264,127.833673,-0.000829,-0.001902,246.4496836
60100-36,국토관리청(서울청),일반국도,경기도 가평군,75호선,5,37.765859,127.508219,37.73106,127.501293,0.006926,0.034799,78.74358803
60100-37,국토관리청(서울청),일반국도,경기도 화성시,82호선,4,37.152326,126.872249,37.155451,126.914157,-0.041908,-0.003125,184.264545
41820-2,경기도(가평군),일반국도,경기도 가평군,국도75호선,1,37.8635642,127.5201961,37.87274869,127.5218339,-0.001637803,-0.009184494,259.8891448
41820-4,경기도(가평군),군도,경기도 가평군,군도4호선,1.5,37.69644004,127.5398401,37.68650148,127.5272719,0.012568134,0.009938555,38.33603528
41820-7,경기도(가평군),군도,경기도 가평군,군도20호선,0.8,37.78058069,127.3703229,37.77362771,127.3721525,-0.001829587,0.00695298,104.74245
41820-9,경기도(가평군),지방도,경기도 가평군,지방도391호선,0.5,37.89654766,127.560475,37.89377801,127.5569028,0.003572273,0.002769649,37.78707878
41820-10,경기도(가평군),일반국도,경기도 가평군,국도75호선,2,37.982914,127.443387,37.97467566,127.4500058,-0.006618793,0.008238337,128.7788695
41830-2,경기도(양평군),군도,경기도 양평군,군도3,1.5,37.57082253,127.5209368,37.58228889,127.5310301,-0.01009333,-0.01146636,228.6439637
41130-14,경기도(성남시),시도,경기도 성남시,경충대로,0.04,37.42732197,127.1369729,37.42689109,127.1399929,-0.00302,0.00043088,171.8800973
42000-2,강원특별자치도(도로관리사업소 원주본소),지방도,강원특별자치도 홍천군 ,국도19호선,1.5,37.667297,128.17215,37.670753,128.170659,0.001491,-0.003456,293.3365079
42000-3,강원특별자치도(도로관리사업소 원주본소),지방도,강원특별자치도 춘천시 ,국도56호선,1,37.902982,127.805464,37.904717,127.811332,-0.005868,-0.001735,196.4714435
42000-4,강원특별자치도(도로관리사업소 원주본소),지방도,강원특별자치도 춘천시 ,국도56호선,1.5,37.900303,127.817556,37.894902,127.820689,-0.003133,0.005401,120.117067
42000-5,강원특별자치도(도로관리사업소 원주본소),지방도,강원특별자치도 춘천시 ,국도56호선,1.4,37.900303,127.817556,37.894902,127.820689,-0.003133,0.005401,120.117067
42000-6,강원특별자치도(도로관리사업소 원주본소),지방도,강원특별자치도 춘천시 ,국도56호선,1.5,37.886175,127.818854,37.878698,127.820796,-0.001942,0.007477,104.5597162
42000-7,강원특별자치도(도로관리사업소 원주본소),지방도,강원특별자치도 춘천시 ,국도56호선,1.3,37.877333,127.823306,37.87451,127.833006,-0.0097,0.002823,163.7733704
42000-8,강원특별자치도(도로관리사업소 원주본소),지방도,강원특별자치도 춘천시 ,국도56호선,1.6,37.871854,127.836824,37.865731,127.842167,-0.005343,0.006123,131.1083237
42000-9,강원특별자치도(도로관리사업소 원주본소),지방도,강원특별자치도 춘천시 ,국도56호선,1.7,37.851504,127.863812,37.845718,127.868071,-0.004259,0.005786,126.3563054
41390-38,경기도(시흥시),시도,경기도 시흥시,하중교 R-C,0.3,37.40541305,126.7937606,37.4054949,126.7904258,0.003334761,-8.18E-05,358.5940177
43150-1,충청북도(제천시),군도,충청북도 제천시,군도20호선,9,37.00388161,128.18196,36.9646703,128.2303865,-0.04842651,0.039211307,141.0026498
42000-10,강원특별자치도(도로관리사업소 원주본소),지방도,강원특별자치도 홍천군 ,국도56호선,1.5,37.746485,128.307337,37.737078,128.29508,0.012257,0.009407,37.50551065
42000-11,강원특별자치도(도로관리사업소 북부지소),위임국도,강원특별자치도 화천군 ,국도56호선,2,38.18307012,127.5280874,38.20016708,127.5200684,0.008019003,-0.017096961,295.1280294
42000-12,강원특별자치도(도로관리사업소 북부지소),위임국도,강원특별자치도 철원군 ,국도56호선,2,38.19996738,127.5197244,38.22286343,127.5003819,0.019342513,-0.022896052,310.1910183
42000-13,강원특별자치도(도로관리사업소 북부지소),위임국도,강원특별자치도 철원군 ,국도56호선,2,38.21266646,127.5164409,38.21852212,127.5103369,0.006104039,-0.005855662,316.1897369
42000-14,강원특별자치도(도로관리사업소 북부지소),위임국도,강원특별자치도 철원군 ,국도56호선,1.6,38.21852295,127.5100981,38.22521107,127.4949894,0.015108713,-0.006688115,336.12265
42000-15,강원특별자치도(도로관리사업소 원주본소),지방도,강원특별자치도 홍천군 ,국지도70호선,1.9,37.662474,127.655597,37.650542,127.652358,0.003239,0.011932,74.81275715
